Original,Translate_IT
Poscia che l'accoglienze oneste e liete,Dopo essere stati degni e pieni di gioia
"furo iterate tre e quattro volte,","Tre, quattro volte con le braccia circondate,"
"Sordel si trasse, e disse: “Voi, chi siete?”.","Allora Sordell si allontanò: ""Dite chi siete? """
“Anzi che a questo monte fosser volte,"""Eh si sono girati verso questo monte"
"l'anime degne di salire a Dio,","Le anime che Dio merita di vedere,"
fur l'ossa mie per Ottavian sepolte.,Ottaviano mi ha seppellito le ossa.
Io son Virgilio; e per null'altro rio,Io sono Virgil.
lo ciel perdei che per non aver fé”.,"Mi manca solo la fede, non il peccato."""
Così rispuose allora il duca mio.,Così parlò Virgil quando lo desiderava.
Qual è colui che cosa innanzi sé,Come se un miracolo nascesse qui all'improvviso...
"sùbita vede ond'e' si maraviglia,",In cui si dice: è! poi: non è!
"che crede e non, dicendo “Ella è ... non è ...”,","E con stupore credete, e non che si approfondisca;"
"tal parve quelli; e poi chinò le ciglia,",Così sembrò Sordell... ..che tendesse la faccia... .. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
"e umilmente ritornò ver' lui,",Su cosa si è piegato alle ginocchia di Virgil
e abbracciòl là 've 'l minor s'appiglia.,"E lo intrecciano, dove si intreccia il Signore."
"“O gloria di Latin”, disse, “per cui","""O Gloria di Lazio, tu, la cui opera testimoniava,"
"mostrò ciò che potea la lingua nostra,","Quanto sia ricca la lingua, la forza e l'ornamenti,"
"o pregio etterno del loco ond'io fui,","O prezzo eterno della città che mi ha generato,"
qual merito o qual grazia mi ti mostra?,"Il mio merito, la mia felicità ti porta qui da me?"
"S'io son d'udir le tue parole degno,","E se mi dedicherò a tale grazia,"
"dimmi se vien d'inferno, e di qual chiostra”.","Di': ""Per quale via sei qui?"""
"“Per tutt'i cerchi del dolente regno”,","Virgil dice: ""Ho attraversato tutti i cerchi"
"rispuose lui, “son io di qua venuto;","dell'impero guaioso in questo paese,"
"virtù del ciel mi mosse, e con lei vegno.",E la forza celeste mi ha spinto al viaggio.
"Non per far, ma per non fare ho perduto","Non farlo, no, non farlo, mi ha esiliato."
a veder l'alto Sol che tu disiri,"Esiliato da raggi di sole alto,"
e che fu tardi per me conosciuto.,"Quelli che desideri, che ho riconosciuto troppo tardi..."
"Luogo è là giù non tristo di martìri,","A quei profondi talenti notturni,"
"ma di tenebre solo, ove i lamenti","Al luogo dove il sospiro sospira silenzioso non fa altro che risuonare,"
"non suonan come guai, ma son sospiri.","Non piangete, né grida di tormento;"
Quivi sto io coi pargoli innocenti,"Da dove mi circonda la folla dei bambini geme,"
dai denti morsi de la morte avante,"I non battezzati divorziati da questo mondo,"
che fosser da l'umana colpa essenti;,Con Dio la colpa di Adamo non è ancora stata riconciliata.
quivi sto io con quei che le tre sante,"Dove ci sono coloro che sono soddisfatti di valore terreno,"
"virtù non si vestiro, e sanza vizio","Le virtù, tranne i tre guariti,"
conobber l'altre e seguir tutte quante.,Tutti addestrati ed evitati ogni colpa.
"Ma se tu sai e puoi, alcuno indizio","Ma se puoi, insegnaci i clienti..."
dà noi per che venir possiam più tosto,Per guidarci piu' velocemente verso il nostro obiettivo...
là dove purgatorio ha dritto inizio”.,"Dovunque sia il vero inizio della purificazione."""
Rispuose: “Loco certo non c'è posto;,"E lui: ""Posso andare avanti e indietro,"
licito m'è andar suso e intorno;,Perche' nessun posto e' destinato a noi.
"per quanto ir posso, a guida mi t'accosto.","Per quello che posso fare, voglio venire con te."
"Ma vedi già come dichina il giorno,","Guarda, però, come la luce svanisce già dal giorno,"
e andar sù di notte non si puote;,E' per questo che dobbiamo rimanere in buona salute...
però è buon pensar di bel soggiorno.,Perche' non si sale di notte.
Anime sono a destra qua remote;,"Là a destra ci sono anime, non lontano da qui;"
"se mi consenti, io ti merrò ad esse,","A questi, se tu acconsenti, io ti conduco..."
