Original,Translate_EN,Translate_IT_1
Non ne pos’altrementi far vengianza,“I cannot avenge myself in any other way,Non posso vendicarmi in nessun altro modo
"Se non per insegniarti mia dottrina,",except through teaching you my doctrine;,"eccetto per insegnarti la mia dottrina,"
Perciò che•llo me’ cor sì m’indovina,for my heart foresees,per il mio cuore prevede
Che•ttu darai lor ancor gran micianza,that you will do great harm,che farai un gran male
"A que’ ribaldi, che tanta viltanza",to those scoundrels who insulted me,a quei mascalzoni che mi insultavano
Me dicieano da sera e da mattina.,both night and day.,sia di notte che di giorno.
"Tutti gli meterai anche a la china,","You will bring all of them to ruin,","Li porterai tutti in rovina,"
Se•ttu sa’ ben tener la tua bilanza.,if you can keep them off balance.,se riesci a tenerli fuori equilibrio.
"Ché sie ciertana, s’i’ fosse dell’agio,","My daughter, if I were the age","Mia figlia, se avessi l'età"
"Figluola mia, che tu•ssè or presente,","that you are now, you may be sure that","che ora sei, puoi essere sicuro che"
"Ch’i’ gli pagherè’ ben di lor oltragio,",I would really pay them back for their offence,Li ripagherei per il loro reato.
"Sì che ciascuno farè’ star dolente,",and make each one of them suffer:,"e far soffrire ciascuno di loro,"
"Già tanto non sareb’e’ pro’ né sagio,","indeed, no man would be so valiant or wise","Invero, nessun uomo sarebbe così valoroso o saggio"
Ched i’ non ne faciesse pan-chiedente.,that I would not turn him into a beggar.”,che non lo trasformerei in un mendicante.
