Original,Translate_IT
Per correr miglior acque alza le vele,Per fare il suo corso attraverso l'acqua più liscia
"omai la navicella del mio ingegno,","la piccola corteccia del mio spirito ora arrampica la sua vela,"
che lascia dietro a sé mar sì crudele;,lasciando alle spalle quel mare crudele.
e canterò di quel secondo regno,"Ora canterò il secondo regno,"
dove l'umano spirito si purga,"là dove l'anima dell'uomo è purificata,"
e di salire al ciel diventa degno.,resa degna di ascendere al Cielo.
"Ma qui la morta poesì resurga,","Qui dai morti la poesia si alzi,"
"o sante Muse, poi che vostro sono;","O Muse sacre, da quando sono vostra."
"e qui Calïopè alquanto surga,",Lasciate che Calliope si alzi.
seguitando il mio canto con quel suono,per accompagnare la mia canzone con quegli stessi accordi
di cui le Piche misere sentiro,la cui forza colpì così le miserabili magpie
"lo colpo tal, che disperar perdono.","che, ascoltando, hanno perso ogni speranza di perdono."
"Dolce color d'orïental zaffiro,","Colore dolce dello zaffiro orientale,"
che s'accoglieva nel sereno aspetto,aleggiando nell'aspetto calmo e tranquillo
"del mezzo, puro infino al primo giro,","d'aria intervenente, pura all'orizzonte,"
"a li occhi miei ricominciò diletto,",mi sono compiaciuto ancora una volta dei miei occhi
tosto ch'io usci' fuor de l'aura morta,non appena ho lasciato l'aria morbosa
che m'avea contristati li occhi e 'l petto.,che aveva afflitto sia il mio petto che gli occhi.
Lo bel pianeto che d'amar conforta,"Il pianeta giusto che incoraggia l'amore,"
"faceva tutto rider l'orïente,","sorridente, illuminato a est,"
velando i Pesci ch'erano in sua scorta.,velando i pesci nel suo treno.
"I' mi volsi a man destra, e puosi mente","Mi voltai a destra e, fissando la mia attenzione"
"a l'altro polo, e vidi quattro stelle","sull'altro polo, ho visto quattro stelle"
non viste mai fuor ch'a la prima gente.,"non visti, ma dai primi sulla terra."
Goder pareva 'l ciel di lor fiammelle:,Il cielo stesso sembrava gioire
"oh settentrïonal vedovo sito,",nel loro splendente luccichio. O vedova
poi che privato se' di mirar quelle!,"regione del nord, negata quella vista!"
"Com'io da loro sguardo fui partito,","Una volta che ho attirato il mio sguardo da loro,"
"un poco me volgendo a l'altro polo,",girare a malapena verso l'altro polo
"là onde 'l Carro già era sparito,","dove era posta la costellazione del fiume,"
"vidi presso di me un veglio solo,","Ho visto accanto a me un vecchio, da solo,"
"degno di tanta reverenza in vista,",che dal suo aspetto era così meritevole di rispetto
che più non dee a padre alcun figliuolo.,che nessun figlio deve di più a suo padre.
Lunga la barba e di pel bianco mista,"La sua barba era lunga e striata di bianco,"
"portava, a' suoi capelli simigliante,","come i suoi capelli, che cadde"
de' quai cadeva al petto doppia lista.,in doppi fili fino al petto.
