Original,Translate_EN,Translate_IT_1
"E quando tu udirai la sua domanda,","“And when you hear his amorous request,","E quando sentirete la sua amorosa richiesta,"
"Già troppo tosto non sie d’acordanza,","don’t give yourself to him too quickly,","Don't si dà a lui troppo in fretta,"
Né non fare di lui gran rifusanza:,but don’t give him a great refusal either:,ma non gli dia un grande rifiuto:
"Nostr’arte sì no ’l vuol, né no ’l comanda.",our amorous art neither wants nor requires this.,la nostra amorosa arte non vuole né richiede questo.
Cortesemente da•tte sì ’l ne manda,"Send him away from you politely,","Mandalo via da te educatamente,"
"E stea   il su’ fatto tuttora in bilanza,","and may his state always be uncertain,","e che il suo stato sia sempre incerto,"
"Sì ch’egli abia paura, ed isperanza,",so that he may have both fear and hope,perché abbia paura e speranza
Insin ch’e’ sia   del tutto a sua comanda.,until he is completely at your command.,finche' non sara' completamente al tuo comando.
"E quand’e’ ti farà più pregheri[a],","And when he will beg you even more,","E quando ti supplichera' ancora di piu',"
Tu gli dirai tuttor che•ttu sie presta,you’ll always tell him that you’re ready,ditegli sempre che siete pronti
"A fargli tutta quanta cortesia,","to grant him all manner of courtesy,","per concedergli ogni sorta di cortesia,"
E dì che ’l su’ amor forte ti male sta;,and tell him that his love makes you suffer terribly;,e digli che il suo amore ti fa soffrire terribilmente;
"E così caccia la paura via,",by so doing you chase away his fear.,per questo hai scacciato la sua paura.
"Po’ dimora con lui, e fagli festa.",Then stay with him and give him warm welcome.”,Allora restate con lui e dategli un caloroso benvenuto.
