Original,Translate_EN,Translate_IT_1
Dritta a la camera a la donna mia,"The Old Woman went straight to my lady’s chamber,","La Vecchia Donna andò dritta alla mia camera da signora,"
"N’andò   la Vechia, quanto può, trotando,","trotting along as fast as she could,","trotterellava il piu' in fretta possibile,"
"E quella la trovò molto pensando,","and she found her in a very anxious state,","e la trovò in uno stato molto ansioso,"
Come se fosse d’una voglia ria.,as though she were in a foul mood.,Come se fosse di pessimo umore.
"Crucciosa so ch’era, ché non ridea.","I know she was worried, for she did not smile:","So che era preoccupata, perché non sorrideva:"
"Sì tosto alor la va riconfor’ dando,","the Old Woman quickly began to comfort her,","la Vecchia Donna cominciò rapidamente a consolarla,"
"E disse: «Figluola mia,   io ti comando","saying: “My child, I suggest","dicendo: Figlio mio, suggerisco"
Che•ttu nonn-entri già in malinconia;,that you not fall prey to melancholy;,che tu non cada preda della malinconia;
E ve’•cciò che tu’ amico ti presenta».,see what your friend has given you.”,vedere ciò che il tuo amico ti ha dato.
"Allor le mostra quelle gioielette,",At that point she shows her those lovely jewels,A quel punto le mostra quei bei gioielli
Pregando   la c’a prenderl’aconsenta:,and asks her to accept them:,e le chiede di accettarli:
«Reguarda com’elle son belle e nette».,“Look at how beautiful and nice they are.”,Guarda come sono belle e belle.
E quell’a domandar non fu già lenta,And the young woman was not slow to ask,E la giovane donna non è stata lenta a chiedere
"Chi era colui, che gliele tramette.",who it was who sends them to her.,chi è stato a mandarli a lei.
