Original,Translate_IT
Di nova pena mi conven far versi,Devo dire in direzione di pene diverse.
e dar matera al ventesimo canto,che formano l'argomento del mio ventesimo canto
"de la prima canzon, ch'è d'i sommersi.","La prima poesia, che parla dei dannati."
Io era già disposto tutto quanto,"Mi sono trovato bene, per esaminare meglio"
"a riguardar ne lo scoperto fondo,",Quello che si poteva vedere dal fondo di questo fossato
che si bagnava d'angoscioso pianto;,che sembrava sommerso da lacrime di angoscia.
e vidi gente per lo vallon tondo,"Quindi vivo una valle come un cerchio, dove la gente"
"venir, tacendo e lagrimando, al passo","camminavano piangendo silenziosamente,"
che fanno le letane in questo mondo.,di cui tra noi vanno le processioni.
"Come 'l viso mi scese in lor più basso,","E come il mio sguardo cadde su di loro a picco,"
mirabilmente apparve esser travolto,Vivo in ognuno di loro uno strano cambiamento
"ciascun tra 'l mento e 'l principio del casso,",dal mento fino alla parte inferiore del tronco.
"ché da le reni era tornato 'l volto,",voltavano lo sguardo dalla parte delle loro spalle
"e in dietro venir li convenia,","e, volendo andare avanti, camminavano indietro,"
perché 'l veder dinanzi era lor tolto.,perché non avrebbero potuto guardare davanti a loro.
Forse per forza già di parlasia,Forse a causa di una paralisi.
si travolse così alcun del tutto;,"qualcuno avrà potuto vedere dei corpi così storti,"
"ma io nol vidi, né credo che sia.",Ma io non ci credo e non ne ho mai visto uno.
"Se Dio ti lasci, lettor, prender frutto","Lettore, se Dio permette che tu tragga profitto"
"di tua lezione, or pensa per te stesso","della tua lettura, pensa, giudicando da te stesso,"
"com'io potea tener lo viso asciutto,","Se avessi le lacrime piene di occhi,"
quando la nostra imagine di presso,allo spettacolo vicino alla nostra immagine
"vidi sì torta, che 'l pianto de li occhi","contraffatta a questo punto, che i ruscelli di lacrime"
le natiche bagnava per lo fesso.,che cadevano dai loro occhi si bagnavano le natiche.
"Certo io piangea, poggiato a un de' rocchi","piangevo con loro, in piedi su un saliente"
"del duro scoglio, sì che la mia scorta","di questa ruvida roccia, il che fece sì che la mia guida"
mi disse: “Ancor se' tu de li altri sciocchi?,E disse: “Sei forse solo uno stolto come gli altri?
Qui vive la pietà quand'è ben morta;,"perché è pietà per loro, non averne;"
chi è più scellerato che colui,"E' un peccato troppo grande, che ci si pente."
che al giudicio divin passion comporta?,coloro che hanno condannato la giustizia di Dio.
"Drizza la testa, drizza, e vedi a cui","Alza, alza la testa e vedi per chi,"
s'aperse a li occhi d'i Teban la terra;,"sotto gli occhi dei Tebani, la terra si è aperta,"
"per ch'ei gridavan tutti: ""Dove rui,",Mentre tutti gridavano: «Dove scendi così in fretta?
"Anfïarao? perché lasci la guerra?"".","Oh, Amphiaraùs, stai lasciando la battaglia?"""
E non restò di ruinare a valle,"Ma non cessò di rotolare fino in fondo,"
fino a Minòs che ciascheduno afferra.,"in casa di Minos, nessuno dei quali evita la sentenza."
Mira c'ha fatto petto de le spalle;,Vedilo: dalla sua spalla ha fatto il suo petto
"perché volse veder troppo davante,","e, per aver voluto vedere troppo lontano in avanti,"
di retro guarda e fa retroso calle.,Guarda indietro e cammina indietro.
"Vedi Tiresia, che mutò sembiante","Ecco Tiresia, che cambiò natura"
"quando di maschio femmina divenne,","e che, prima di tutto maschio, divenne femmina,"
