Original,Translate_IT
Poscia che l'accoglienze oneste e liete,Dopo che questa accoglienza affettuosa e degna
"furo iterate tre e quattro volte,","si è rinnovato per tre o quattro volte,"
"Sordel si trasse, e disse: “Voi, chi siete?”.","Sordide indietreggiò: ""E tu chi sei?"""
“Anzi che a questo monte fosser volte,Prima che ai fianchi del monte si riprendano le anime
"l'anime degne di salire a Dio,","a chi è stato permesso di salire fino a Dio,"
fur l'ossa mie per Ottavian sepolte.,Ottaviano ha messo le mie ceneri nella tomba.
Io son Virgilio; e per null'altro rio,Io sono Virgilio: e solo mi ha fatto perdere il Cielo
lo ciel perdei che per non aver fé”.,La mancanza di ignorare la vera fede”.
Così rispuose allora il duca mio.,Con queste stesse parole rispose il mio maestro.
Qual è colui che cosa innanzi sé,Come chi all’improvviso vede sorgere davanti agli occhi
"sùbita vede ond'e' si maraviglia,","qualche oggetto sorprendente, di cui rimane abbagliato,"
"che crede e non, dicendo “Ella è ... non è ...”,","Ci crede e non ci crede, si sforza e dice: “È vero!”"
"tal parve quelli; e poi chinò le ciglia,","restava l’altro; e poi, abbassando lo sguardo,"
"e umilmente ritornò ver' lui,","venne più vicino a lui e gli cinse la potatura,"
e abbracciòl là 've 'l minor s'appiglia.,umile come il bambino che si aggrappa al padre.
"“O gloria di Latin”, disse, “per cui","“O gloria dei Latini”, esclama, “da chi"
"mostrò ciò che potea la lingua nostra,","la nostra lingua ha mostrato ciò che può produrre,"
"o pregio etterno del loco ond'io fui,","ornamento della città dove ho ricevuto il giorno,"
qual merito o qual grazia mi ti mostra?,Quale merito o favore mi permette di vederti?
"S'io son d'udir le tue parole degno,","Dimmi, se io sono degno di ascoltare le tue parole,"
"dimmi se vien d'inferno, e di qual chiostra”.",Verresti tu dall’Inferno? e quale dei suoi chiostri?».
"“Per tutt'i cerchi del dolente regno”,","«Sto salendo fin qui», rispose allora,"
"rispuose lui, “son io di qua venuto;",attraverso i gironi dell'impero delle pene;
"virtù del ciel mi mosse, e con lei vegno.",La volontà del Cielo mi accompagna e mi spinge.
"Non per far, ma per non fare ho perduto",E non ho perso il sole dove tendi
a veder l'alto Sol che tu disiri,"per quello che avevo fatto, ma per non aver fatto nulla,"
e che fu tardi per me conosciuto.,L’ho conosciuto quando era troppo tardi.
"Luogo è là giù non tristo di martìri,",Lì c’è un luogo le cui tenebre
"ma di tenebre solo, ove i lamenti","sono l'unico castigo, un luogo in cui le lamentele"
"non suonan come guai, ma son sospiri.","Non sono grida, ma semplici sospiri."
Quivi sto io coi pargoli innocenti,"Sono il suo prigioniero, con gli innocenti."
dai denti morsi de la morte avante,che il dente della morte tocchi prima che abbiano potuto
che fosser da l'umana colpa essenti;,purificare in loro la colpa originale.
quivi sto io con quei che le tre sante,"Io sono il suo prigioniero, con coloro che non hanno"
"virtù non si vestiro, e sanza vizio","le tre sante virtù, ma che, fuggendo dal vizio,"
conobber l'altre e seguir tutte quante.,hanno avuto gli altri doni e li hanno amati tutti.
"Ma se tu sai e puoi, alcuno indizio","Ma se sai e puoi dirlo, dacci una mano."
dà noi per che venir possiam più tosto,Qualche informazione per arrivare più velocemente
là dove purgatorio ha dritto inizio”.,nel luogo in cui si entra veramente nel Purgatorio”.
Rispuose: “Loco certo non c'è posto;,Egli disse: “Non abbiamo un soggiorno stabilito;
licito m'è andar suso e intorno;,Mi è permesso andare tutt’intorno e più in alto;
"per quanto ir posso, a guida mi t'accosto.","fino a dove posso salire, sarò la tua guida."
"Ma vedi già come dichina il giorno,","Ma vedi che il giorno comincia a declinare,"
e andar sù di notte non si puote;,"e non possiamo salire di notte,"
però è buon pensar di bel soggiorno.,Il che fa sì che sia meglio pensare a qualcosa.
Anime sono a destra qua remote;,"Vedi a destra, laggiù, anime isolate;"
"se mi consenti, io ti merrò ad esse,","io, se vuoi, ti condurrò presso di loro;"
e non sanza diletto ti fier note”.,"Non senza qualche piacere, potrai conoscerli”."
"“Com'è ciò?”, fu risposto. “Chi volesse",O Virgilio disse: “Come? Se qualcuno provasse
"salir di notte, fora elli impedito","Quando si sale di notte, chi verrà a impedirlo?"
"d'altrui, o non sarria ché non potesse?”.","Ma non potrebbe, forse, farlo?”."
"E 'l buon Sordello in terra fregò 'l dito,",Quando il buon Sordide tracciò il dito per terra
dicendo: “Vedi? sola questa riga,"una linea, dicendo: ""Vedi? Non saprei"
non varcheresti dopo 'l sol partito:,"superare questa linea, dopo il tramonto."
"non però ch'altra cosa desse briga,",Non c’è nulla che possa ostacolare l’ascesa.
"che la notturna tenebra, ad ir suso;","a parte l’oscurità, che la rende impossibile"
quella col nonpoder la voglia intriga.,In questo modo si elimina il desiderio di andare avanti.
Ben si poria con lei tornare in giuso,"Torniamo più in basso, questo è ciò che resta da fare."
"e passeggiar la costa intorno errando,","per vedere i dintorni, percorreremo la costa,"
mentre che l'orizzonte il dì tien chiuso”.,mentre l’orizzonte ci nasconde il sole”.
"Allora il mio segnor, quasi ammirando,","Allora il mio maestro disse, non senza stupore:"
"“Menane”, disse, “dunque là 've dici","“Portaci nel luogo che ci hai appena detto,"
ch'aver si può diletto dimorando”.,Per passare il tempo in modo più piacevole!”
"Poco allungati c'eravam di lici,","Ci eravamo appena allontanati da lì,"
"quand'io m'accorsi che 'l monte era scemo,","quando vidi il fianco del monte che cadeva,"
a guisa che i vallon li sceman quici.,come si vede qui si scava qualche val.
"“Colà”, disse quell'ombra, “n'anderemo","“E’ là che andremo”, ci disse allora quell’ombra,"
dove la costa face di sé grembo;,dove la costa si scava a forma di girone;
e là il novo giorno attenderemo”.,E aspetteremo il ritorno del mattino”.
"Tra erto e piano era un sentiero schembo,","Un sentiero tortuoso si offriva per guidarvi,"
"che ne condusse in fianco de la lacca,","dirigendosi in basso fino al fianco del vallone,"
là dove più ch'a mezzo muore il lembo.,dove il suo bordo scendeva di più della metà.
"Oro e argento fine, cocco e biacca,","L’oro o il fine argento, lo scarlatto e il bianco,"
"indaco, legno lucido e sereno,","il blu dell'India, il legno luminoso e brillante"
"fresco smeraldo in l'ora che si fiacca,","e il fresco smeraldo al punto della sua rottura,"
"da l'erba e da li fior, dentr'a quel seno","posati tra i fiori e l’erba di questo prato,"
"posti, ciascun saria di color vinto,","sarebbero facilmente sconfitti dai loro colori,"
come dal suo maggiore è vinto il meno.,Come il più piccolo deve cedere al più forte.
"Non avea pur natura ivi dipinto,",La natura non era solo un pittore.
ma di soavità di mille odori,"ma mescolava anche mille dolci odori,"
vi facea uno incognito e indistinto.,"in nuovi profumi, a nessun altro simile."
"'Salve, Regina' in sul verde e 'n su' fiori",Tra l’erba e i fiori scorgevo anime
"quindi seder cantando anime vidi,","Seduti, intonando il Salve Regina,"
che per la valle non parean di fuori.,che prima il burrone ci impediva di vedere.
"“Prima che 'l poco sole omai s'annidi”,","“Finché abbiamo un residuo di luce,"
"cominciò 'l Mantoan che ci avea vòlti,","ci dice il Mantouan che ci aveva guidati,"
“tra color non vogliate ch'io vi guidi.,Non chiedermi di portarti vicino a loro.
Di questo balzo meglio li atti e ' volti,Dall’alto dello sperone potrete distinguere
"conoscerete voi di tutti quanti,","i gesti e i tratti di tutti quelli di là,"
che ne la lama giù tra essi accolti.,meglio che accolti da loro in fondo alla valle.
Colui che più siede alto e fa sembianti,Chi rimane seduto nella piazza più alta
"d'aver negletto ciò che far dovea,","e che sembra aver trascurato troppo i suoi doveri,"
"e che non move bocca a li altrui canti,","non mescolando la sua voce con il canto degli altri,"
"Rodolfo imperador fu, che potea","fu Rodolfo imperatore, che poteva guarire"
"sanar le piaghe c'hanno Italia morta,",la ferita che mette l’Italia nella tomba;
sì che tardi per altri si ricrea.,E l’altro arrivò troppo tardi per poterla salvare.
"L'altro che ne la vista lui conforta,","Colui che, davanti a lui, sembra consolarlo,"
resse la terra dove l'acqua nasce,regnava sul paese bagnato dall'acqua che scorreva
"che Molta in Albia, e Albia in mar ne porta:",Dalla Moldava all’Elba e dall’Elba al mare:
"Ottacchero ebbe nome, e ne le fasce",È lo stesso Ottoniano che già nelle lange
fu meglio assai che Vincislao suo figlio,"Era meglio di suo figlio, il barbuto Wenceslas."
"barbuto, cui lussuria e ozio pasce.",intriso di pigrizia e di voluttà.
E quel nasetto che stretto a consiglio,"A fianco, il camus che discute in disparte"
"par con colui c'ha sì benigno aspetto,","con quell'altro spirito dal volto buono,"
morì fuggendo e disfiorando il giglio:,Morì fuggendo e appassindo i suoi gigli.
guardate là come si batte il petto!,Si vede che si picchia il petto.
L'altro vedete c'ha fatto a la guancia,"E guardate il suo vicino, che sospira accanto,"
"de la sua palma, sospirando, letto.",Il volto infilato nel palmo della mano:
Padre e suocero son del mal di Francia:,della sventura della Francia hanno padre e patrigno;
"sanno la vita sua viziata e lorda,",conoscono la sua vita abietta e corrotta:
e quindi viene il duol che sì li lancia.,Questo è il dolore che li fa lavorare così.
"Quel che par sì membruto e che s'accorda,",L’uomo dalla forte spalla e il cui canto risponde
"cantando, con colui dal maschio naso,","alla voce di quest'altro dal naso prominente,"
