Original,Translate_IT_1
"Resta omai solamente a provare come le divizie sono vili, e come disgiunte sono e lontane da nobilitade; e ciò si pruova in due particulette del testo alle quali si conviene al presente intendere. E poi quelle esposte, sarà manifesto ciò che detto ho, cioè le divizie essere vili e lontane da nobilitade; e per questo saranno le ragioni di sopra contra le divizie perfettamente provate.","Tutto ciò che resta da fare ora è dimostrare che le ricchezze sono la base, e che non sono connesse con e lontano dalla nobiltà. Lo faccio in due brevi passaggi del testo che dobbiamo ora esaminare. Quando questi sono stati spiegati, ciò che ho detto sulla ricchezza di base e lontano dalla nobiltà sarà dimostrato, e con questo gli argomenti contro le ricchezze di cui sopra saranno pienamente dimostrato."
"Dico adunque: Che siano vili appare ed imperfette. E a manifestare ciò che dire s'intende, è da sapere che la viltade di ciascuna cosa dalla imperfezione di quella si prende, e così la nobilitade dalla perfezione: onde tanto quanto la cosa è perfetta, tanto è in sua natura nobile; quanto imperfetta, tanto vile. E però, se le divizie sono imperfette, manifesto è che siano vili.","Dico, allora: È chiaro che le ricchezze sono basi e imperfette. A sostegno di ciò che il testo sostiene qui si dovrebbe spiegare che la base di tutto è determinata dalla sua imperfezione, e la sua nobiltà dalla sua perfezione. Così il grado in cui una cosa è perfetta è il grado in cui è nobile nella natura particolare che possiede; il grado in cui è imperfetto è il grado in cui è base. Ne consegue chiaramente che se le ricchezze sono imperfette sono anche basi."
"E che elle siano imperfette, brievemente pruova lo testo quando dice: ché, quantunque collette, non posson quïetar, ma dan più cura: in che non solamente la loro imperfezione è manifesta, ma la loro condizione essere imperfettissima, e per[ò] essere quelle vilissime. E ciò testimonia Lucano quando dice, a quelle parlando: «Sanza contenzione periro le leggi; e voi, ricchezze, vilissima parte delle cose, moveste battaglia».","Il testo dimostra brevemente che sono imperfetti dove dice: Non importa quanto abbondantemente ammassato, non possono ancora il nostro desiderio; anzi portano crescente ansia. Queste linee mostrano chiaramente non solo che le ricchezze sono imperfette, ma che è intrinsecamente a loro di essere completamente imperfetto, e, quindi, completamente base. Lucano testimonia questo quando si rivolge loro con le parole: ""Le leggi perirono senza essere difeso, ma voi, ricchezze, più basse di tutte le cose, causato conflitti."""
"Puotesi brievemente la loro imperfezione in tre cose vedere apertamente: e prima, nello indiscreto loro avenimento; secondamente, nel pericoloso loro acrescimento; terziamente, nella dannosa loro possessione.","In breve, la loro imperfezione può essere chiaramente riconosciuta in tre caratteristiche: in primo luogo, la loro acquisizione è fortuita; in secondo luogo, il loro aumento porta molti pericoli; in terzo luogo, il loro possesso è dannoso. Prima di dimostrare queste affermazioni, devo affrontare un dubbio che può sorgere. Poiché l'oro, le perle e le terre non mancano di perfezione come esseri, tutti hanno la loro forma e atto di esistenza, sembra sbagliato dire che sono imperfetti."
"E prima ch'io ciò dimostri, è da dichiarare un dubio che pare consurgere: che, con ciò sia cosa che l'oro, le margherite e li campi perfettamente forma e atto abbiano in loro essere, non pare vero dicere che siano [cose] imperfette. E però si vuole sapere che, quanto è per esse, in loro considerate, cose perfette sono, e non sono ricchezze, ma oro e margherite [e campi]; ma in quanto sono ordinate alla possessione dell'uomo, sono ricchezze, e per questo modo sono piene d'imperfezione. Ché non è inconveniente, una cosa, secondo diversi rispetti, essere perfetta e imperfetta.","La risposta a questo è che queste cose considerate semplicemente in se stesse sono davvero perfette; come tali, non sono ricchezze ma semplicemente oro, perle, ecc. Sono ricchezze nella misura in cui sono atte a diventare possedimenti umani; come tali, sono imperfette sotto molti aspetti. È possibile che la stessa cosa sia perfetta e imperfetta se considerata da diversi punti di vista."
"Dico che la loro imperfezione primamente si può notare nella indiscrezione del loro avenimento, nel quale nulla distributiva giustizia risplende, ma tutta iniquitade quasi sempre: la quale iniquitade è propio effetto d'imperfezione.","L'imperfezione delle ricchezze si può vedere, in primo luogo, nella fortuitezza che ne segna l'acquisizione, perché in questa giustizia distributiva è evidente l'assenza totale, mentre l'inequità di rango è quasi sempre presente, che è l'effetto distintivo dell'imperfezione."
"Ché se si considerano li modi per li quali esse vegnono, tutti si possono in tre maniere ricogliere: ché o vegnono da pura fortuna, sì come quando sanza intenzione o speranza vegnono per invenzione alcuna non pensata; o vegnono da fortuna che è da ragione aiutata, sì come per testamenti o per mutua successione; o vegnono da fortuna aiutatrice di ragione, sì come quando per licito o per illicito procaccio: licito dico, quando è per arte o per mercatantia o per servigio meritante; illicito dico, quando è per furto o per rapina.","Se guardiamo al modo in cui si ottengono le ricchezze, si scopre che queste possono essere classificate sotto una delle tre teste. Le ricchezze sono ottenute sia come risultato di pura possibilità, come nel caso di qualcuno che trova qualcosa involontariamente, senza alcun pensiero o speranza di farlo; o come risultato del caso aiutato dalla ragione, come nel caso di qualcuno che è lasciato qualcosa in un testamento o che riesce alla sua eredità dovuta; o come risultato della ragione aiutata dal caso, come nel caso di qualcuno che guadagna legittimamente o illecitamente qualcosa attraverso la propria impresa."
"E in ciascuno di questi tre modi si vede quella iniquitade che io dico, ché più volte alli malvagi che alli buoni le celate ricchezze che si truovano o che si ritruovano si rapresentano; e questo è sì manifesto, che non ha mestiere di pruova. Veramente io vidi lo luogo, nelle coste d'uno monte che si chiama Falterona, in Toscana, dove lo più vile villano di tutta la contrada, zappando, più d'uno staio di santalene d'argento finissimo vi trovò, che forse più di dumilia anni l'aveano aspettato.","In ognuno di questi tre modi si vede presente l'inequità di cui ho parlato. Per ricchezze nascoste che si scoprono o si riscoprono più spesso cadono nelle mani delle persone malvagie che del bene, un fatto così ovvio da non aver bisogno di alcuna prova. Io stesso ho visto il posto sul fianco di una montagna in Toscana chiamata Falterona dove, nel corso della svolta del suolo, il contadino più basso di tutto il quartiere scoprì più di un bushel delle monete d'argento più preziose che lo avevano lain aspettato per forse 2000 anni o più."
"E per vedere questa iniquitade, disse Aristotile che «quanto l'uomo più subiace allo 'ntelletto, tanto meno subiace alla fortuna».","È stata la consapevolezza di questa inequità che ha portato Aristotele a dire: ""Più una persona dipende dalla ragione, meno dipende dal caso."" Allo stesso modo, beni ereditati, lasciti e doni vengono più spesso la via delle persone malvagie che del bene. Non ho intenzione di addurre alcuna prova per questo; invito semplicemente tutti a guardare intorno al proprio quartiere, e vedrà la prova di ciò che rifiuto di specificare per evitare di dare a chiunque un cattivo nome."
"E dico che più volte alli malvagi che alli buoni pervegnono li retaggi, legati e caduci; e di ciò non voglio recare innanzi alcuna testimonianza, ma ciascuno volga li occhi per la sua vicinanza, e vedrà quello che io mi taccio per non abominare alcuno. Così fosse piaciuto a Dio che quello che adomandò lo Provenzale fosse stato, che chi non è reda della bontade perdesse lo retaggio dell'avere!","Vorrei che Dio avesse ritenuto opportuno portare a compimento ciò che il provenzale ha chiesto: che chiunque non erediti il buon carattere debba essere escluso dall'ereditare le ricchezze. Inoltre, le cose guadagnate dallo sforzo personale sono esattamente ciò che più spesso entra in possesso di persone malvagie che di bene. Guadagni illeciti non entrano mai in possesso di persone buone poiché non avranno nulla a che fare con loro."
