Original,Translate_IT
Quando colui che tutto 'l mondo alluma,Quando colui che grazia tutto il mondo con la luce
"de l'emisperio nostro sì discende,",è affondato fino ad ora sotto il nostro emisfero
"che 'l giorno d'ogne parte si consuma,","che da ogni parte è passato il giorno, il cielo,"
"lo ciel, che sol di lui prima s'accende,","che prima era stato illuminato solo da lui,"
subitamente si rifà parvente,immediatamente si mostra di nuovo
"per molte luci, in che una risplende;","con molte luci che riflettono una stessa sorgente,"
"e questo atto del ciel mi venne a mente,",e mi sono ricordato di questo corso celeste
come 'l segno del mondo e de' suoi duci,"quando, nel becco benedetto, l'emblema di"
nel benedetto rostro fu tacente;,il mondo e i suoi guardiani tacevano;
"però che tutte quelle vive luci,",perché allora tutte quelle luci vive sono cresciute di più
"vie più lucendo, cominciaron canti","splendente, ma le canzoni che hanno iniziato"
da mia memoria labili e caduci.,sono stati labile-fuggono dalla mia memoria.
"O dolce amor che di riso t'ammanti,","O dolce amore che porta un sorriso come mantello,"
"quanto parevi ardente in que' flailli,",come ardente era la tua immagine in quelle torce
ch'avieno spirto sol di pensier santi!,riempito solo con il soffio dei pensieri santi!
Poscia che i cari e lucidi lapilli,Dopo i preziosi e scintillanti gioielli con i quali
ond'io vidi ingemmato il sesto lume,il sesto dei cieli del Cielo fu ingemmiato
"puoser silenzio a li angelici squilli,","avevano finito la loro canzone angelica in silenzio,"
udir mi parve un mormorar di fiume,Mi sembrava di sentire il mormorio di un torrente
"che scende chiaro giù di pietra in pietra,","che, limpido, cade da roccia a roccia, il cui flusso"
mostrando l'ubertà del suo cacume.,mostra l'abbondanza della sua sorgente di montagna.
E come suono al collo de la cetra,"Anche se il suono prende forma al collo del liuto,"
"prende sua forma, e sì com'al pertugio",e come il vento che penetra
"de la sampogna vento che penètra,","il buco della cornamusa, quindi... senza..."
"così, rimosso d'aspettare indugio,",ritardo-quel mormorio della rosa dell'aquila
quel mormorar de l'aguglia salissi,"dritto in alto, direttamente attraverso il collo come se"
"su per lo collo, come fosse bugio.",il suo collo era cavo; e quel mormorio
"Fecesi voce quivi, e quindi uscissi","divenne una voce che usciva dal suo becco,"
"per lo suo becco in forma di parole,",prendere la forma di parole desiderate da
quali aspettava il core ov'io le scrissi.,il mio cuore - ed è lì che sono stati trascritti.
“La parte in me che vede e pate il sole,"""Ora devi guardare-e costantemente-quella parte"
"ne l'aguglie mortali”, incominciommi,","di me che può, in aquile mortali, vedere"
