Original,Translate_IT
Era già l'ora che volge il disio,Era l’ora in cui s’impadroniva del desiderio di tornare a casa.
ai navicanti e 'ntenerisce il core,"dell'anima dei marinai e aspettò i loro cuori,"
lo dì c'han detto ai dolci amici addio;,"ricordando gli addii dei dolci amici assenti,"
e che lo novo peregrin d'amore,"e che turba d’amore il pellegrino nuovo,"
"punge, se ode squilla di lontano",quando gli sembra di sentire un lontano suono di campane
che paia il giorno pianger che si more;,piangendo la morte del giorno che si spegne a lungo;
quand'io incominciai a render vano,"quando l’orecchio diventa finalmente inutile,"
l'udire e a mirare una de l'alme,"Mi accorsi che all’improvviso un’anima si era eretta,"
"surta, che l'ascoltar chiedea con mano.",un segno della mano che chiede udienza.
"Ella giunse e levò ambo le palme,","Poi si unì e alzò i due palmi,"
"ficcando li occhi verso l'orïente,","dirigendo il suo sguardo dal lato del Levante,"
come dicesse a Dio: 'D'altro non calme'.,Come dire a Dio: “Tu fai la mia unica preoccupazione!”
'Te lucis ante' sì devotamente,Dalle sue labbra sgorga un Te lucido ante
"le uscìo di bocca e con sì dolci note,","con tanta dolcezza e devozione,"
che fece me a me uscir di mente;,che alla fine mi ha fatto dimenticare chi ero;
e l'altre poi dolcemente e devote,"e gli spiriti devoti, anche pietosamente,"
"seguitar lei per tutto l'inno intero,","Coro con lui fino alla fine dell'inno,"
avendo li occhi a le superne rote.,con gli occhi fissi sulle sfere dall’alto.
"Aguzza qui, lettor, ben li occhi al vero,","Lettore, ora affila bene lo sguardo,"
"ché 'l velo è ora ben tanto sottile,","perché ti rendo del vero così trasparente il velo,"
certo che 'l trapassar dentro è leggero.,che dovrebbe esserti facile penetrarne il senso.
Io vidi quello essercito gentile,Come guardavo la nobile compagnia
"tacito poscia riguardare in sùe,","contemplare a lungo il cielo tacendo,"
"quasi aspettando, palido e umìle;",Come se si aspettasse umilmente qualcosa.
e vidi uscir de l'alto e scender giùe,Io vidi sorgere dall’alto e scendere due angeli.
"due angeli con due spade affocate,",che portavano in mano delle spade fiammeggianti
tronche e private de le punte sue.,alla punta smussata e priva di affilatura.
Verdi come fogliette pur mo nate,La tunica sembrava più verde delle foglie
"erano in veste, che da verdi penne","schiusa appena, e le loro due ali verdi"
percosse traean dietro e ventilate.,"La facevano voltare dietro di sé, nell’aria."
"L'un poco sovra noi a star si venne,","Uno di loro venne a porsi sopra le nostre teste,"
"e l'altro scese in l'opposita sponda,","e l'altro scese sulla riva opposta,"
sì che la gente in mezzo si contenne.,Così gli spiriti rimanevano tra i due.
Ben discernëa in lor la testa bionda;,"Da dove ero, vedevo molto bene le loro teste bionde,"
"ma ne la faccia l'occhio si smarria,","ma l’occhio non poteva sopportare i loro sguardi,"
come virtù ch'a troppo si confonda.,come una facoltà sottoposta a dura prova.
"“Ambo vegnon del grembo di Maria”,","“Entrarono entrambi dal grembo di Maria,"
"disse Sordello, “a guardia de la valle,","ha spiegato Sordello, per mantenere questo vallone"
per lo serpente che verrà vie via”.,"contro l’antico serpente, che deve venire presto»."
"Ond'io, che non sapeva per qual calle,","E io, che non sapevo quale fosse la sua via,"
"mi volsi intorno, e stretto m'accostai,","guardavo dappertutto e correvo a sbattermi,"
"tutto gelato, a le fidate spalle.","Freddo dal terrore, contro la spalla amica."
E Sordello anco: “Or avvalliamo omai,"Sordello continuava: ""Scendiamo ora"
"tra le grandi ombre, e parleremo ad esse;","tra questi grandi spiriti, e andiamo a parlare con loro!"
grazïoso fia lor vedervi assai”.,"E' con grande piacere che vi accoglieranno""."
"Solo tre passi credo ch'i' scendesse,","In tre passi che ho fatto, ero già lì,"
"e fui di sotto, e vidi un che mirava","e vidi uno spirito che mi osservava da solo,"
"pur me, come conoscer mi volesse.",Come se volesse sapere chi ero.
"Temp'era già che l'aere s'annerava,","Era nell’ora in cui l’aria diventava spessa e nera,"
ma non sì che tra li occhi suoi e ' miei,Non abbastanza da nascondere ai nostri occhi.
non dichiarisse ciò che pria serrava.,Ciò che sembrava prima di tutto volerci rifiutare.
"Ver' me si fece, e io ver' lui mi fei:",Egli si avvicinò a me; io partii verso di lui:
"giudice Nin gentil, quanto mi piacque","nobile giudice Nino, quale non fu il mio piacere,"
quando ti vidi non esser tra ' rei!,per vedere che tu non sei tra i dannati gentiluomini!
Nullo bel salutar tra noi si tacque;,Non abbiamo dimenticato nessun saluto cortese:
poi dimandò: “Quant'è che tu venisti,"Poi disse: “Da quando sei venuto da noi,"
a piè del monte per le lontane acque?”.,"sull’infinito delle acque, ai piedi della montagna?”"
"“Oh!”, diss'io lui, “per entro i luoghi tristi",Gli dissi: “Sono passato attraverso il triste soggiorno
"venni stamane, e sono in prima vita,","questa mattina, ma sono nella mia prima vita,"
"ancor che l'altra, sì andando, acquisti”.",e aspiro a vincere con questo viaggio un altro».
"E come fu la mia risposta udita,","E avendomi sentito rispondere così, lui stesso"
Sordello ed elli in dietro si raccolse,"come Sordello si ritirarono di un passo,"
come gente di sùbito smarrita.,Come quelli che hanno un disturbo inaspettato.
L'uno a Virgilio e l'altro a un si volse,"Uno corse verso Virgilio, l’altro verso uno spirito."
"che sedea lì, gridando: “Sù, Currado!","che lo aspettava seduto e gli disse: «Vieni, Conrad!"
vieni a veder che Dio per grazia volse”.,"Vieni, per vedere che cosa ha fatto la volontà di Dio!”"
"Poi, vòlto a me: “Per quel singular grado","Poi, voltandosi verso di me: «Per il raro favore"
che tu dei a colui che sì nasconde,che devi a Colui che sa nascondere così bene
"lo suo primo perché, che non lì è guado,","il suo primo movente, che non se ne vede la chiave,"
"quando sarai di là da le larghe onde,","quando sarai a casa tua, al di là dell’oceano,"
dì a Giovanna mia che per me chiami,guarda la mia Giovanna e dille che implora per me
là dove a li 'nnocenti si risponde.,al trono dove l’innocente è sempre ascoltato.
"Non credo che la sua madre più m'ami,","Penso che sua madre abbia smesso di amarmi,"
"poscia che trasmutò le bianche bende,","da quando ha lasciato i bianchi striscioni delle vedove,"
"le quai convien che, misera!, ancor brami.",Che ora non può che invano rimpiangere.
Per lei assai di lieve si comprende,Il suo esempio è sufficiente per mostrare chiaramente
"quanto in femmina foco d'amor dura,","Quanto poco, nelle donne, dura il fuoco d’amore"
se l'occhio o 'l tatto spesso non l'accende.,"che non tengono più gli sguardi, le carezze."
Non le farà sì bella sepultura,Il milanese che mette nelle sue armi la ghianda
"la vipera che Melanesi accampa,",Non le farà mai dei funerali più belli.
com'avria fatto il gallo di Gallura”.,che il gallo gli promise a Gallure».
"Così dicea, segnato de la stampa,","Così parlava, e portava il marchio,"
"nel suo aspetto, di quel dritto zelo","visibile sulla fronte, della giusta collera"
che misuratamente in core avvampa.,che prende al cuore prudente in modo moderato.
"Li occhi miei ghiotti andavan pur al cielo,",Ho sempre indossato il mio sguardo curioso.
"pur là dove le stelle son più tarde,","verso il cielo, dove girava la stella più lenta,"
sì come rota più presso a lo stelo.,come fa la ruota più vicina all’asse.
"E 'l duca mio: “Figliuol, che là sù guarde?”.","“Che cosa cerchi lassù, figlio mio?” mi disse la mia guida."
E io a lui: “A quelle tre facelle,“Io guardo – gli dissi allora – le tre fiaccole.
di che 'l polo di qua tutto quanto arde”.,il cui splendore sembra abbracciare tutto il polo».
Ond'elli a me: “Le quattro chiare stelle,"I quattro astri, disse, la cui bella luce"
"che vedevi staman, son di là basse,","Stamattina ti apparvero, si nascosero là,"
e queste son salite ov'eran quelle”.,E ora vedi altri che li sostituiscono”.
"Com'ei parlava, e Sordello a sé il trasse","In quel momento, Sordello gli fece segno"
dicendo: “Vedi là 'l nostro avversaro”;,e gli disse: «Vedi là il nostro nemico?».
e drizzò il dito perché 'n là guardasse.,e puntando il dito verso il luogo che gli mostrava.
Da quella parte onde non ha riparo,"Alla fine, dove si evadeva la piccola valle,"
"la picciola vallea, era una biscia,","Un serpente si muoveva, probabilmente come l’altro."
forse qual diede ad Eva il cibo amaro.,di cui Eva prese un tempo il frutto più amaro.
"Tra l'erba e ' fior venìa la mala striscia,","Questo animale abietto strisciava tra i fiori,"
"volgendo ad ora ad or la testa, e 'l dosso","voltando a volte la testa e leccandosi la schiena,"
leccando come bestia che si liscia.,"come fanno gli animali, per lisciarsi il pelo."
"Io non vidi, e però dicer non posso,","Poiché non ho visto, non potrei dire"
come mosser li astor celestïali;,"come presero il volo i due uccelli celesti,"
ma vidi bene e l'uno e l'altro mosso.,Ma li ho visti volare l’uno e l’altro.
"Sentendo fender l'aere a le verdi ali,","Sentendo passare nell’aria il volo delle ali verdi,"
"fuggì 'l serpente, e li angeli dier volta,","il serpente fuggì; e gli angeli ritornarono,"
suso a le poste rivolando iguali.,"di un volo sempre uguale, e ripresero i loro posti."
L'ombra che s'era al giudice raccolta,"Nello stesso tempo, lo spirito che si era unito"
"quando chiamò, per tutto quello assalto","al giudice, quando lo ebbe chiamato per nome,"
punto non fu da me guardare sciolta.,Non mi ha lasciato con lo sguardo per un attimo.
“Se la lucerna che ti mena in alto,"“Possa, disse, la torcia che ti guida"
truovi nel tuo arbitrio tanta cera,trovare nella tua mente il cibo necessario
"quant'è mestiere infino al sommo smalto”,",per farti arrivare al supremo soggiorno!
"cominciò ella, “se novella vera",Se vuoi per caso darmi notizie
di Val di Magra o di parte vicina,"della valle di Magra o del paese vicino,"
"sai, dillo a me, che già grande là era.","Dimmi quello che sai, perché io ne fui il Signore."
Fui chiamato Currado Malaspina;,Un tempo mi chiamavano Conrad Malaspina.
"non son l'antico, ma di lui discesi;","Io non sono il vecchio, ma discendo da lui."
a' miei portai l'amor che qui raffina”.,Qui apprendo l’amore che portavo ai miei».
"“Oh!”, diss'io lui, “per li vostri paesi","“Oh!” rispondei allora, “non sono mai stato"
già mai non fui; ma dove si dimora,nella vostra regione; ma quale luogo d’Europa
per tutta Europa ch'ei non sien palesi?,Non conosce la sua grande fama?
"La fama che la vostra casa onora,",La reputazione di cui gode il tuo nome
"grida i segnori e grida la contrada,","ha predicato i signori e il loro paese, in modo"
sì che ne sa chi non vi fu ancora;,che senza visitarla si pensa di conoscerla;
"e io vi giuro, s'io di sopra vada,",e credo forte come nella speranza di lassù
che vostra gente onrata non si sfregia,che la tua nobile casa non sta perdendo
del pregio de la borsa e de la spada.,la gloria che ottenne con la borsa e la spada.
"Uso e natura sì la privilegia,",La natura e il diritto gli fanno questo privilegio;
"che, perché il capo reo il mondo torca,","perché se il capo perverso mette il mondo al rovescio,"
sola va dritta e 'l mal cammin dispregia”.,Da sola cammina dritto e si ride degli scogli».
Ed elli: “Or va; che 'l sol non si ricorca,«Va'!» disse allora: «Il sole non andrà».
sette volte nel letto che 'l Montone,dormire più di sette volte a letto dell'Ariete
"con tutti e quattro i piè cuopre e inforca,","gli prepara e gli copre con le sue quattro zampe,"
che cotesta cortese oppinïone,prima che la stessa cortese opinione
