Original,Translate_EN,Translate_IT_1
Molto vilmente mi buttò di fora,"With much rudeness he threw me out,","Con molta scortesia mi ha buttato fuori,"
"Lo Schifo, crudo, fello e oltragioso,","that cruel, vicious and abusive Resistance did,","quella crudele, viziosa e violenta Resistenza,"
"Sì ch’e’ del Fior non cred’esser gioioso,","so that I think I’ll not have pleasure with the Flower,","in modo che penso che non avrò piacere con il Fiore,"
Se Pietate e Francheza no•ll’acora.,unless Mercy and Sincerity do away with him.,A meno che la Misericordia e la Sincerita' non se ne vadano con lui.
"Ma prima, credo, converà ch’eo mora,","But before that happens I think I’ll die,","Ma prima che accada, penso che moriro'."
Perché ’l me’ cor [i]stà tanto doglioso,since my heart is in so much pain,dal momento che il mio cuore è in così tanto dolore
"Di quel villan,  che stava là nascoso,","because of that uncouth man, who was hiding there","a causa di quell'uomo sdolcinato, che si nascondeva lì"
Di chu’ non mi prendea guardia quell’ora.,and against whom I took no precaution at that crucial moment.,e contro i quali non ho preso alcuna precauzione in quel momento cruciale.
Or m’à messo in pensero e in dottanza,"Now this has made me worried and fearful,","Ora questo mi ha fatto preoccupare e temere,"
"Di ciò, ched i’ credea aver per ciertano,",for what I thought I had for certain,per quello che pensavo di avere per certo
Sì c’or me ne par essere in bilanza.,now seems to me to be at risk.,Ora mi sembra che sia a rischio.
"E tutto ciò m’à fatto quello strano,",And all this that savage one did to me!,E tutto questo mi ha fatto quel selvaggio!
"Ma di lui mi richiamo a Pietanza,","But I will appeal to Mercy about him,","Ma farò appello a Misericordia su di lui,"
Che vengha a•llui collo spunton in mano.,so that she may confront him with spear in hand.,perché possa affrontarlo con la lancia in mano.
