Original,Translate_EN,Translate_IT_1
"L’undicimilia vergini beate,",“The eleven thousand holy virgins,Le undicimila vergini sante
"Che davanti da Dio fanno lumera,","who are resplendent before God,","che risplende davanti a Dio,"
In roba di color ciaschedun’era,each one was clothed in a colorful dress,ciascuno era vestito in un abito colorato
"Il giorno, ch’elle fur martoriate,",on the day they were martyred:,"il giorno in cui furono martirizzati,"
Non ne fur per ciò da Dio schifate.,they were not for this reason rejected by God.,per questo non sono stati respinti da Dio.
Dunque chi dicie che•ll’anima pèra,"Thus, the one who says that the soul perishes",Colui che dice che l'anima perisce
"Per roba di color, già ciò non chera,","because of colorful clothing, should not believe it,","a causa di vestiti colorati, non dovrebbe crederci,"
Ché già non fiar per ciò di men salvate:,for they will not be any less saved because of this.,perché non saranno meno salvati a causa di questo.
"Ché ’l salvamento vien del buon coragio,",Salvation comes from a good heart;,La salvezza viene da un buon cuore;
La roba non vi toglie né non vi dona.,clothing neither gives nor takes anything away from you.,vestiti non ti donano e non ti tolgono nulla.
"E questo si dé creder ognie sagio,",And this every wise man must believe:,E questo ogni saggio deve credere:
"Che non sia intendimento di persona,","namely, that it should not be anyone’s belief","vale a dire, che non dovrebbe essere nessuno crede"
"Che que’, che veste l’abito salvagio,",that whoever wears unadorned clothes,che chiunque indossi abiti non adorna
"Si salvi, s’e’ nonn-à l’opera bona.","is saved, if he has not performed good deeds.”","è salvato, se non ha compiuto buone azioni."
