Original,Translate_IT
"Godi, Fiorenza, poi che se' sì grande","Sii gioiosa, Firenze, sei davvero grande,"
"che per mare e per terra batti l'ali,",perché sopra il mare e la terra batterai le tue ali;
e per lo 'nferno tuo nome si spande!,attraverso ogni parte dell'Inferno il tuo nome si estende!
Tra li ladron trovai cinque cotali,Tra i ladri ho trovato cinque cittadini
"tuoi cittadini onde mi ven vergogna,","di voi e di tali, quella vergogna mi ha preso;"
e tu in grande orranza non ne sali.,"con loro, si può ascendere a nessun alto onore."
"Ma se presso al mattin del ver si sogna,","Ma se i sogni sognati vicino all'alba sono veri,"
"tu sentirai, di qua da picciol tempo,",allora poco tempo passerà prima di sentire
"di quel che Prato, non ch'altri, t'agogna.",quello che Prato e gli altri bramano per te.
"E se già fosse, non saria per tempo.","Se fosse gia' arrivato, non sarebbe..."
"Così foss'ei, da che pur esser dee!","troppo presto - e lasciarlo venire, come deve essere!"
"ché più mi graverà, com' più m'attempo.","Quando invecchiero', sara' piu' pesante."
"Noi ci partimmo, e su per le scalee","Abbiamo lasciato quel profondo e, sporgendo pietre"
"che n'avea fatto iborni a scender pria,","che prima servivano come scale per la nostra discesa,"
rimontò 'l duca mio e trasse mee;,la mia guida si arrampicò di nuovo e mi fece avanzare;
"e proseguendo la solinga via,",e come abbiamo preso il nostro sentiero solitario
tra le schegge e tra ' rocchi de lo scoglio,"fra gli speroni frastagliati della cresta e le rocce,"
lo piè sanza la man non si spedia.,i nostri piedi non potevano fare strada senza le nostre mani.
"Allor mi dolsi, e ora mi ridoglio",Mi ha addolorato allora e ora mi addolora di nuovo
"quando drizzo la mente a ciò ch'io vidi,",quando dirigo la mia mente a ciò che ho visto;
"e più lo 'ngegno affreno ch'i' non soglio,","e più del solito, freno il mio talento,"
perché non corra che virtù nol guidi;,che non funzioni quando la virtù non guida;
"sì che, se stella bona o miglior cosa","in modo che, se la mia stella gentile o qualcosa di meglio"
"m'ha dato 'l ben, ch'io stessi nol m'invidi.","mi ha dato quel dono, io non abusare di esso."
"Quante 'l villan ch'al poggio si riposa,",Quante lucciole il contadino
nel tempo che colui che 'l mondo schiara,(riposo su una collina nella stagione
"la faccia sua a noi tien meno ascosa,","quando chi illumina meno il mondo nasconde il suo volto,"
"come la mosca cede a la zanzara,","proprio quando la mosca cede il passo alla zanzara,"
"vede lucciole giù per la vallea,","vede brillare sotto, giù nella valle,"
forse colà dov'e' vendemmia e ara:,là dove forse raccoglie uva e tinte...
di tante fiamme tutta risplendea,tante erano le fiamme che brillavano
"l'ottava bolgia, sì com'io m'accorsi",l'ottavo abisso; ho fatto questo appena
tosto che fui là 've 'l fondo parea.,come ero arrivato dove si vede il fondo.
E qual colui che si vengiò con li orsi,Come colui che fu vendicato dagli orsi
"vide 'l carro d'Elia al dipartire,","visto, mentre se ne andava, il carro di Elijah..."
"quando i cavalli al cielo erti levorsi,","i suoi cavalli che allevano, salendo fino al cielo..."
"che nol potea sì con li occhi seguire,","quando non riusciva a tenerne traccia, se non"
"ch'el vedesse altro che la fiamma sola,","osservando una fiamma sola nella sua salita,"
"sì come nuvoletta, in sù salire:",proprio come una piccola nuvola che sale in alto
tal si move ciascuna per la gola,"così, attraverso l'inghiottitoio di quel fosso, ogni fiamma"
"del fosso, ché nessuna mostra 'l furto,","deve fare la sua strada; nessuna fiamma mostra la sua preda,"
e ogne fiamma un peccatore invola.,anche se ogni fiamma ha portato via un peccatore.
"Io stava sovra 'l ponte a veder surto,",Mi sono alzato sul ponte e mi sono appoggiato dritto verso l'esterno.
"sì che s'io non avessi un ronchion preso,","per vedere; e se non avessi afferrato una roccia,"
caduto sarei giù sanz'esser urto.,Sarei dovuto cadere senza spingere.
"E 'l duca, che mi vide tanto atteso,",La mia guida... che ha notato quanto fossi determinata...
disse: “Dentro dai fuochi son li spirti;,"mi disse: ""In quei fuochi ci sono anime,"
catun si fascia di quel ch'elli è inceso”.,"ognuno è avvolto in ciò che lo tormenta."""
"“Maestro mio”, rispuos'io, “per udirti","""Padre mio,"" risposi, ""udindoti,"
son io più certo; ma già m'era avviso,Sono più sicuro; ma avevo già pensato
"che così fosse, e già voleva dirti:","che era così, e avevo intenzione di chiedere:"
chi è 'n quel foco che vien sì diviso,Chi è dentro la fiamma che viene così gemellata
"di sopra, che par surger de la pira",al di sopra che sembrerebbe sorgere da
dov'Eteòcle col fratel fu miso?”.,"la pira Eteocle condivisa con suo fratello?"""
Rispuose a me: “Là dentro si martira,"Mi rispose: ""In quella fiamma, Ulisse"
"Ulisse e Dïomede, e così insieme",e Diomede soffre; quelli che se ne andarono
a la vendetta vanno come a l'ira;,"come uno a rabbia, ora condividere una punizione."
e dentro da la lor fiamma si geme,"E là, insieme nella loro fiamma, si addolorano"
l'agguato del caval che fé la porta,per la frode del cavallo che ha causato una violazione...
onde uscì de' Romani il gentil seme.,la porta che lascia sfuggire il nobile seme di Roma.
"Piangevisi entro l'arte per che, morta,",Lì si pentono dell'inganno che rende i morti
"Deïdamìa ancor si duol d'Achille,",Deidamia si lamenta ancora di Achille;
e del Palladio pena vi si porta”.,"e là, per il Palladio, pagano."""
“S'ei posson dentro da quelle faville,"""Se possono parlare dentro quelle scintille,"" dissi,"
"parlar”, diss'io, “maestro, assai ten priego","""Ti prego e rispondi e, padrone,"
"e ripriego, che 'l priego vaglia mille,","la mia preghiera valga mille suppliche, non"
che non mi facci de l'attender niego,proibisci la mia attesa qui fino alla fiamma
fin che la fiamma cornuta qua vegna;,"con le corna ci si avvicina, perché si può vedere"
vedi che del disio ver' lei mi piego!”.,"come, per mio desiderio, mi piegherò verso di esso."""
Ed elli a me: “La tua preghiera è degna,"Ed egli a me: ""Quello che hai chiesto è degno"
"di molta loda, e io però l'accetto;","di ogni lode; perciò, io la preferisco."
ma fa che la tua lingua si sostegna.,Vi chiedo solo questo: astenetevi dal parlare.
"Lascia parlare a me, ch'i' ho concetto",Mi permetta di rivolgermi a loro-Ho capito
"ciò che tu vuoi; ch'ei sarebbero schivi,","quello che desiderate da loro. Da quando erano greci,"
"perch'e' fuor greci, forse del tuo detto”.","Forse sarebbero disdegnati del tuo discorso."""
Poi che la fiamma fu venuta quivi,E quando la mia guida giudicò che la fiamma era giunta
"dove parve al mio duca tempo e loco,","un punto in cui il tempo e il luogo erano opportuni,"
in questa forma lui parlare audivi:,questa era la forma che ho sentito le sue parole assumere:
"“O voi che siete due dentro ad un foco,","""Voi due che vi muovete come un tutt'uno nella fiamma,"
"s'io meritai di voi mentre ch'io vissi,","Se mi meritassi di te mentre sono ancora vivo,"
s'io meritai di voi assai o poco,se mi meritassi molto o un po' di te
"quando nel mondo li alti versi scrissi,","quando nel mondo ho scritto le mie nobili battute,"
non vi movete; ma l'un di voi dica,Non andate avanti; lasciate che uno di voi lo ripeta
"dove, per lui, perduto a morir gissi”.","dove, smarritosi, trovò la sua morte."""
Lo maggior corno de la fiamma antica,Il corno più grande dentro quell'antica fiamma
"cominciò a crollarsi mormorando,","cominciò a oscillare e tremare, mormorando"
pur come quella cui vento affatica;,proprio come un fuoco che lotta nel vento;
"indi la cima qua e là menando,",e poi sventolò la punta della fiamma avanti e indietro
"come fosse la lingua che parlasse,","come se fosse una lingua che ha cercato di parlare,"
gittò voce di fuori e disse: “Quando,"e ci lanciava una voce che rispondeva: ""Quando"
"mi diparti' da Circe, che sottrasse","Mi sono allontanato da Circe, che mi aveva ingannato."
"me più d'un anno là presso a Gaeta,","per stare più di un anno lì, vicino Gaeta-"
"prima che sì Enëa la nomasse,",prima che Enea diede un nome a quel luogo...
"né dolcezza di figlio, né la pieta",né la mia passione per mio figlio né la mia pietà
"del vecchio padre, né 'l debito amore",per il mio vecchio padre né l'amore che dovevo
"lo qual dovea Penelopè far lieta,","Penelope, che l'avrebbe allietata,"
vincer potero dentro a me l'ardore,è stato in grado di sconfiggere in me il desiderio
ch'i' ebbi a divenir del mondo esperto,Ho dovuto fare esperienza del mondo
e de li vizi umani e del valore;,e dei vizi e del valore degli uomini.
ma misi me per l'alto mare aperto,"Quindi, mi sono messo in viaggio in mare aperto"
sol con un legno e con quella compagna,con una sola nave e quella piccola compagnia
picciola da la qual non fui diserto.,di quelli che non mi avevano mai abbandonato.
"L'un lito e l'altro vidi infin la Spagna,","Ho visto fino alla Spagna, fino al Marocco,"
"fin nel Morrocco, e l'isola d'i Sardi,",lungo entrambe le rive; vidi la Sardegna
e l'altre che quel mare intorno bagna.,e vide le altre isole che bagnavano il mare.
Io e ' compagni eravam vecchi e tardi,E io e i miei compagni eravamo già
quando venimmo a quella foce stretta,"vecchio e lento, quando ci avvicinammo agli stretti"
dov'Ercule segnò li suoi riguardi,dove Ercole allestiva le sue pietre di confine
acciò che l'uom più oltre non si metta;,"affinché gli uomini guardino e non raggiungano mai oltre,"
"da la man destra mi lasciai Sibilia,","alla mia destra, avevo passato Siviglia,"
da l'altra già m'avea lasciata Setta.,"e sulla sinistra, già passato Ceüta."
"""O frati,"" dissi, ""che per cento milia","'Fratelli,' ho detto, 'o voi, che avendo attraversato"
"perigli siete giunti a l'occidente,","centomila pericoli, raggiungono l'occidente,"
a questa tanto picciola vigilia,a questo breve tempo di risveglio che ancora è rimasto
d'i nostri sensi ch'è del rimanente,"ai tuoi sensi, non devi negare"
"non vogliate negar l'esperïenza,",esperienza di ciò che si trova al di là
"di retro al sol, del mondo sanza gente.",il sole e del mondo che non è popolato.
Considerate la vostra semenza:,Considera bene il seme che ti ha fatto nascere:
"fatti non foste a viver come bruti,","non siete stati fatti per vivere la vostra vita come bruti,"
"ma per seguir virtute e canoscenza"".","ma di essere seguaci del valore e della conoscenza."""
"Li miei compagni fec'io sì aguti,",Ho stimolato i miei compagni con questo breve indirizzo
"con questa orazion picciola, al cammino,",per incontrare il viaggio con tanta ansietà
che a pena poscia li avrei ritenuti;,"che avrei potuto difficilmente, allora, averli frenati;"
"e volta nostra poppa nel mattino,","e voltando la poppa verso il mattino,"
"de' remi facemmo ali al folle volo,",fatto ali dai nostri remi in un volo selvaggio
sempre acquistando dal lato mancino.,e sempre guadagnato sul nostro lato sinistro.
Tutte le stelle già de l'altro polo,Di notte ora potevo vedere l'altro palo
"vedea la notte, e 'l nostro tanto basso,",e tutte le sue stelle; la nostra stella era caduta
che non surgëa fuor del marin suolo.,e non si alzò mai sopra la pianura dell'oceano.
Cinque volte racceso e tante casso,Cinque volte la luce sotto la luna era stata
"lo lume era di sotto da la luna,","riacceso, e, come molte volte, è stato speso,"
"poi che 'ntrati eravam ne l'alto passo,","da quando quel passo duro ha affrontato il nostro primo tentativo,"
"quando n'apparve una montagna, bruna","quando là, prima di noi, si alzò una montagna,"
"per la distanza, e parvemi alta tanto","a causa della distanza, e mi è sembrato"
quanto veduta non avëa alcuna.,la montagna più alta che abbia mai visto.
"Noi ci allegrammo, e tosto tornò in pianto;","E ne fummo contenti, ma presto questo si trasformò in dolore,"
