Original,Translate_IT_1
"Da tutte le tre sopra notate condizioni, che convegnono concorrere acciò che sia nel beneficio la pronta liberalitade, era lo comento latino [lontano], e lo volgare è con quelle, sì come si può manifestamente così contare.","Le tre qualità appena descritte, che devono essere tutte presenti per dare è di manifestare la liberalità di tutto cuore, sarebbe stato abbastanza carente in un commento latino, e tuttavia si trovano nel commento vernacolare, come il seguente rende chiaro."
"Non avrebbe lo latino così servito a molti: ché se noi reducemo a memoria quello che di sopra è ragionato, li litterati fuori di lingua italica non avrebbon potuto avere questo servigio, e quelli di questa lingua, se noi volemo bene vedere chi sono, troveremo che de' mille l'uno ragionevolemente non sarebbe stato servito, però che non l'averebbero ricevuto, tanto sono pronti ad avarizia, che da ogni nobilitate d'animo li rimuove, la quale massimamente desidera questo cibo.","Un commento latino non avrebbe avuto la qualità necessaria di essere di servizio a molti, perché, se ricordiamo ciò che è stato discusso sopra, persone istruite che non parlano italiano non sarebbero state in grado di usufruire del servizio offerto. Inoltre, se avessimo fatto il punto di quelli del loro numero che parlano la lingua, dovremmo scoprire che appena uno su mille sarebbe stato veramente servito dal commento, perché sono così dato ad avarizia che non avrebbero prestato attenzione: questo vizio rimuove ogni traccia di nobiltà mentale, che è la fonte più profonda del desiderio dell'uomo per questo cibo."
"E a vituperio di loro dico che non si deono chiamare litterati, però che non acquistano la lettera per lo suo uso, ma in quanto per quella guadagnano denari o dignitate: sì come non si dee chiamare citarista chi tiene la cetera in casa per prestarla per prezzo, e non per usarla per sonare.","Dichiaro alla loro vergogna che non meritano di essere chiamati istruiti, poiché non acquisiscono l'educazione per il proprio bene, ma solo come mezzo per guadagnare denaro e status ... così come nessuno merita di essere chiamato lutanista che tiene un liuto in casa sua per prestarlo a pagamento, e non per usarlo per fare musica."
"Tornando dunque al principale proposito, dico che manifestamente si può vedere come lo latino averebbe a pochi dato lo suo beneficio, ma lo volgare servirà veramente a molti.","Per tornare al mio tema principale, dichiaro che si può chiaramente vedere come un commento latino avrebbe portato beneficio a poche persone, ma il volgare sarà di servizio a un numero molto grande."
"Ché la bontà dell'animo, la quale questo servigio attende, è in coloro che per malvagia disusanza del mondo hanno lasciata la litteratura a coloro che l'hanno fatta di donna meretrice; e questi nobili sono principi, baroni, cavalieri e molt'altra nobile gente, non solamente maschi ma femmine, che sono molti e molte in questa lingua, volgari, e non litterati.","Per eccellenza della mente, che è desideroso di avere questo servizio, si trova in coloro che, attraverso lo sfortunato abbandono comportato dalle attività nel mondo, hanno lasciato l'educazione a uomini che hanno trasformato questa signora in una prostituta. Questi nobili sono principi, baroni, cavalieri e molti altri di simile nobiltà, donne non meno che uomini, un gran numero di entrambi i sessi, la cui lingua non è quella acquisita attraverso l'educazione, ma il vernacolare."
"Ancora: non sarebbe lo latino stato datore d'utile dono, che sarà lo volgare. Però che nulla cosa è utile se non in quanto è usata, né [è] la sua bontà in potenza, che non è essere perfettamente: sì come l'oro, le margarite e li altri tesori che sono sotterrati [................], però che quelli che sono a mano dell'avaro sono in più basso loco che non è la terra là dove lo tesoro è nascoso.","Inoltre, il latino non avrebbe dato un dono utile, che il vernacolare farà. Per niente è utile se non nella misura in cui è effettivamente utilizzato, e la sua bontà non è solo in uno stato di potenza, che è una forma di esistenza meno che perfetta ..., ad esempio, è il caso di oro, perle e altre cose preziose quando sono sepolti sottoterra."
"Lo dono veramente di questo comento è la sentenza delle canzoni alle quali fatto è, la qual massimamente intende inducere li uomini a scienza e a vertù, sì come si vedrà per lo pelago del loro trattato.","Il vero dono che questo commento offre è il significato dei canzoni per cui è composto, che è inteso principalmente a condurre gli uomini alla conoscenza e alla virtù, come diverrà evidente nel corso dell'attraversamento del mare costituito dalla mia discussione su di essi."
"Questa sentenza non possono [non] avere in uso quelli nelli quali vera nobilità è seminata per lo modo che si dirà nel quarto trattato; e questi sono quasi tutti volgari, sì come sono quelli nobili che di sopra in questo capitolo sono nominati.","Questo significato può essere utile solo a coloro in cui la vera nobiltà è seminata nel modo da descrivere nel quarto libro; quasi tutte queste persone si trovano tra coloro la cui lingua è il vernacolare, come quelle persone specificate in precedenza in questo capitolo."
"E non ha contradizione perché alcuno litterato sia di quelli; ché, sì come dice il mio maestro Aristotile nel primo dell'Etica, «una rondine non fa primavera». È adunque manifesto che lo volgare darà cosa utile, e lo latino non l'averebbe data.","Questo non è in contrasto con l'esistenza di occasionali parlanti latini tra loro, perché come dice il mio maestro Aristotele: ""Una rondine non fa un'estate."" È chiaro, quindi, che il vernacolare darà qualcosa che è utile, mentre il latino non avrebbe fatto così."
"Ancora: darà lo volgare dono non dimandato, che non l'averebbe dato lo latino: però che darà se medesimo per comento, che mai non fu domandato da persona; e questo non si può dire dello latino, che per comento e per chiose a molte scritture è già stato domandato, sì come [per] loro principii si può vedere apertamente in molte.","Ancora una volta, il vernacolare darà il suo dono senza essere chiesto, quale latino non avrebbe fatto. Per esso si offrirà spontaneamente come un commento, che è qualcosa che non gli è mai chiesto da nessuno. Lo stesso non può essere detto di latino, che è già stato chiesto di servire nella scrittura di commenti o luci su molte opere, come uno sguardo alle parole di apertura di molti di loro rivelerà."
E così è manifesto che pronta liberalitade mi mosse al volgare anzi che allo latino.,"E' chiaro, quindi, che la liberalità piena di cuore mi ha spinto a scegliere il vernacolare piuttosto che il latino."
,
,
,
,
,
,
,
,
