Original,Translate_IT
Forse semilia miglia di lontano,Quando la sesta ora va a seimila miglia
"ci ferve l'ora sesta, e questo mondo","più o meno distanza, e che dal nostro mondo"
"china già l'ombra quasi al letto piano,","l'ombra pende già sul suo letto allungato,"
"quando 'l mezzo del cielo, a noi profondo,","il centro della volta, nel punto più profondo"
"comincia a farsi tal, ch'alcuna stella","per i nostri occhi, diventa tale che alcune stelle"
perde il parere infino a questo fondo;,non si lasciano più vedere ai bassifondi dove siamo;
e come vien la chiarissima ancella,e non appena si vede lo schiavo luminoso
"del sol più oltre, così 'l ciel si chiude","il sole si mostra, il cielo sembra spegnersi"
di vista in vista infino a la più bella.,"Le sue fiaccole girano a turno, fino al più bello di tutti."
Non altrimenti il trïunfo che lude,Allo stesso modo la danza trionfale
"sempre dintorno al punto che mi vinse,",girando intorno al punto che mi aveva abbagliato
"parendo inchiuso da quel ch'elli 'nchiude,","e sembrava contenere Colui che la contiene,"
a poco a poco al mio veder si stinse:,si spense sotto i miei occhi quasi insensibile;
per che tornar con li occhi a Bëatrice,"e l’amore e il non vedere mi fecero,"
nulla vedere e amor mi costrinse.,"Come sempre, volgere gli occhi verso Beatrice."
Se quanto infino a qui di lei si dice,Se tutto quello che ho detto su di lei finora
"fosse conchiuso tutto in una loda,","poteva amalgamarsi e fare un solo elogio,"
poca sarebbe a fornir questa vice.,Sarebbe troppo poco per svolgere questo incarico.
La bellezza ch'io vidi si trasmoda,La bellezza che vidi in lei superava
"non pur di là da noi, ma certo io credo","ciò che noi concepiamo e, credo, ancor più,"
che solo il suo fattor tutta la goda.,che il suo unico Creatore la possiede interamente.
Da questo passo vinto mi concedo,A questo punto confesso di essere stato sconfitto.
più che già mai da punto di suo tema,"più di qualsiasi altro autore, sia comico o tragico,"
soprato fosse comico o tragedo:,non lo è mai stato per un aspetto del tema;
"ché, come sole in viso che più trema,","perché come il sole offusca lo sguardo,"
così lo rimembrar del dolce riso,Il ricordo del suo sorriso felice
la mente mia da me medesmo scema.,Mi priva in questo momento dell’aiuto dello spirito.
Dal primo giorno ch'i' vidi il suo viso,Dal primo giorno in cui ho visto il suo volto
"in questa vita, infino a questa vista,","nel mondo mortale, e fino a questo momento,"
non m'è il seguire al mio cantar preciso;,nulla ha potuto impedirmi di continuare il mio canto;
ma or convien che mio seguir desista,Ma ora devo mettere una fine
"più dietro a sua bellezza, poetando,","agli sforzi che ho fatto per cantare la sua bellezza,"
come a l'ultimo suo ciascuno artista.,Anche perché la nostra arte riconosce dei limiti.
Cotal qual io la lascio a maggior bando,Come la lascio a voci più sonore
"che quel de la mia tuba, che deduce","che il mio povero rampollo, che si prepara da solo"
"l'ardüa sua matera terminando,","a porre presto fine all'argomento troppo arduo,"
con atto e voce di spedito duce,"Si ricomincia, con il tono deciso."
ricominciò: “Noi siamo usciti fore,di un vero capo: “Ora siamo appena usciti
del maggior corpo al ciel ch'è pura luce:,dal più grande corpo al cielo fatto di pura luce;
"luce intellettüal, piena d'amore;","luce dello spirito, che l’amore mantiene;"
"amor di vero ben, pien di letizia;","amore del bene reale, tutto pieno di gioia;"
letizia che trascende ogne dolzore.,esulta al di sopra di ogni dolcezza.
Qui vederai l'una e l'altra milizia,Qui potrai vedere l’una e l’altra milizia.
"di paradiso, e l'una in quelli aspetti","del Paradiso, di cui una ha già l’apparenza"
che tu vedrai a l'ultima giustizia”.,"che riconoscerai all'ultimo giudizio""."
Come sùbito lampo che discetti,Come un lampo si accende all’improvviso e ferisce
"li spiriti visivi, sì che priva","gli spiriti della vista, impedendo lo sguardo"
"da l'atto l'occhio di più forti obietti,","Percezione di altri oggetti brillanti,"
"così mi circunfulse luce viva,","questa luce mi aveva paralizzato,"
e lasciommi fasciato di tal velo,la sua folgorazione che mi ha messo sugli occhi
"del suo fulgor, che nulla m'appariva.",come una fitta benda che mi rendeva cieco.
“Sempre l'amor che queta questo cielo,L’amore che fa sempre la pace di questo regno
"accoglie in sé con sì fatta salute,","accoglie nel suo seno con la stessa salvezza,"
per far disposto a sua fiamma il candelo”.,Preparando la candela a ricevere la sua fiamma”.
Non fur più tosto dentro a me venute,Queste brevi parole sono appena arrivate.
"queste parole brievi, ch'io compresi","fino a me, che appena ho potuto rendermi conto"
me sormontar di sopr'a mia virtute;,che mi superavo oltre le mie forze.
e di novella vista mi raccesi,"Nei miei occhi si accendeva una seconda vista,"
"tale, che nulla luce è tanto mera,","come nessuna luce, per quanto luminosa fosse,"
che li occhi miei non si fosser difesi;,Non riuscivo a fermare il mio sguardo.
e vidi lume in forma di rivera,Vidi uno splendore a forma di torrente
"fulvido di fulgore, intra due rive","scintillante di chiarezza, stretto nelle sue due rive"
dipinte di mirabil primavera.,che una primavera meravigliosa emanava da ogni parte.
"Di tal fiumana uscian faville vive,",Dalle onde io vidi sgorgare vive scintille
"e d'ogne parte si mettien ne' fiori,",che da tutti i lati si posavano sui fiori
quasi rubin che oro circunscrive;,e sembravano rubini incastonati nell'oro.
"poi, come inebrïate da li odori,","Poi, sembrando di profumo inebriato,"
"riprofondavan sé nel miro gurge,",sarebbero precipitate nell'abisso ammirevole;
"e s'una intrava, un'altra n'uscia fori.","e appena una entrava, un’altra ne sgorgava."
"“L'alto disio che mo t'infiamma e urge,",Questo intenso desiderio che ti infiamma e ti spinge
"d'aver notizia di ciò che tu vei,","così forte da penetrare tutto ciò che contempli,"
tanto mi piace più quanto più turge;,Mi incanta tanto più che diventa più potente.
ma di quest'acqua convien che tu bei,"Ma hai bisogno di quell'acqua che bevi ancora,"
prima che tanta sete in te si sazi”:,se vuoi che la tua sete possa finalmente placarsi».
così mi disse il sol de li occhi miei.,Così parlò il sole dei miei occhi.
Anche soggiunse: “Il fiume e li topazi,E aggiunse: «Il fiume e i topaz
ch'entrano ed escono e 'l rider de l'erbe,"che fanno questo avanti e indietro, il sorriso dell’erba,"
son di lor vero umbriferi prefazi.,Non sono che la prefazione e l’ombra del loro vero.
Non che da sé sian queste cose acerbe;,Non è che sia troppo difficile da capire;
"ma è difetto da la parte tua,","Si tratta di un difetto, la cui fonte è in te,"
che non hai viste ancor tanto superbe”.,che non ha incorniciato l’occhio superbo che occorreva».
Non è fantin che sì sùbito rua,Il bambino non gira così velocemente
