Original,Translate_IT
Così discesi del cerchio primaio,Così sono sceso dal primo recinto
"giù nel secondo, che men loco cinghia","giù al secondo cerchio, ciò che cinge"
"e tanto più dolor, che punge a guaio.","meno spazio ma il dolore più grande, che i gads a piangere."
"Stavvi Minòs orribilmente, e ringhia:","Minosse si leva in piedi, strizzandogli i denti:"
essamina le colpe ne l'intrata;,"esaminando i peccati di coloro che entrano,"
giudica e manda secondo ch'avvinghia.,giudica e assegna come spago la coda.
Dico che quando l'anima mal nata,Voglio dire che quando lo spirito nasce dal male
"li vien dinanzi, tutta si confessa;","appare davanti a lui, confessa tutto;"
e quel conoscitor de le peccata,"e lui, il intenditore del peccato, può dire"
vede qual loco d'inferno è da essa;,la profondità dell'Inferno ad essa appropriata;
cignesi con la coda tante volte,quante volte Minos avvolge la sua coda
quantunque gradi vuol che giù sia messa.,"intorno a se stesso, che segna il livello del peccatore."
Sempre dinanzi a lui ne stanno molte:,C'è sempre una folla che sta davanti a lui:
"vanno a vicenda ciascuna al giudizio,",ogni anima a sua volta avanza verso quel giudizio;
dicono e odono e poi son giù volte.,"parlano e ascoltano, poi sono gettati di sotto."
"“O tu che vieni al doloroso ospizio”,","Arrestando il suo compito straordinario,"
"disse Minòs a me quando mi vide,","Minos, non appena mi aveva visto, disse:"
"lasciando l'atto di cotanto offizio,","""O tu che raggiungi questa casa di sofferenza,"
“guarda com'entri e di cui tu ti fide;,"Attento a come entri, di cui hai fiducia;"
non t'inganni l'ampiezza de l'intrare!”.,"La porta è larga, ma non fatevi ingannare!."""
E 'l duca mio a lui: “Perché pur gride?,"Alla quale la mia guida rispose: ""Ma perché protestare?"
Non impedir lo suo fatale andare:,Non cercare di bloccare il suo sentiero ingrassato:
vuolsi così colà dove si puote,"il nostro passaggio è stato voluto sopra, dove uno"
"ciò che si vuole, e più non dimandare”.","può fare quello che ha voluto e non chiedere di più."""
Or incomincian le dolenti note,Ora le note di disperazione sono cominciate
a farmisi sentire; or son venuto,per sorpassare il mio udito; ora vengo
là dove molto pianto mi percuote.,dove il lamento potente batte contro di me.
"Io venni in loco d'ogne luce muto,","Arrivai in un luogo dove ogni luce si spegneva,"
"che mugghia come fa mar per tempesta,","che soffiano come il mare sotto una tempesta,"
se da contrari venti è combattuto.,quando viene picchiato da venti opposti.
"La bufera infernal, che mai non resta,","L'uragano infernale, che non riposa mai,"
mena li spirti con la sua rapina;,spinge sugli spiriti con la sua violenza:
voltando e percotendo li molesta.,"Ruotando e martellando, li tormenta."
"Quando giungon davanti a la ruina,","Quando si scontrano con il pendio rovinato,"
"quivi le strida, il compianto, il lamento;","poi ci sono grida, lamenti e lamenti,"
bestemmian quivi la virtù divina.,e là maledicono la forza del divino.
Intesi ch'a così fatto tormento,Ho imparato che coloro che subiscono questo tormento
"enno dannati i peccator carnali,","sono dannati perché hanno peccato nella carne,"
che la ragion sommettono al talento.,assoggettando la ragione alla regola della lussuria.
E come li stornei ne portan l'ali,"E come, nella stagione fredda, ali di stelle"
"nel freddo tempo, a schiera larga e piena,","li portiamo in fila larga e affollata,"
