Original,Translate_IT
"Non era ancor di là Nesso arrivato,",Nesso non aveva ancora raggiunto l'altro lato
quando noi ci mettemmo per un bosco,quando ci siamo fatti strada in una foresta
che da neun sentiero era segnato.,non segnata da alcun sentiero.
"Non fronda verde, ma di color fosco;","Niente foglie verdi, ma quelle di colore scuro..."
"non rami schietti, ma nodosi e 'nvolti;","non un ramo dritto, ma annodato e contorto --"
"non pomi v'eran, ma stecchi con tòsco.","nessun frutto di alcun genere, ma spine velenose."
Non han sì aspri sterpi né sì folti,Nessuna boscaglia più ruvida e più densa fanno un rifugio
quelle fiere selvagge che 'n odio hanno,per le bestie selvatiche che odiano le terre coltivate
tra Cecina e Corneto i luoghi cólti.,tra la Cècina e Corneto.
"Quivi le brutte Arpie lor nidi fanno,","Qui il sudicio nido di Harpies,"
che cacciar de le Strofade i Troiani,che ha guidato i Troiani dalle Strofade
con tristo annunzio di futuro danno.,con profezie dolenti di guai a venire.
"Ali hanno late, e colli e visi umani,","Hanno ali larghe, colli e volti umani,"
"piè con artigli, e pennuto 'l gran ventre;",piedi intarsiati e piume sulle loro pance gonfie.
fanno lamenti in su li alberi strani.,I loro lamenti riempiono gli alberi inquietanti.
"E 'l buon maestro “Prima che più entre,",E il mio buon padrone cominciò a parlare:
"sappi che se' nel secondo girone”,","'Prima di entrare più a fondo dovresti sapere,"
"mi cominciò a dire, “e sarai mentre","tu sei, e sarai, nel secondo anello"
che tu verrai ne l'orribil sabbione.,Finche' non raggiungerai la terribile sabbia.
Però riguarda ben; sì vederai,"vedrete cose che, nel mio racconto,"
cose che torrien fede al mio sermone”.,"sembra spogliare le mie parole di verità."""
Io sentia d'ogne parte trarre guai,Lamentazioni ho sentito da ogni parte
e non vedea persona che 'l facesse;,ma non ho visto nessuno che potrebbe gridare
per ch'io tutto smarrito m'arrestai.,"Cosi', confuso, mi sono fermato."
Cred'ïo ch'ei credette ch'io credesse,Penso che pensasse che pensassi...
"che tante voci uscisser, tra quei bronchi,",tutte queste voci tra i rami
da gente che per noi si nascondesse.,Veniva dalla gente che si nascondeva li'.
Però disse 'l maestro: “Se tu tronchi,E così il padrone disse: 'Se si interrompe
"qualche fraschetta d'una d'este piante,","un ramoscello tra questi rovi,"
li pensier c'hai si faran tutti monchi”.,"i tuoi pensieri attuali saranno abbreviati."""
Allor porsi la mano un poco avante,Poi ho steso la mano
e colsi un ramicel da un gran pruno;,"e strappò un ramoscello da un cespuglio di spine,"
e 'l tronco suo gridò: “Perché mi schiante?”.,"e il suo fusto gridò: ""Perché mi spezzi?."""
"Da che fatto fu poi di sangue bruno,",Quando e' scappato col sangue...
ricominciò a dir: “Perché mi scerpi?,"gridò di nuovo: ""Perché mi strappi?"
non hai tu spirto di pietade alcuno?,Non hai pietà in te?
"Uomini fummo, e or siam fatti sterpi:","""Una volta eravamo uomini che ora si sono trasformati in spine."
"ben dovrebb'esser la tua man più pia,",La tua mano avrebbe potuto essere più misericordiosa.
se state fossimo anime di serpi”.,"se fossimo stati anime di serpenti."""
Come d'un stizzo verde ch'arso sia,"Come da un tronco verde, che brucia ad un'estremità,"
"da l'un de' capi, che da l'altro geme",che bolle e sibilo all'altro
"e cigola per vento che va via,","con la linfa e l'aria,"
sì de la scheggia rotta usciva insieme,così dalla scheggia spezzata ozed
parole e sangue; ond'io lasciai la cima,"sangue e parole insieme, e lascio cadere"
"cadere, e stetti come l'uom che teme.",il ramoscello e stava come uno spaventato.
"“S'elli avesse potuto creder prima”,","Avrebbe potuto crederci altrimenti,"
"rispuose 'l savio mio, “anima lesa,","O anima ferita, 'il mio saggio ha parlato in su,"
"ciò c'ha veduto pur con la mia rima,","'quello che aveva visto solo nei miei versi,"
non averebbe in te la man distesa;,Non avrebbe alzato la mano contro di te.
ma la cosa incredibile mi fece,"Ma la tua situazione, essendo incredibile, mi ha reso"
indurlo ad ovra ch'a me stesso pesa.,Portatelo a questo atto che pesa su di me.
"Ma dilli chi tu fosti, sì che 'n vece","Ora digli chi eri, in modo che, tra l'altro,"
d'alcun'ammenda tua fama rinfreschi,"per ricompensa, potrà rianimare la tua fama"
"nel mondo sù, dove tornar li lece”.","nel mondo, dove gli è permesso di tornare."""
"E 'l tronco: “Sì col dolce dir m'adeschi,",E il gambo disse: 'Con le tue parole piacevoli
ch'i' non posso tacere; e voi non gravi,Tu mi alleni cosi' tanto che non posso tacere.
perch'ïo un poco a ragionar m'inveschi.,Possa non offendere se ora sono entusiasta di parlare.
Io son colui che tenni ambo le chiavi,'Sono io che ho tenuto entrambe le chiavi
"del cor di Federigo, e che le volsi,","al cuore di Frederick, e potrei trasformarli,"
"serrando e diserrando, sì soavi,","bloccaggio e sblocco, così discretamente"
che dal secreto suo quasi ogn'uom tolsi;,Ho tenuto i suoi segreti al sicuro da quasi tutti.
"fede portai al glorïoso offizio,",Ero così fedele a quel glorioso ufficio
tanto ch'i' ne perde' li sonni e ' polsi.,che prima ho perso il sonno e poi la vita.
La meretrice che mai da l'ospizio,'La troia che non ha mai preso i suoi occhi puttana
"di Cesare non torse li occhi putti,","dalla casa di Cesare, il bane comune"
