Original,Translate_IT
"Una medesma lingua pria mi morse,",La stessa lingua che mi ha ferito
"sì che mi tinse l'una e l'altra guancia,","Ed entrambe le guance erano coperte di rosso,"
e poi la medicina mi riporse;,"Wars, che mi ha fatto finire con le sceneggiature."
così od'io che solea far la lancia,"Allora, senti, la lancia ha minacciato Achill,"
d'Achille e del suo padre esser cagione,"E suo padre, che con un inganno"
prima di trista e poi di buona mancia.,Ferito e offerto con l'altro aiuto.
Noi demmo il dosso al misero vallone,"Abbiamo voltato le spalle alla valle di Jammer,"
"su per la ripa che 'l cinge dintorno,","Tagliando la diga che la circondava,"
attraversando sanza alcun sermone.,"In silenzio, avanzando verso l'interno."
"Quiv'era men che notte e men che giorno,","Là non c'era tutta la notte, non tutto il giorno,"
sì che 'l viso m'andava innanzi poco;,Quindi gli sguardi sono andati poco avanti;
"ma io senti' sonare un alto corno,",Ma un corno suona il tuono più forte
"tanto ch'avrebbe ogne tuon fatto fioco,","Con un suono così poco udibile, non riesci a suonare..."
"che, contra sé la sua via seguitando,",E' per questo che cerco... contro il soffio...
dirizzò li occhi miei tutti ad un loco.,Con il mio sguardo per entrare nella sua fonte.
"Dopo la dolorosa rotta, quando","Non suonava dopo l'incidente dello struzzo,"
"Carlo Magno perdé la santa gesta,","Il piano guaritore di Carlo il Grande distrutto,"
non sonò sì terribilmente Orlando.,Il Conte Roland Horn con un tale grigio.
"Poco portäi in là volta la testa,","Come io vi ho posto l'occhio,"
che me parve veder molte alte torri;,"Penso di vedere molte torri alte,"
"ond'io: “Maestro, dì, che terra è questa?”.","E disse: ""È stata costruita una fortezza?"""
Ed elli a me: “Però che tu trascorri,"Il mio maestro dice: ""Perché sei troppo sbirciato"
"per le tenebre troppo da la lungi,","Provate in questi locali notturni,"
avvien che poi nel maginare abborri.,Devi tradirti piu' spesso.
"Tu vedrai ben, se tu là ti congiungi,","Là si vede che, quante volte, i sogni vanità"
quanto 'l senso s'inganna di lontano;,"Da una distanza che sgorgava la vista,"
però alquanto più te stesso pungi”.,"E' una cosa che va avanti, senza fischiare a lungo."""
Poi caramente mi prese per mano,Poi mi afferra affettuosamente per mano
"e disse: “Pria che noi siam più avanti,","E disse: ""Ti dirò la conoscenza,"
"acciò che 'l fatto men ti paia strano,",Perche' dovrebbe sembrare piu' strano cosi' vicino.
"sappi che non son torri, ma giganti,","Se fossero torri, volevi chiedermelo?"
e son nel pozzo intorno da la ripa,"No, i giganti sono intorno al bordo della fontana"
da l'umbilico in giuso tutti quanti”.,"Spostatevi dall'ombelico verso l'aria."""
"Come quando la nebbia si dissipa,",Come quando la nebbia che trascina il paese
lo sguardo a poco a poco raffigura,Svegliatevi! Svegliatevi! Svegliatevi! Svegliatevi!
"ciò che cela 'l vapor che l'aere stipa,",Riconoscere chiaramente ciò che ha appena cambiato;
"così forando l'aura grossa e scura,","Così, trapanando attraverso l'aria, che è torbida, spessa,"
"più e più appressando ver' la sponda,","E sempre più vicino alla gola profonda,"
fuggiemi errore e cresciemi paura;,"Sto spaventando, ma la paura è tornata"
"però che, come su la cerchia tonda",Come intorno a Montereggiones peltro
"Montereggion di torri si corona,","Anello fare una corona alte torri,"
così la proda che 'l pozzo circonda,"Così si accamparono, con mezzo corpo nel fondo,"
torreggiavan di mezza la persona,Con mezzo corpo intorno alla gola del pozzo
"li orribili giganti, cui minaccia","Giganti, guerrieri di quella grande battaglia,"
Giove del cielo ancora quando tuona.,"Lei, il tuono Jovis."
"E io scorgeva già d'alcun la faccia,",Da uno ho già visto la faccia
"le spalle e 'l petto e del ventre gran parte,","E le spalle, il petto e gran parte del ventre,"
e per le coste giù ambo le braccia.,Distese le braccia da entrambe le parti.
