Original,Translate_IT
Era lo loco ov'a scender la riva,Il posto che stavamo cercando per scendere la costa
"venimmo, alpestro e, per quel che v'er' anco,","era, grazie a colui che sorvegliava l'ingresso,"
"tal, ch'ogne vista ne sarebbe schiva.",E' cosi' orribile che e' meglio non averlo mai visto.
Qual è quella ruina che nel fianco,"Come la frana che, dalla parte di Trento,"
"di qua da Trento l'Adice percosse,","un tempo crollato nel letto dell'Adige,"
"o per tremoto o per sostegno manco,","sia per effetto delle acque o di qualche scossa,"
"che da cima del monte, onde si mosse,",in modo che partendo dalla cima della montagna
"al piano è sì la roccia discoscesa,","le rocce dislocate si estendono fino in basso,"
ch'alcuna via darebbe a chi sù fosse:,"un passaggio attraverso la loro rovina,"
cotal di quel burrato era la scesa;,così si scendeva verso il fondo di questo abisso;
e 'n su la punta de la rotta lacca,e sul bordo appuntito della roccia crollata
l'infamïa di Creti era distesa,Si vedeva affogato il disonore di Creta.
che fu concetta ne la falsa vacca;,che un tempo era stato concepito in una mucca falsa.
"e quando vide noi, sé stesso morse,","Appena ci vide, morse nelle sue mani,"
sì come quei cui l'ira dentro fiacca.,come quelli che all’interno divorano l’ira.
Lo savio mio inver' lui gridò: “Forse,Allora la mia saggia guida gli gridò: «Per caso
"tu credi che qui sia 'l duca d'Atene,",Tu credi che sia sempre lo stesso duca di Atene?
che sù nel mondo la morte ti porse?,"Chi lassù, nel mondo, ha messo fine ai tuoi giorni?"
"Pàrtiti, bestia, ché questi non vene","Togliti di mezzo, questo non viene,"
"ammaestrato da la tua sorella,","come l'altro, un tempo informato da tua sorella,"
ma vassi per veder le vostre pene”.,ma solo per vedere e conoscere le vostre pene».
Qual è quel toro che si slaccia in quella,"come un toro che spezza i suoi legami,"
"c'ha ricevuto già 'l colpo mortale,",nel momento in cui lo raggiunge il colpo di cui morirà
"che gir non sa, ma qua e là saltella,","e, senza poter correre, si trema e balza,"
vid'io lo Minotauro far cotale;,Vedevo fare così dei balzi al Minotauro;
e quello accorto gridò: “Corri al varco;,"E l'altro mi gridò subito: ""Passa in fretta!"
"mentre ch'e' 'nfuria, è buon che tu ti cale”.","Devi intrufolarti, approfittando della sua rabbia!”"
Così prendemmo via giù per lo scarco,Poi scesi nel burrone pieno
"di quelle pietre, che spesso moviensi","di pietre che spesso si muovevano sotto di me,"
sotto i miei piedi per lo novo carco.,Sorpreso di sentire passare questo peso nuovo.
Io gia pensando; e quei disse: “Tu pensi,"Camminavo in silenzio, e mi disse: ""Tu pensi"
"forse a questa ruina, ch'è guardata","Probabilmente in questo luogo, custodito dalla furia"
da quell'ira bestial ch'i' ora spensi.,del mostro che ho appena costretto a tacere?
Or vo' che sappi che l'altra fïata,Devi sapere che l'ultima volta
"ch'i' discesi qua giù nel basso inferno,","dove passai di là, verso il basso dell'Inferno,"
questa roccia non era ancor cascata.,La breccia di questa roccia era chiusa.
"Ma certo poco pria, se ben discerno,","Ma, se ricordo, era un po 'più tardi"
