Original,Translate_IT
"Come l'augello, intra l'amate fronde,","Come un uccello nel fogliame amico,"
posato al nido de' suoi dolci nati,avendo preso riposo nel nido dei suoi dolci figli
"la notte che le cose ci nasconde,","finché dura la notte che ci nasconde le cose,"
"che, per veder li aspetti disïati",desiderosi di rivedere al più presto i loro tratti
"e per trovar lo cibo onde li pasca,",e trovare per loro il cibo di cui hanno bisogno
"in che gravi labor li sono aggrati,","e la cui cura penosa è per lui piacere,"
"previene il tempo in su aperta frasca,","Superando il giorno, sul ramo più alto"
"e con ardente affetto il sole aspetta,",Aspettando il ritorno del sole
fiso guardando pur che l'alba nasca;,e guarda senza muovere i raggi del mattino;
così la donna mïa stava eretta,"così stava la mia signora che, in piedi,"
"e attenta, rivolta inver' la plaga",guardava fissamente volgendosi verso l’orba
sotto la quale il sol mostra men fretta:,sotto il quale il sole gira meno intensamente.
"sì che, veggendola io sospesa e vaga,","Vedendola così, pensierosa e assorbita,"
fecimi qual è quei che disïando,Io stesso sono diventato come quelli che vogliono
"altro vorria, e sperando s'appaga.","all’improvviso qualcos’altro, e che la speranza sostiene."
"Ma poco fu tra uno e altro quando,",Ma il tempo è stato breve dall’uno all’altro momento.
"del mio attender, dico, e del vedere",quello della mia attesa e quell'altro in cui vivo
lo ciel venir più e più rischiarando;,che il cielo diventava sempre più luminoso.
e Bëatrice disse: “Ecco le schiere,"Beatrice mi disse: ""Ecco le legioni"
del trïunfo di Cristo e tutto 'l frutto,"del trionfo di Cristo, ed ecco tutto il frutto"
ricolto del girar di queste spere!”.,che cosa permette di cogliere il ramo di queste sfere!”
"Pariemi che 'l suo viso ardesse tutto,",Il suo volto sembrava essere solo una fiamma.
"e li occhi avea di letizia sì pieni,","leggevo nei suoi occhi una felicità così perfetta,"
che passarmen convien sanza costrutto.,Dovevo andare oltre e smettere di parlarne.
Quale ne' plenilunïi sereni,Come ride Trivia con un bel chiaro di luna
Trivïa ride tra le ninfe etterne,in mezzo alla sua corte di ninfe eterne
"che dipingon lo ciel per tutti i seni,","la cui luce fiorisce in ogni angolo del cielo,"
vid'i' sopra migliaia di lucerne,come io vidi che sopra le migliaia di fiaccole
"un sol che tutte quante l'accendea,","un sole che si mostrava, che li accendeva tutti,"
come fa 'l nostro le viste superne;,come il nostro fa le fiaccole di lassù.
e per la viva luce trasparea,Nel suo splendore vivo si vedeva apparire
la lucente sustanza tanto chiara,"la brillante Sostanza, con tanta chiarezza"
"nel viso mio, che non la sostenea.",che il mio sguardo non poteva sostenere il suo splendore.
"Oh Bëatrice, dolce guida e cara!","O Beatrice, dolce e preziosa guida!"
Ella mi disse: “Quel che ti sobranza,Mi disse allora: «Ciò che ti acceca così
è virtù da cui nulla si ripara.,È una forza a cui nulla può resistere.
Quivi è la sapïenza e la possanza,"Qui è il potere, qui è la saggezza."
"ch'aprì le strade tra 'l cielo e la terra,",che dal cielo alla terra hanno aperto la strada
onde fu già sì lunga disïanza”.,di cui una volta si ebbe un desiderio così lungo».
Come foco di nube si diserra,Come il fuoco che sgorga dalle nuvole.
"per dilatarsi sì che non vi cape,",per essersi dilatato fino a non tenervi più
"e fuor di sua natura in giù s'atterra,","e, contro la sua natura, scende verso il suolo,"
"la mente mia così, tra quelle dape","Lo stesso vale per il mio spirito, che aveva appena arricchito."
"fatta più grande, di sé stessa uscìo,","questo nuovo alimento, fuggì da se stesso"
e che si fesse rimembrar non sape.,e non poté spiegarsi ciò che poi avvenne.
“Apri li occhi e riguarda qual son io;,"“Apri gli occhi”, disse, “ammira la mia bellezza!"
"tu hai vedute cose, che possente",Hai appena guardato oggetti che ti rendono
se' fatto a sostener lo riso mio”.,capace di soffrire lo splendore del mio sorriso!”
Io era come quei che si risente,"Ero come colui che, appena risvegliato,"
di visïone oblita e che s'ingegna,"vede sfuggire il suo sogno e fa degli sforzi,"
"indarno di ridurlasi a la mente,","ma invano, per custodire le ombre che lo fuggono,"
"quand'io udi' questa proferta, degna",quando udii l’appello che sulla mia gratitudine
"di tanto grato, che mai non si stingue","ha guadagnato tali diritti, che nel libro che racconta"
del libro che 'l preterito rassegna.,"Il passato, ormai, non può essere cancellato."
Se mo sonasser tutte quelle lingue,Se avessi il concorso di tante belle voci
che Polimnïa con le suore fero,"che con le sue altre sorelle Polymnie ha reso,"
"del latte lor dolcissimo più pingue,","grazie al suo latte così dolce, più riccamente fornito,"
"per aiutarmi, al millesmo del vero","Se mi aiutassi meglio, non ce la farei."
"non si verria, cantando il santo riso","nel millesimo del vero, per cantare il santo riso"
e quanto il santo aspetto facea mero;,e lo splendore che metteva sul volto santo.
"e così, figurando il paradiso,",È così che ho bisogno di dipingere il Paradiso.
"convien saltar lo sacrato poema,","nel mio poema santo, facendo in luoghi"
come chi trova suo cammin riciso.,"Un salto, come chi vede la sua strada intercettata."
Ma chi pensasse il ponderoso tema,"Ma a considerare il peso del mio soggetto,"
"e l'omero mortal che se ne carca,","come il dorso mortale che deve sopportarlo,"
nol biasmerebbe se sott'esso trema:,Non mi si può dare la colpa di esitare sotto la face:
non è pareggio da picciola barca,Non è un viaggio per una piccola nave.
"quel che fendendo va l'ardita prora,","di colui di cui la mia navata fende arditamente le onde,"
né da nocchier ch'a sé medesmo parca.,Né per un nautonomo che vuole risparmiare.
"“Perché la faccia mia sì t'innamora,",“Perché il mio sguardo ti affascina così?
che tu non ti rivolgi al bel giardino,fino al punto di dimenticarne lo splendido giardino
che sotto i raggi di Cristo s'infiora?,Chi si riempie di fiori sotto lo sguardo di Cristo?
Quivi è la rosa in che 'l verbo divino,Qui è la rosa dove il Verbo divino
carne si fece; quivi son li gigli,divenne carne; qui si trovano i gigli
al cui odor si prese il buon cammino”.,il cui odore presiedeva alla scelta della strada giusta».
"Così Beatrice; e io, che a' suoi consigli","Così dice Beatrice; ed io, che i suoi consigli"
"tutto era pronto, ancora mi rendei","Non c'era risposta, ho affrontato di nuovo"
a la battaglia de' debili cigli.,la prova di cercare con i miei poveri occhi.
"Come a raggio di sol, che puro mei","Come un tempo i miei occhi, nell’ombra, contemplavano"
"per fratta nube, già prato di fiori","ai raggi di un sole che trafiggeva, luminoso,"
"vider, coverti d'ombra, li occhi miei;","la fessura di una nuvola, un prato coperto di fiori."
"vid'io così più turbe di splendori,",come ho visto lassù folle di splendori
"folgorate di sù da raggi ardenti,","che i raggi ardenti facevano piovere dal cielo,"
sanza veder principio di folgóri.,senza che io potessi vedere la partenza della loro pioggia.
"O benigna vertù che sì li 'mprenti,","O generoso Potere, che mette su di loro il tuo marchio,"
sù t'essaltasti per largirmi loco,"ti alzavi più in alto, per lasciare più campo"
a li occhi lì che non t'eran possenti.,agli occhi che non avevano la forza di vederti!
Il nome del bel fior ch'io sempre invoco,"E il nome del fiore che invoco sempre,"
"e mane e sera, tutto mi ristrinse","al mattino e alla sera, costringeva il mio spirito"
l'animo ad avvisar lo maggior foco;,prima di tutto lo splendore più grande.
e come ambo le luci mi dipinse,E quando la mia pupilla ebbe l’impronta
il quale e il quanto de la viva stella,le bellezze e le grandezze di questa viva stella
"che là sù vince come qua giù vinse,","che vince in cielo e vince sulla terra,"
"per entro il cielo scese una facella,",dalla volta dall’alto discese un bagliore
"formata in cerchio a guisa di corona,","della forma di un cerchio o di una corona,"
e cinsela e girossi intorno ad ella.,Avvolgendosi attorno a lei e con una cintura.
Qualunque melodia più dolce suona,Il canto che rende il suono più dolce
"qua giù e più a sé l'anima tira,","sulla terra e che rapisce di più i nostri cuori,"
"parrebbe nube che squarciata tona,","sembra una nube oscura che un tuono tormenta,"
comparata al sonar di quella lira,al prezzo dei dolci accordi che escono da questa lira
onde si coronava il bel zaffiro,"che serviva da corona al più bello degli zaffiri,"
del quale il ciel più chiaro s'inzaffira.,Tra quelli di cui si adornava il cielo più sereno.
"“Io sono amore angelico, che giro","Io sono il puro amore degli angeli, e giro"
l'alta letizia che spira del ventre,intorno alla grande felicità che irradia dal seno
che fu albergo del nostro disiro;,dove del nostro desiderio fu un tempo la dimora;
