Original,Translate_IT
La concubina di Titone antico,"Già Thithons Buhler, scivolando"
"già s'imbiancava al balco d'orïente,",Il braccio del dolce amico e una corona
fuor de le braccia del suo dolce amico;,"Propagando dalla luce bianca in Oriente,"
"di gemme la sua fronte era lucente,","Abbellisce la fronte con la lucentezza del demonio,"
poste in figura del freddo animale,Quelli che mostrano il design di quell'animale freddo...
che con la coda percuote la gente;,Il suo cazzo velenoso batte letale.
"e la notte, de' passi con che sale,","Due passi dove ero, in salita"
"fatti avea due nel loco ov'eravamo,",La notte fatta per essere al terzo ora
e 'l terzo già chinava in giuso l'ale;,"Inchinarsi con le loro ali,"
"quand'io, che meco avea di quel d'Adamo,","Come i miei sensi, in quanto ho sostituito"
"vinto dal sonno, in su l'erba inchinai",Con l'eredità di Adamo è stato sonnecchiato
là 've già tutti e cinque sedavamo.,E sono caduto nell'erba dove ci siamo seduti.
Ne l'ora che comincia i tristi lai,"All'ora era dove con le lamentele agghiaccianti,"
"la rondinella presso a la mattina,","Quando la mattina si avvicina, la rondine si sbaglia,"
"forse a memoria de' suo' primi guai,","Forse ricordando le loro prime piaghe,"
"e che la mente nostra, peregrina","E dove lo Spirito, dal corpo, non è confuso,"
"più da la carne e men da' pensier presa,","Libera e libera dalle ansietà di tutti,"
"a le sue visïon quasi è divina,","Nella faccia dei sogni, diventa quasi divino."
in sogno mi parea veder sospesa,"Allora vidi, sognando, nelle sale del cielo"
"un'aguglia nel ciel con penne d'oro,","Con una piuma d'oro, un aar,"
con l'ali aperte e a calare intesa;,Spalancate le ali per cadere.
ed esser mi parea là dove fuoro,"Mi sembrava il posto dove si trovava Ganymede,"
"abbandonati i suoi da Ganimede,","Quando, con i suoi che lo circondavano,"
quando fu ratto al sommo consistoro.,E' stato rapito con gli dèi eterni.
Fra me pensava: 'Forse questa fiede,"""Forse è abituato a scendere qui,"""
"pur qui per uso, e forse d'altro loco","Così ho pensato, ""e disprezzato, da un altro luogo"
disdegna di portarne suso in piede'.,"Portarci nelle sue grinfie."""
"Poi mi parea che, poi rotata un poco,","Gira un po' nell'arco,"
"terribil come folgor discendesse,","Poi ha sparato, orribile, come un fulmine, giù"
e me rapisse suso infino al foco.,E mi ha strappato in su fino al fuoco.
Ivi parea che ella e io ardesse;,"Mi è sembrato di bruciare, anche il suo piumaggio brucia,"
"e sì lo 'ncendio imaginato cosse,","E tutta accesa dall'incendio sognato,"
che convenne che 'l sonno si rompesse.,Mi risveglio dal sonno.
"Non altrimenti Achille si riscosse,",Così Achill si alzò nel paese straniero
li occhi svegliati rivolgendo in giro,"E poi girato lo sguardo vigile nel cerchio,"
"e non sappiendo là dove si fosse,","Perché non sapeva dov'era,"
quando la madre da Chirón a Schiro,Quando Teti lo fece addormentare silenziosamente a Chiron
"trafuggò lui dormendo in le sue braccia,","rapito e portato a Skyros,"
là onde poi li Greci il dipartiro;,Da dove Ulyss lo chiamò al grande viaggio;
"che mi scoss'io, sì come da la faccia","Come mi sono alzato, quando mi sono svegliato;"
"mi fuggì 'l sonno, e diventa' ismorto,","Ma mi sento gelo che si diffonde su di me,"
"come fa l'uom che, spaventato, agghiaccia.",Proprio come uno che sta soffocando lo spavento.
"Dallato m'era solo il mio conforto,",La mia fedelta' da sola mi ha fatto un favore.
"e 'l sole er'alto già più che due ore,","Due ore in su, il sole è già salito"
e 'l viso m'era a la marina torto.,E davanti a me c'erano ampiezze di mare.
"“Non aver tema”, disse il mio segnore;","Allora il mio signore disse: ""Non temere, figlio mio."
"“fatti sicur, ché noi semo a buon punto;","Coraggio, perche' la cosa piu' difficile e' riuscita..."
"non stringer, ma rallarga ogne vigore.",Mantieni ferma la forza che è quasi gratificante.
Tu se' omai al purgatorio giunto:,Sei entrato nel Purgatorio.
vedi là il balzo che 'l chiude dintorno;,Guarda la roccia che include il cancello
vedi l'entrata là 've par digiunto.,"Dove, sembra, la pietra si dirama,"
"Dianzi, ne l'alba che procede al giorno,","Aurora non brilla ancora il giorno,"
"quando l'anima tua dentro dormia,","Ma tu giaci, colmi lo spirito dal sonno,"
sovra li fiori ond'è là giù addorno,"Nella valle di quel fiore,"
"venne una donna, e disse: ""I' son Lucia;",E' arrivata una donna del cielo.
lasciatemi pigliar costui che dorme;,"Lucien vede il dormiente,"
"sì l'agevolerò per la sua via"".",E' piu' facile per lui raggiungere il bersaglio.
Sordel rimase e l'altre genti forme;,Sordell vi rimase con le altre anime;
"ella ti tolse, e come 'l dì fu chiaro,","Ti prese, e quando il giorno cominciò,"
sen venne suso; e io per le sue orme.,Portala in questo posto con te.
"Qui ti posò, ma pria mi dimostraro",Io la seguo; e quando il suo sguardo mi riempie di gioia
li occhi suoi belli quella intrata aperta;,"Il cancello è stato sollevato, ti ha messo a terra"
poi ella e 'l sonno ad una se n'andaro”.,"E se n'e' andato, e con lei il tuo sonno e' scappato."""
A guisa d'uom che 'n dubbio si raccerta,"Proprio come noi, quando abbiamo un profitto aperto"
"e che muta in conforto sua paura,",La verita' e' stata mostrata... cura e paura...
"poi che la verità li è discoperta,","Il coraggio e il desiderio riempiono il senso libero,"
mi cambia' io; e come sanza cura,Così mi sento libera dalla paura e dal risentimento
"vide me 'l duca mio, su per lo balzo","Il mio maestro vide, così si avvicinò alle grotte,"
"si mosse, e io di rietro inver' l'altura.",E io non osavo la gang.
"Lettor, tu vedi ben com'io innalzo","Guarda, i lettori, ecco la mia roba da ridere,"
"la mia matera, e però con più arte",Non meravigliatevi se l'arte più grande dice:
