Original,Translate_IT
"S'ïo avessi le rime aspre e chiocce,","Oh, se avessi la rima di un suono così caldo,"
come si converrebbe al tristo buco,"Come fa lei a bruciare questo buco pieno di grigi,"
"sovra 'l qual pontan tutte l'altre rocce,","Su cui riposano tutte le altre rocce,"
io premerei di mio concetto il suco,Allora esprimero' cio' che voglio... per intero...
"più pienamente; ma perch'io non l'abbo,","Invece, non avendoli, me ne vado solo con ansia"
non sanza tema a dicer mi conduco;,"Ora, parlami come se fosse uno struzzo duro."
ché non è impresa da pigliare a gabbo,Perche' non e' un gioco la mia impresa.
"discriver fondo a tutto l'universo,","Affidare il motivo dell'universo al cantico,"
né da lingua che chiami mamma o babbo.,E non fare i capricci con i fanciulli.
Ma quelle donne aiutino il mio verso,"Ma la mia rima promuove quelle donne,"
"ch'aiutaro Anfïone a chiuder Tebe,","Aiuta Amphion a raggiungere i cancelli e i cancelli di Tebe,"
sì che dal fatto il dir non sia diverso.,Allora la mia canzone corrisponde all'atto dell'orrore.
Oh sovra tutte mal creata plebe,"O malvagia folla, persa in quel luogo,"
"che stai nel loco onde parlare è duro,","Che è difficile da raccontare, oh saresti"
mei foste state qui pecore o zebe!,Nata nel nostro mondo come capra e pecora.
Come noi fummo giù nel pozzo scuro,Eravamo nel buco buio della fontana
"sotto i piè del gigante assai più bassi,","Sotto il gigante, piu' vicino al centro..."
"e io mirava ancora a l'alto muro,","E dopo l'alto muro, ho ancora visto."
dicere udi'mi: “Guarda come passi:,"Allora sento dire: ""Guarda i tuoi passi,"
"va sì, che tu non calchi con le piante",Che tu non vai avanti con i poveri
le teste de' fratei miseri lassi”.,"Ai capi piace picchiare con il tuo calcio."""
"Per ch'io mi volsi, e vidimi davante",Poi mi sono voltato e mi è apparso
e sotto i piedi un lago che per gelo,"E sotto i miei piedi c'è anche un lampo,"
avea di vetro e non d'acqua sembiante.,"Quello attraverso il vetro gelo, e non l'acqua, sembrava."
Non fece al corso suo sì grosso velo,"Il Danubio rimane nel gelo libero dal ghiaccio,"
"di verno la Danoia in Osterlicchi,","E vicino al Polo, anche nella notte più lunga,"
"né Tanaï là sotto 'l freddo cielo,",Non coprite il Sanais con un velo cosi' fitto.
com'era quivi; che se Tambernicchi,E se Tabernik fosse caduto
"vi fosse sù caduto, o Pietrapana,",E Pietrapan... non avrebbe potuto solo...
non avria pur da l'orlo fatto cricchi.,"Quando il ghiaccio è caduto, si è incrinato."
E come a gracidar si sta la rana,"Come la sera, quando la contadina in sogno"
"col muso fuor de l'acqua, quando sogna","Le spighe ancora leggono il muso allungato,"
"di spigolar sovente la villana,",Il popolo di rane tormenta dalla stanza bagnata;
"livide, insin là dove appar vergogna","Così, fino a quando la vergogna si scopre,"
"eran l'ombre dolenti ne la ghiaccia,","Fahl, con il tono della cicogna che batte i denti,"
mettendo i denti in nota di cicogna.,"Era un miserabile fantasma nascosto nel ghiaccio,"
Ognuna in giù tenea volta la faccia;,"Portando il volto rivolto verso la profondità,"
"da bocca il freddo, e da li occhi il cor tristo",Dal gelo con la bocca e dai guai
tra lor testimonianza si procaccia.,Testimonianza del cuore con gli occhi.
"Quand'io m'ebbi dintorno alquanto visto,",Quando per un po' mi sono guardato intorno...
