Original,Translate_IT_1
"Nel cominciamento di ciascuno bene ordinato convivio sogliono li sergenti prendere lo pane apposito e quello purgare da ogni macula. Per che io, [che] nella presente scrittura tengo luogo di quelli da due macule mondare intendo primieramente questa esposizione, che per pane si conta nel mio corredo.","All'inizio di ogni banchetto correttamente organizzato è consuetudine per i servi di prendere il pane impostato e purificarlo da eventuali imperfezioni. Dato che svolgo il loro ruolo rispetto alla presente scrittura, la mia prima preoccupazione per questa esposizione che ha il posto del pane in ciò che sto fornendo è quello di cancellare da due imperfezioni."
L'una è che parlare alcuno di se medesimo pare non licito; l'altra è che parlare in esponendo troppo a fondo pare non ragionevole: e lo illicito e 'l non ragionevole lo coltello del mio giudicio purga in questa forma.,Uno è che sembra improprio per chiunque parlare di sé; l'altro è che sembra irragionevole parlare troppo profondamente quando si dà una esposizione.
"Non si concede per li rettorici alcuno di se medesimo sanza necessaria cagione parlare, e da ciò è l'uomo rimosso, perché parlare d'alcuno non si può, che 'l parladore non lodi o non biasimi quelli di cui elli parla: le quali due cagioni rusticamente stanno, a fare [dire] di sé, nella bocca di ciascuno.","Con il coltello del mio giudizio sono in grado di purificare il commento sia di ciò che è improprio e ciò che è irragionevole nel seguente modo. I canoni stabiliti della retorica proibiscono a chiunque di parlare di se stesso tranne per qualche motivo convincente. Il motivo di questo divieto è che non si può parlare di qualcuno senza lodare o incolpare lui, e lasciare che uno di questi passi le labbra di se stessi sarebbe quello di mostrare una mancanza di urbanità."
"E per levare un dubbio che qui surge, dico che peggio sta biasimare che lodare, avegna che l'uno e l'altro non sia da fare. La ragione è che qualunque cosa è per sé da biasimare, è più laida che quella che è per accidente.","In risposta a una domanda che si suggerisce qui, dichiaro che incolpare se stessi è peggio di lodare se stessi, anche se entrambi devono essere evitati. La ragione è che qualcosa che di sua natura merita la colpa è più riprovevole di qualcosa che lo fa a causa di una certa qualità incidentale ad esso."
"Dispregiare se medesimo è per sé biasimevole, però che all'amico dee l'uomo lo suo difetto contare secretamente, e nullo è più amico che l'uomo a sé: onde nella camera de' suoi pensieri se medesimo riprendere dee e piangere li suoi difetti, e non palese.","Diffamare se stessi è di sua stessa natura la colpa, poiché si dovrebbe sottolineare le carenze di un amico a lui solo; e nessuno ha un amico più vicino di se stesso. Di conseguenza, è solo nella privacy dei propri pensieri che si dovrebbe ammonire se stessi e lamentarsi le proprie colpe, mai pubblicamente."
"Ancora: del non potere e del non sapere bene sé menare le più volte non è l'uomo vituperato, ma del non volere è sempre, perché nel volere e nel non volere nostro si giudica la malizia e la bontade; e però chi biasima se medesimo apruova sé conoscere lo suo difetto, apruova [sé] non essere buono: per che, per sé, è da lasciare di parlare sé biasimando.","Inoltre, di solito non si critica di non essere in grado, o di non sapere come, di comportarsi come si deve, ma si è sempre per non volerlo fare, perché è per quanto riguarda la nostra volontà o la nostra volontà di fare qualcosa che siamo giudicati male o bene. Quindi chiunque si accusa testimonia che egli stesso è consapevole della propria colpa; egli testimonia che egli stesso è privo di bontà. Di sua natura, quindi, la colpa di esprimere se stessi è qualcosa che si deve evitare."
"Lodare sé è da fuggire sì come male per accidente, in quanto lodare non si può, che quella loda non sia maggiormente vituperio. È loda nella punta delle parole, è vituperio chi cerca loro nel ventre: ché [le] parole sono fatte per mostrare quello che non si sa, onde chi loda sé mostra che non creda essere buono tenuto: che nolli 'ncontra sanza maliziata conscienza, la quale sé lodando discuopre e discoprendo si biasima.","Lodare se stessi deve essere respinto come male a causa di una qualità accessoria ad esso, nella misura in cui tale lode non può essere pronunciato senza essere critica piuttosto che lode. Le parole pronunciate sono lodi in superficie, ma critica a chiunque cerca il loro interno, perché lo scopo del discorso è quello di rendere evidente qualcosa che gli altri non sanno. Così chi loda se stesso rende evidente che egli pensa di non essere considerato come buono, una posizione che si troverà solo se ha una cattiva coscienza, che rivela nel lodare se stesso, e rivelando questo egli stesso incolpa se stesso."
"E ancora la propia loda e lo propio biasimo è da fuggire per una ragione igualmente, sì come falsa testimonianza fare: però che non è uomo che sia di sé vero e giusto misuratore, tanto la propia caritate ne 'nganna.","Inoltre, l'auto-lode e l'auto-blame devono essere rifiutati per un motivo che si applica allo stesso modo ad entrambi, vale a dire che implicano la falsa testimonianza, perché nessuno di noi è capace di misurare il proprio valore veramente e giustamente, tanto l'amore di sé ci inganna."
"Onde aviene che ciascuno ha nel suo giudicio le misure del falso mercatante, che vende coll'una e compera coll'altra; e ciascuno con ampia misura cerca lo suo mal fare, e con piccola cerca lo bene: sì che 'l numero e la quantità e 'l peso del bene li pare più che se con giusta misura fosse saggiato, e quello del male meno.","Di conseguenza, ognuno nel giudicare se stesso impiega le misure utilizzate da un mercante truffatore, che ha una misura per l'acquisto e un'altra per la vendita; ognuno valuta la sua cattiva condotta con una grande misura e la sua buona condotta con una piccola, in modo che il numero, la quantità e il peso della sua buona condotta gli sembrano più grandi di quanto avrebbero fatto se li avesse testati con una giusta misura, e quelli della sua cattiva condotta sembrano meno."
"Per che, parlando di sé con loda o col contrario, o dice falso per rispetto alla cosa di che parla, o dice falso per rispetto alla sua sentenza: c'ha l'una e l'altra falsitate.","Nel parlare in lode o lodare se stesso una persona, quindi, o dare una falsa descrizione di un evento, o egli attribuirà un falso significato ad esso; in entrambi i casi la falsità sarà presente."
