Original,Translate_EN,Translate_IT_1
"Se mastro Arghùs, che fecie la nave,","If Master Argus, who built the ship","Se il Maestro Argus, che ha costruito la nave"
"In che Giasòn  andò per lo tosone,","that Jason used to seek the Golden Fleece,","che Jason cercava il Pulce d'Oro,"
"E fecie a conto regole, e ragione,",and who invented the rules and rationale for computation,e che hanno inventato le regole e la logica per il calcolo
"E le diecie figure, com’on save,","and the ten numerical signs, as everyone knows,","e i dieci segni numerici, come tutti sanno,"
"Vivesse,  gli sarebe forte e grave","if he were alive, it would be difficult for him","se fosse vivo, sarebbe difficile per lui"
"Multiplicar ben ognie mia quistione,",to calculate all the problems,per calcolare tutti i problemi
"C’Amor mi move sanza mesprigione,","that Love gives me, without mistakes.","che l'Amore mi dà, senza errori."
"E di ciascuna porta esso la chiave,","Yet, for every door Love has the key,","Eppure, per ogni porta l'amore ha la chiave,"
Ed àllemi nel cor fermate e messe,and with this little key that I just mentioned to you,e con questa piccola chiave che vi ho appena accennato
"Con quella chiavicella, ch’i’ v’ò detto,",he has placed and locked them in my heart,Li ha messi e chiusi nel mio cuore
Per ben tenermi tutte sue promesse.,in order to keep all his promises to me.,per mantenere tutte le sue promesse a me.
"Perch’io a•ssue merzé tuttor mi metto,",For this reason I am always ready to do his bidding;,Per questo sono sempre pronto a fare i suoi ordini;
"Ma ben vore’ che, quando gli piaciesse,","however, I would like for him - whenever he would like -","Tuttavia, vorrei per lui - ogni volta che vuole -"
"E’ m’allegiasse il mal, che•ssì m’à stretto.",to ease the pain that has so conquered me.,per alleviare il dolore che mi ha conquistato.
