Original,Translate_IT
"Quando il settentrïon del primo cielo,",A Sang... dopo le donne affettuose...
che né occaso mai seppe né orto,l'ultima volta che ha finito il discorso:
"né d'altra nebbia che di colpa velo,","""Ciao, a chi è stato coperto ogni peccato."""
e che faceva lì ciascuno accorto,"E come ninfe, nella notte della foresta,"
"di suo dover, come 'l più basso face","Fuggire qui dai raggi del sole, là"
"qual temon gira per venire a porto,","Inquietante il loro squillo, solitario vacillare;"
"fermo s'affisse: la gente verace,","Se si avvicinava al fiume a bordo,"
"venuta prima tra 'l grifone ed esso,","Io, seguendo un piccolo passo con un piccolo passo,"
al carro volse sé come a sua pace;,Se n'e' andata di fianco a lei.
"e un di loro, quasi da ciel messo,","Meno di cento erano i miei calci e i loro calci,"
"'Veni, sponsa, de Libano' cantando","Allora il torrente si alzò con le due rive,"
"gridò tre volte, e tutti li altri appresso.",E verso est ho attraversato il centro della foresta.
Quali i beati al novissimo bando,Non molto tempo fa ho seguito questa direzione...
"surgeran presti ognun di sua caverna,",Allora ho visto la bella rivolta verso di me:
"la revestita voce alleluiando,","""Mio fratello, tieniti sveglio l'orecchio e l'occhio!"""
cotali in su la divina basterna,"Ella parlò, e s'impadronì di tutte le estremità"
"si levar cento, ad vocem tanti senis,",Una lucentezza rapida al grande boschetto;
ministri e messagger di vita etterna.,"Penso che possa accecarmi un raggio di fulmini,"
"Tutti dicean: 'Benedictus qui venis!',","Ma perché, come viene, così la luce del fulmine va"
"e fior gittando e di sopra e dintorno,","E questo splendore continua a crescere,"
"'Manibus, oh, date lilïa plenis!'.",Così ho pensato in silenzio a me stesso: Che cosa può essere?
Io vidi già nel cominciar del giorno,"E per l'aria, la luce, la luce,"
"la parte orïental tutta rosata,","Ti sei fatto un bel suono, e ora me ne vado con zelo."
e l'altro ciel di bel sereno addorno;,Che Eva desiderava troppo lo scontento.
"e la faccia del sol nascere ombrata,","dove la terra e il cielo non si oppongono,"
sì che per temperanza di vapori,C'e' una donna che si sente...
l'occhio la sostenea lunga fïata:,Il velo che le ha cambiato l'occhio le ha fatto male.
così dentro una nuvola di fiori,"Oh, si sarebbe chiusa in lui per bene,"
che da le mani angeliche saliva,Se avessi un desiderio esagerato...
"e ricadeva in giù dentro e di fori,",Probabilmente già prima e più a lungo poi goduto.
sovra candido vel cinta d'uliva,"Dopo aver dubitato, il mio poco consapevole,"
"donna m'apparve, sotto verde manto","Se ne andò in queste primordiali,"
vestita di color di fiamma viva.,"Con l'impulso di gioie più grandi nel petto,"
"E lo spirito mio, che già cotanto",E' come se fosse scoppiato un incendio.
tempo era stato ch'a la sua presenza,"L'aria nella volta di fogliame, c'è stato un suono,"
"non era di stupor, tremando, affranto,",E ben presto sento che le voci cantano.
"sanza de li occhi aver più conoscenza,",E' molto salutare... quando ho piu' di una possibilita'...
"per occulta virtù che da lei mosse,","Frost, fame, guardie fedeli a voi,"
d'antico amor sentì la gran potenza.,"Ora l'occasione mi spinge, ora chiedo la paga."
Tosto che ne la vista mi percosse,"Lasciate che su di me sventoli le onde del Pindu,"
l'alta virtù che già m'avea trafitto,"Urantia sia la mia aiutante,"
