Original,Translate_IT
La bocca sollevò dal fiero pasto,"Ha alzato la bocca dal suo pasto atroce,"
"quel peccator, forbendola a' capelli","quel peccatore, e l'ha asciugato sui capelli"
del capo ch'elli avea di retro guasto.,della stessa testa che stava devastando.
Poi cominciò: “Tu vuo' ch'io rinovelli,Poi ha cominciato: 'Tu mi chiedi di ravvivare
disperato dolor che 'l cor mi preme,il dolore disperato che mi spezza il cuore
"già pur pensando, pria ch'io ne favelli.","anche nel pensiero, prima che io lo dica."
Ma se le mie parole esser dien seme,'Ma se le mie parole saranno i semi che portano
"che frutti infamia al traditor ch'i' rodo,","infame frutto per il traditore sto digrignando,"
parlare e lagrimar vedrai insieme.,Allora mi vedrai parlare e piangere insieme.
Io non so chi tu se' né per che modo,"'Non so chi sei, né con che cosa"
venuto se' qua giù; ma fiorentino,"Sei venuto quaggiù, ma quando ti ascolto parlare"
mi sembri veramente quand'io t'odo.,Mi sembra che tu sia davvero di Firenze.
"Tu dei saper ch'i' fui conte Ugolino,","Prendi nota che ero il conte Ugolino,"
e questi è l'arcivescovo Ruggieri:,e l'arcivescovo Ruggieri.
or ti dirò perché i son tal vicino.,Ti dico perche' sono cosi' vicino a lui.
"Che per l'effetto de' suo' mai pensieri,","""Come, come consumazione dei suoi maliziosi piani,"
"fidandomi di lui, io fossi preso","dopo aver riposto la mia fiducia in lui, mi fece prendere"
"e poscia morto, dir non è mestieri;","e messo a morte, non c'è bisogno di dirlo."
"però quel che non puoi avere inteso,",Ma quando imparerai quello che non puoi aver sentito...
"cioè come la morte mia fu cruda,","vale a dire, la crudeltà della mia morte..."
"udirai, e saprai s'e' m'ha offeso.",allora saprai se mi ha fatto del male.
"Breve pertugio dentro da la Muda,","'Una piccola buca spia nel Mew, che ora"
"la qual per me ha 'l titol de la fame,","sul mio conto si chiama la Torre della Fame,"
"e che conviene ancor ch'altrui si chiuda,","dove altri ancora saranno imprigionati,"
m'avea mostrato per lo suo forame,"'ha avuto attraverso la sua apertura mi ha mostrato diverse lune,"
"più lune già, quand'io feci 'l mal sonno","quando, in un sogno terribile,"
che del futuro mi squarciò 'l velame.,"Il velo era intasato, e io avevo previsto il futuro."
"Questi pareva a me maestro e donno,","'Quest'uomo sembrava essere il signore e padrone,"
cacciando il lupo e ' lupicini al monte,caccia al lupo e ai lupi sulla montagna
per che i Pisan veder Lucca non ponno.,che nasconde Lucca dalla vista dei Pisani.
"Con cagne magre, studïose e conte","Insieme a segugi ben addestrati, magri e desiderosi,"
Gualandi con Sismondi e con Lanfranchi,era andato in prima fila
s'avea messi dinanzi da la fronte.,"Gualandi, Sismondi e Lanfranchi."
In picciol corso mi parieno stanchi,"""Padre e figli, dopo una breve ricerca,"
"lo padre e ' figli, e con l'agute scane","sembrava essere flagging, e mi è sembrato che ho visto"
mi parea lor veder fender li fianchi.,la carne strappata dai fianchi da incisivi affilati.
"Quando fui desto innanzi la dimane,",'Quando mi svegliai prima dell'alba del giorno
pianger senti' fra 'l sonno i miei figliuoli,"Ho sentito i miei figli, in quella prigione con me,"
"ch'eran con meco, e dimandar del pane.",piangere nel sonno e chiedere il pane.
"Ben se' crudel, se tu già non ti duoli","""Tu sei crudele, pensando a ciò che il mio cuore"
pensando ciò che 'l mio cor s'annunziava;,"preannunciato, se rimanete intatti dal dolore,"
"e se non piangi, di che pianger suoli?","E se non piangi, cosa ti fa piangere?"
"Già eran desti, e l'ora s'appressava",Ora erano svegli e l'ora si avvicinava
"che 'l cibo ne solëa essere addotto,",in cui hanno portato il nostro cibo.
e per suo sogno ciascun dubitava;,Ognuno di noi era turbato dal suo sogno.
