Original,Translate_IT
"Quando per dilettanze o ver per doglie,","Quando, per effetto dei dolori e delle gioie,"
"che alcuna virtù nostra comprenda,",ci sentiamo raggiunti in qualche facoltà
"l'anima bene ad essa si raccoglie,","dove sembra che l'anima sia improvvisamente concentrata,"
par ch'a nulla potenza più intenda;,Non obbedisce a nessun altro potere:
e questo è contra quello error che crede,Il che dimostra l’errore di chi si immagina.
ch'un'anima sovr'altra in noi s'accenda.,che un’anima può cederci il posto all’altra.
"E però, quando s'ode cosa o vede",Quando si ascolta e si vede qualcosa
"che tegna forte a sé l'anima volta,","che cattura tutta l’attenzione,"
vassene 'l tempo e l'uom non se n'avvede;,"il tempo scorre veloce e non lo si sente,"
"ch'altra potenza è quella che l'ascolta,",Il potere di sentirlo è un’altra cosa.
e altra è quella c'ha l'anima intera:,che quello dello spirito inteso come un intero:
questa è quasi legata e quella è sciolta.,L’uno si ricollega all’anima e l’altro resta libero.
"Di ciò ebb'io esperïenza vera,","Ho fatto di tutto questo l’esperienza sicura,"
udendo quello spirto e ammirando;,"ascoltando la mente e meravigliandomi,"
ché ben cinquanta gradi salito era,"perché il sole fece più di cinquanta gradi,"
"lo sole, e io non m'era accorto, quando","e non mi accorsi di nulla, quando arrivammo"
venimmo ove quell'anime ad una,fino a un certo punto in cui le ombre in coro
gridaro a noi: “Qui è vostro dimando”.,gridarono: «Questo è ciò che volete!».
Maggiore aperta molte volte impruna,"Spesso il contadino, quando arriva l’autunno,"
con una forcatella di sue spine,"maturando l'uva che assume toni più scuri,"
"l'uom de la villa quando l'uva imbruna,",di un solo forno pieno di rovi secchi
che non era la calla onde salìne,fori molto più grandi del sentiero sottile
"lo duca mio, e io appresso, soli,","dove io e la mia guida partimmo da soli,"
come da noi la schiera si partìne.,perché gli altri spiriti prendevano altre strade.
"Vassi in Sanleo e discendesi in Noli,","Si sale a San Leo, si scende a Noli"
montasi su in Bismantova e 'n Cacume,e di Bisannualità si raggiunge il vertice
con esso i piè; ma qui convien ch'om voli;,a piedi; ma è qui che conviene volare;
dico con l'ale snelle e con le piume,"Sento, con il volo veloce, con le piume"
"del gran disio, di retro a quel condotto","del mio ardente desiderio, seguendo i passi della guida"
che speranza mi dava e facea lume.,"che mi apriva la strada, dandomi speranza."
"Noi salavam per entro 'l sasso rotto,",Salivamo lungo le rocce frastagliate
"e d'ogne lato ne stringea lo stremo,","la cui stretta parete ci spingeva da ogni parte,"
e piedi e man volea il suol di sotto.,e usavo i piedi come le mani.
Poi che noi fummo in su l'orlo suppremo,Giunti alla fine sul ripiano dall’alto
"de l'alta ripa, a la scoperta piaggia,","dal profondo precipizio, nel luogo scoperto:"
"“Maestro mio”, diss'io, “che via faremo?”.","“O maestro, chiesi, dove stiamo andando ora?”"
Ed elli a me: “Nessun tuo passo caggia;,"“Sarà sempre più alto”, dice."
"pur su al monte dietro a me acquista,","Segui i miei passi su questo monte, finché non si incontra"
fin che n'appaia alcuna scorta saggia”.,la guida che saprà indicarci la strada”.
"Lo sommo er'alto che vincea la vista,",La cima è così alta che non si vede.
e la costa superba più assai,la sua pendenza mi sembrava ancora più ripida
che da mezzo quadrante a centro lista.,che l’angolo descritto dalla metà del quadrante.
"Io era lasso, quando cominciai:","Siccome ero già molto stanco, dissi:"
"“O dolce padre, volgiti, e rimira","Volgiti, mio dolce padre, e guardami:"
"com'io rimango sol, se non restai”.","Se non mi aspetti, starò da solo!”"
"“Figliuol mio”, disse, “infin quivi ti tira”,","“Trascinati fin qui, figlio mio”, disse allora,"
additandomi un balzo poco in sùe,"mostrandomi con un dito un gradino al di sopra,"
che da quel lato il poggio tutto gira.,"che, partendo da questo punto, faceva il giro del monte."
"Sì mi spronaron le parole sue,","La sua voce era per me di così dolce conforto,"
"ch'i' mi sforzai carpando appresso lui,","che io pervenni, salendo sempre dietro di lui,"
tanto che 'l cinghio sotto i piè mi fue.,A prendere piede finalmente sulla forte cintura.
A seder ci ponemmo ivi ambedui,"E lassù, tutti e due, ci mettemmo per terra,"
"vòlti a levante ond'eravam saliti,","voltati verso il levante da cui eravamo venuti,"
che suole a riguardar giovare altrui.,Perché ci piace rivedere la strada già fatta.
Li occhi prima drizzai ai bassi liti;,Prima esaminai la parte bassa della montagna;
"poscia li alzai al sole, e ammirava","Poi alzai gli occhi verso il sole,"
che da sinistra n'eravam feriti.,Sorpreso di vederlo brillare alla mia mano sinistra.
Ben s'avvide il poeta ch'ïo stava,"Il poeta vide bene qual era la mia sorpresa,"
"stupido tutto al carro de la luce,",di guardare come il carro della luce
ove tra noi e Aquilone intrava.,Si muoveva lentamente tra noi e il nord.
Ond'elli a me: “Se Castore e Poluce,"""Se Castor e Polluer, alla fine mi dice:"
fossero in compagnia di quello specchio,Ora hanno fatto scorta a questo specchio
"che sù e giù del suo lume conduce,","che diffonde il suo splendore qui come là,"
tu vedresti il Zodïaco rubecchio,Potresti contemplare lo zodiaco in fiamme
"ancora a l'Orse più stretto rotare,","percorrendo il suo cammino più vicino alle due Orse,"
se non uscisse fuor del cammin vecchio.,A meno che non lo veda prendere un percorso diverso.
"Come ciò sia, se 'l vuoi poter pensare,","E se vuoi sapere come si fa,"
"dentro raccolto, imagina Sïòn","Rifletti un attimo: immagina Sion,"
con questo monte in su la terra stare,"e questo monte, che si trova sulla terra"
"sì, ch'amendue hanno un solo orizzòn",in luoghi che fanno sì che abbiano due emisferi
e diversi emisperi; onde la strada,e un solo orizzonte: il che fa sì che la strada
"che mal non seppe carreggiar Fetòn,",che un tempo Phaeton aveva seguito così male
vedrai come a costui convien che vada,"si dirige, per coloro che guardano da qui,"
"da l'un, quando a colui da l'altro fianco,","da una parte che si oppone a quella di là,"
se lo 'ntelletto tuo ben chiaro bada”.,se la tua intelligenza ha saputo comprendermi».
"“Certo, maestro mio”, diss'io, “unquanco","«Maestro, certamente, allora presi a dire:"
non vid'io chiaro sì com'io discerno,Non ho mai capito con tanta chiarezza.
"là dove mio ingegno parea manco,",quello che prima sembrava troppo duro per la mia mente;
"che 'l mezzo cerchio del moto superno,",che il cerchio in mezzo alla sfera celeste
"che si chiama Equatore in alcun'arte,","che la gente del mestiere chiama Ecuador,"
"e che sempre riman tra 'l sole e 'l verno,","che rimane sempre tra l’inverno e l’estate,"
"per la ragion che di', quinci si parte","per lo stesso motivo che mi hai appena detto,"
"verso settentrïon, quanto li Ebrei","è così lontano da qui, risalendo verso il nord,"
vedevan lui verso la calda parte.,"che lo era degli Ebrei, verso il calore del Sud."
"Ma se a te piace, volontier saprei","Ma vorrei sapere, se lo trovi giusto,"
quanto avemo ad andar; ché 'l poggio sale,"quanto andremo a camminare, dato che questo picco si erge"
più che salir non posson li occhi miei”.,più in alto di quanto io possa alzare lo sguardo”.
"Ed elli a me: “Questa montagna è tale,","Egli rispose: «Questo monte è tale,"
che sempre al cominciar di sotto è grave;,che il suo fianco è molto duro per chi si impegna;
"e quant'om più va sù, e men fa male.","Ma più lo si è scalato, più diventa facile."
"Però, quand'ella ti parrà soave",Quando ti sembrerà che sia finalmente più dolce
"tanto, che sù andar ti fia leggero",e che salire lassù è così facile
"com'a seconda giù andar per nave,","alla navata di avanzare con un vento favorevole,"
allor sarai al fin d'esto sentiero;,saremo giunti alla fine di questo sentiero;
quivi di riposar l'affanno aspetta.,"Qui puoi sperare di vedere finire il tuo dolore,"
"Più non rispondo, e questo so per vero”.","Non ti dico altro, è tutto quello che so»."
"E com'elli ebbe sua parola detta,","Dopo aver messo fine al suo discorso,"
una voce di presso sonò: “Forse,"accanto a noi una voce ci dice: ""Nel frattempo,"
che di sedere in pria avrai distretta!”.,Farai bene anche a sederti così poco”.
"Al suon di lei ciascun di noi si torse,","Siamo tornati al suono di quella voce,"
"e vedemmo a mancina un gran petrone,","vedemmo una grande roccia che si trovava a sinistra,"
del qual né io né ei prima s'accorse.,e che non avevo visto prima.
Là ci traemmo; e ivi eran persone,Fummo a questo punto e vedemmo degli spiriti.
che si stavano a l'ombra dietro al sasso,"che sembravano aspettare al riparo dalla roccia,"
come l'uom per negghienza a star si pone.,Non c’è bisogno di sdraiarsi come dei fannulloni.
"E un di lor, che mi sembiava lasso,","Uno soprattutto, che sembrava più di un altro sopraffatto,"
"sedeva e abbracciava le ginocchia,","Si sedette lì, baciandosi le ginocchia."
tenendo 'l viso giù tra esse basso.,su cui si nascondeva il suo volto piegato.
"“O dolce segnor mio”, diss'io, “adocchia","“Guarda, o dolce signore”, dissi allora alla mia guida,"
colui che mostra sé più negligente,"questo, che si direbbe più pigro ancora"
che se pigrizia fosse sua serocchia”.,Che se la signora Indolenza fosse sua sorella!”
"Allor si volse a noi e puose mente,","E fu solo allora che si dedicò a guardare,"
"movendo 'l viso pur su per la coscia,","riportando il viso in disuso, sulla coscia,"
"e disse: “Or va tu sù, che se' valente!”.","e disse: «Va' più in alto, tu che fai il furbo!»."
"Conobbi allor chi era, e quella angoscia","Quando lo riconosco, e questa grande angoscia"
"che m'avacciava un poco ancor la lena,",che mi stringeva ancora nel petto
non m'impedì l'andare a lui; e poscia,Non poteva impedirmi di correre fino a lui.
"ch'a lui fu' giunto, alzò la testa a pena,","E quando l'ebbi raggiunto, appena si alzò"
dicendo: “Hai ben veduto come 'l sole,la testa per parlare: “Capisci ora
da l'omero sinistro il carro mena?”.,Perché il sole sulla spalla sinistra?
Li atti suoi pigri e le corte parole,La sua stessa noncuranza e il suo discorso troppo breve
mosser le labbra mie un poco a riso;,Mi portavano sul labbro un inizio di sorriso.
"poi cominciai: “Belacqua, a me non dole","E io dissi: “Belacqua, non sono più in pena."
di te omai; ma dimmi: perché assiso,di te d'ora in poi; ma perché rimani
"quiritto se' ? attendi tu iscorta,",Stai aspettando qualche guida?
o pur lo modo usato t'ha' ripriso?”.,O hai ripreso le tue vecchie abitudini?”
"Ed elli: “O frate, andar in sù che porta?","“Fratello, a che serve”, disse, “salire fino in alto,"
ché non mi lascerebbe ire a' martìri,perché l'uccello di Dio che veglia sull'ingresso
l'angel di Dio che siede in su la porta.,Non mi permetterebbe di andare a cercare le pene?
Prima convien che tanto il ciel m'aggiri,Mi conviene aspettare qui che il cielo giri
"di fuor da essa, quanto fece in vita,","tanto intorno a me quanto lo fece nella mia vita,"
"perch'io 'ndugiai al fine i buon sospiri,",perché il buon pentimento si era fatto attendere troppo;
se orazïone in prima non m'aita,a meno che non lo si ottenga per mezzo di preghiere
che surga sù di cuor che in grazia viva;,che sgorgano da un cuore visitato dalla grazia;
"l'altra che val, che 'n ciel non è udita?”.","degli altri, poco mi incalza, perché il Cielo non ne vuole."
"E già il poeta innanzi mi saliva,",Il poeta si avvicinava a noi.
