Original,Translate_IT
"“O tu che se' di là dal fiume sacro”,","""O voi sulla riva del fiume santo,"""
"volgendo suo parlare a me per punta,","Quindi lei, mettendo il suo discorso contro di me..."
"che pur per taglio m'era paruto acro,",anche il suo bordo era sembrato troppo affilato
"ricominciò, seguendo sanza cunta,","di nuovo, senza consentire l'interruzione,"
"“dì, dì se questo è vero; a tanta accusa","""Di', se questo è vero, per la tua confessione"
tua confession conviene esser congiunta”.,"devono essere intrecciati con tale auto-accurata."""
"Era la mia virtù tanto confusa,",Il mio potere di parola era così confuso che
"che la voce si mosse, e pria si spense",la mia voce si muoveva e tuttavia era passata prima
che da li organi suoi fosse dischiusa.,I suoi organi l'avevano rilasciato.
Poco sofferse; poi disse: “Che pense?,"Un momento, poi ha detto: ""A cosa stai pensando?"
Rispondi a me; ché le memorie triste,"Rispondi a me, l'acqua non ha ancora"
in te non sono ancor da l'acqua offense”.,"ha cancellato i tuoi ricordi tristi."""
Confusione e paura insieme miste,Confusione mescolata alla paura ha costretto un Sì
"mi pinsero un tal “sì” fuor de la bocca,","dalla mia bocca, eppure quel sì era tale..."
al quale intender fuor mestier le viste.,uno aveva bisogno di occhi per capire cosa fosse.
"Come balestro frange, quando scocca",Proprio come una balestra che è disegnata troppo tesa
"da troppa tesa, la sua corda e l'arco,","scatta sia il suo cordone che l'arco quando viene colpito,"
"e con men foga l'asta il segno tocca,","e la freccia raggiunge il suo segno con forza debole,"
"sì scoppia' io sottesso grave carco,","così, presi sotto quel peso pesante, io scoppiai;"
"fuori sgorgando lagrime e sospiri,",e lascio che piangano e sospirino; la mia voce
e la voce allentò per lo suo varco.,aveva perso la vita lungo il suo passaggio.
"Ond'ella a me: “Per entro i mie' disiri,","A questo ha detto: ""Nel desiderio per me"
che ti menavano ad amar lo bene,che ti stava dirigendo ad amare il Bene
"di là dal qual non è a che s'aspiri,","oltre il quale non c'è nulla da disegnare il nostro desiderio,"
quai fossi attraversati o quai catene,"quali catene erano infilate, quali fossi scavati"
"trovasti, per che del passare innanzi","il tuo cammino che, una volta arrivati su di loro, ha causato"
dovessiti così spogliar la spene?,La tua perdita di speranza di andare avanti?
E quali agevolezze o quali avanzi,Quali benefici e quali allurements sono stati
"ne la fronte de li altri si mostraro,",così evidente sulla fronte degli altri
per che dovessi lor passeggiare anzi?”.,"che avevi bisogno di passeggiare davanti a loro?"""
"Dopo la tratta d'un sospiro amaro,","Dopo aver nascosto un sospiro amaro,"
"a pena ebbi la voce che rispuose,","Ho appena avuto la voce per la mia risposta,"
e le labbra a fatica la formaro.,"ma, lavorando, le mie labbra diedero forma alle mie parole."
Piangendo dissi: “Le presenti cose,"Piangendo, ho risposto: ""Mi sono presentate"
"col falso lor piacer volser miei passi,","mi ha allontanato con la loro falsa adorazione,"
tosto che 'l vostro viso si nascose”.,"non appena ho perso il tuo volto."""
Ed ella: “Se tacessi o se negassi,"E lei: ""Sei stato silenzioso o negato"
"ciò che confessi, non fora men nota","ciò che confessi, la tua colpa non sarebbe meno"
la colpa tua: da tal giudice sassi!,Nelle prove: è conosciuto da un tale giudice!
Ma quando scoppia de la propria gota,Ma quando l'accusa di peccato è scoppiata
"l'accusa del peccato, in nostra corte","dalla propria guancia, poi nella nostra corte il whet..."
rivolge sé contra 'l taglio la rota.,Pietra gira e smussa il taglio della nostra lama.
"Tuttavia, perché mo vergogna porte","Tuttavia, perché tu possa provare più vergogna"
"del tuo errore, e perché altra volta,","per il tuo errore, e per il momento a venire..."
"udendo le serene, sie più forte,","ascoltando le Sirene, potreste essere più forti,"
pon giù il seme del piangere e ascolta:,"hai fatto con tutte le lacrime che hai seminato, e ascolta:"
sì udirai come in contraria parte,"così udrete come, fino ad altri fini,"
mover dovieti mia carne sepolta.,La mia carne sepolta avrebbe dovuto guidarti.
Mai non t'appresentò natura o arte,Natura o arte non ti avevano mai mostrato
"piacer, quanto le belle membra in ch'io",bellezza che si abbinava agli splendidi arti in cui
"rinchiusa fui, e che so' 'n terra sparte;",Ero racchiuso-arrampicate sparse ora nella polvere;
e se 'l sommo piacer sì ti fallio,e se la bellezza più alta ti ha tradito
"per la mia morte, qual cosa mortale","la mia morte, quale cosa mortale potrebbe allora indurre"
dovea poi trarre te nel suo disio?,per quando il primo
"Ben ti dovevi, per lo primo strale","frecce di cose ingannevoli ti hanno colpito, allora"
"de le cose fallaci, levar suso",avresti dovuto alzare le ali
di retro a me che non era più tale.,"per seguirmi, non più una cosa del genere."
"Non ti dovea gravar le penne in giuso,",Nessuna ragazza verde o altra novità...
"ad aspettar più colpo, o pargoletta","una tale breve delizia avrebbe dovuto appesantire le tue ali,"
o altra novità con sì breve uso.,in attesa di altri pozzi. L'uccello nascente
Novo augelletto due o tre aspetta;,"devono incontrare due o tre colpi prima che impari,"
ma dinanzi da li occhi d'i pennuti,ma ogni uccello a pieno titolo è una prova contro
rete si spiega indarno o si saetta”.,"la rete che è stata diffusa o freccia, puntata."""
"Quali fanciulli, vergognando, muti","Anche quando i bambini stanno in piedi quando si vergognano,"
"con li occhi a terra stannosi, ascoltando","occhi a terra, ascoltano, silenziosamente"
"e sé riconoscendo e ripentuti,",riconoscendo la loro colpa pentita...
tal mi stav'io; ed ella disse: “Quando,"Così mi sono levata in piedi e mi ha ordinato: ""Da quando"
"per udir se' dolente, alza la barba,","sentire da solo ti fa soffrire così, alzare"
e prenderai più doglia riguardando”.,"la tua barba, e la vista ti porterà lacrime più grandi."""
Con men di resistenza si dibarba,C'è meno resistenza nella robusta quercia
"robusto cerro, o vero al nostral vento",al suo sradicamento da un vento da terre
"o vero a quel de la terra di Iarba,",delle nostre o terre di larbas di quanto ho mostrato
ch'io non levai al suo comando il mento;,nel sollevare il mio mento al suo comando;
"e quando per la barba il viso chiese,","Sapevo abbastanza bene quando ha detto ""barba"" ma significava"
ben conobbi il velen de l'argomento.,Il mio viso... il veleno nella sua discussione.
"E come la mia faccia si distese,","Quando ebbi alzato il mio viso in piedi, i miei occhi"
posarsi quelle prime creature,sono stati in grado di percepire che le prime creature
da loro aspersïon l'occhio comprese;,si erano fermati e non stavano più spargendo fiori;
"e le mie luci, ancor poco sicure,","e ancora incerto di se stesso, la mia visione"
vider Beatrice volta in su la fiera,Beatrice si voltò verso l'animale
