Original,Translate_IT
"Quando ambedue li figli di Latona,",Finché entrambi i figli di Latona prendono
"coperti del Montone e de la Libra,","(quando, coperti dal Ram e scale, fanno"
"fanno de l'orizzonte insieme zona,",la loro cintura dell'orizzonte allo stesso
quant'è dal punto che 'l cenìt inlibra,momento) per passare dall'equilibrio-
"infin che l'uno e l'altro da quel cinto,",lo zenit tenuto in equilibrio con tale stato
"cambiando l'emisperio, si dilibra,","dove, cambiando emisferi, ognuno lascia quella cintura,"
"tanto, col volto di riso dipinto,","così a lungo ha fatto Beatrice, un sorriso su"
"si tacque Bëatrice, riguardando","il suo volto, mantenere il silenzio, anche mentre guardava"
fiso nel punto che m'avëa vinto.,Al Point che mi ha sopraffatto.
"Poi cominciò: “Io dico, e non dimando,","Poi ha cominciato: ""Io dico-non chiedere-che cosa"
"quel che tu vuoli udir, perch'io l'ho visto","ora voglio sentire, perché l'ho visto lì"
là 've s'appunta ogne  ubi e ogne quando,"dove, in un punto, tutti i quando e gli ubis finiscono."
"Non per aver a sé di bene acquisto,",Per non acquisire nuova bontà per Se stesso...
"ch'esser non può, ma perché suo splendore","che non può essere, ma che il suo splendore potrebbe,"
"potesse, risplendendo, dir ""Subsisto"",","mentre risplende a Lui, dichiara 'Subsisto',"
"in sua etternità di tempo fore,","nella sua eternità al di fuori del tempo,"
"fuor d'ogne altro comprender, come i piacque,","al di là di ogni altro confine, come a Lui piaceva,"
s'aperse in nuovi amor l'etterno amore.,L'Amore Eterno si è aperto a nuovi amori.
Né prima quasi torpente si giacque;,"E non mentiva, prima di questo, come se languisse;"
ché né prima né poscia procedette,"non c'era nessun dopo, non prima-erano"
lo discorrer di Dio sovra quest'acque.,non là finché Dio non si è mosso su queste acque.
"Forma e materia, congiunte e purette,","Poi forma e materia, o separatamente"
"usciro ad esser che non avia fallo,","o in stato misto, emerse come essere impeccabile,"
come d'arco tricordo tre saette.,"come da un arco a tre corde, tre frecce primavera."
"E come in vetro, in ambra o in cristallo","E come un raggio risplende nell'ambra, nel cristallo,"
"raggio resplende sì, che dal venire","o vetro, in modo che non ci sia intervallo"
"a l'esser tutto non è intervallo,","tra la sua venuta e la sua luce tutto,"
così 'l triforme effetto del suo sire,"Cosi' come le tre forme, la materia e la loro unione..."
ne l'esser suo raggiò insieme tutto,flash in essere dal Signore senza
sanza distinzïone in essordire.,distinzione all'inizio: tutto in una volta.
Concreato fu ordine e costrutto,Creato con le sostanze erano ordine
a le sustanze; e quelle furon cima,e modello; al vertice del mondo
nel mondo in che puro atto fu produtto;,erano quelli in cui era stato prodotto puro atto;
pura potenza tenne la parte ima;,e puro potenziale posseduto
nel mezzo strinse potenza con atto,"la parte più bassa; e nel mezzo, agire"
"tal vime, che già mai non si divima.",così unito potenzialità che essi
Ieronimo vi scrisse lungo tratto,"Per te, Jerome ha scritto:"
di secoli de li angeli creati,che venne la creazione degli angeli
anzi che l'altro mondo fosse fatto;,lunghi secoli prima che tutto il resto fosse fatto;
