Original,Translate_IT
"Quando per dilettanze o ver per doglie,","Se qualcosa ci fa bene o ci offende,"
"che alcuna virtù nostra comprenda,","Ci ha portato una forza dell'anima in rivolta,"
"l'anima bene ad essa si raccoglie,","E l'anima si affonda in tutto questo,"
par ch'a nulla potenza più intenda;,Allora sembra che non abbia nessun altro rispetto;
e questo è contra quello error che crede,"E questo dimostra abbastanza contro di lui,"
ch'un'anima sovr'altra in noi s'accenda.,Che ci ha animati da diverse anime.
"E però, quando s'ode cosa o vede",Ascoltando o vedendo qualcosa...
"che tegna forte a sé l'anima volta,",Quello che ci attrae forte e' il tempo perduto.
vassene 'l tempo e l'uom non se n'avvede;,Prima di crederci e di volerlo fare.
"ch'altra potenza è quella che l'ascolta,","Poiché la forza che ascolta è percepita in modo diverso,"
e altra è quella c'ha l'anima intera:,E al contrario della nostra anima tutta la forza;
questa è quasi legata e quella è sciolta.,"Libero è il primo, questo sembra legato."
"Di ciò ebb'io esperïenza vera,",Di questo ho ricevuto la scienza di Jetzo.
udendo quello spirto e ammirando;,"Nel frattempo, io obbedisco e silenzioso,"
ché ben cinquanta gradi salito era,Perche' l'anima mi sorprende...
"lo sole, e io non m'era accorto, quando","Cinquanta gradi erano saliti al sole,"
venimmo ove quell'anime ad una,Eh io ho notato un grido che mi è stato rivelato
gridaro a noi: “Qui è vostro dimando”.,"Di tutte le anime: ""Guardate le trincee!"""
Maggiore aperta molte volte impruna,"L'apertura, che ha un dorso,"
con una forcatella di sue spine,"Quando l'uva si sbriciola, i viticoltori chiudono,"
"l'uom de la villa quando l'uva imbruna,","E 'più spesso che qui la gola di roccia,"
che non era la calla onde salìne,Che ci ha fatto salire le anime.
"lo duca mio, e io appresso, soli,","Lui prima, io dopo, siamo saliti da soli"
come da noi la schiera si partìne.,"Il sentiero roccioso, quando ci hanno lasciati."
"Vassi in Sanleo e discendesi in Noli,",Empor a Bismantova e montagna
montasi su in Bismantova e 'n Cacume,"Con Noli, puoi invadere i piedi..."
con esso i piè; ma qui convien ch'om voli;,Ma chi si muove in questa direzione dev'essere animato;
dico con l'ale snelle e con le piume,"Cioe', con il grande desiderio delle ali,"
"del gran disio, di retro a quel condotto","Che mi ha seguito con la forza del Fuhrer,"
che speranza mi dava e facea lume.,La luce mi ha dato e la speranza per il successo.
"Noi salavam per entro 'l sasso rotto,","Siamo saliti all'interno della fenditura della roccia,"
"e d'ogne lato ne stringea lo stremo,","Preoccupato da lui, e trovato a malapena con le mani"
e piedi e man volea il suol di sotto.,E i piedi sotto di noi si fermano a terra.
Poi che noi fummo in su l'orlo suppremo,Dopo che siamo usciti dalle pareti robuste.
"de l'alta ripa, a la scoperta piaggia,","Richiesto alla Gestad aperta,"
"“Maestro mio”, diss'io, “che via faremo?”.","E io: ""Maestro, dimmi dove siamo diretti."""
Ed elli a me: “Nessun tuo passo caggia;,"E lui: ""Secondo me, il tuo sentiero va in alto!"
"pur su al monte dietro a me acquista,","All'indietro, nessuno dei tuoi passi deve muoversi,"
fin che n'appaia alcuna scorta saggia”.,"Finche' non si avvicinera' da qualche parte un leader esperto!"""
"Lo sommo er'alto che vincea la vista,",La vetta non è riuscita a raggiungere lo sguardo;
e la costa superba più assai,"Il lato è andato, orgoglioso, verticale quasi,"
che da mezzo quadrante a centro lista.,Confrontare la pendenza della piramide.
"Io era lasso, quando cominciai:",Ero gia' stanco e ho iniziato...
"“O dolce padre, volgiti, e rimira","""O padre dolce, la maturità diventa imbarazzante!"
"com'io rimango sol, se non restai”.","Guarda e guarda che non riesco a seguire!"""
"“Figliuol mio”, disse, “infin quivi ti tira”,","""Ti trascinerai fino a lì."" Così disse il saggio"
additandomi un balzo poco in sùe,"E indica un vantaggio vicino là,"
che da quel lato il poggio tutto gira.,Da cui sembrava che girasse intorno alla montagna.
"Sì mi spronaron le parole sue,","Ero uno spore della nobile Parola del Maestro,"
"ch'i' mi sforzai carpando appresso lui,",Continuare il viaggio con tutte le forze;
tanto che 'l cinghio sotto i piè mi fue.,Così mi sono allontanato fino alla cintura di montagna.
A seder ci ponemmo ivi ambedui,"E lì ci siamo fermati per sederci,"
"vòlti a levante ond'eravam saliti,","verso est, girato verso il sentiero gonfio,"
che suole a riguardar giovare altrui.,A cui gli sguardi di Wanderer si sono divertiti.
Li occhi prima drizzai ai bassi liti;,"Gli occhi mi tornano alla spiaggia profonda,"
"poscia li alzai al sole, e ammirava","Poi, quando l'ho portata al sole,"
che da sinistra n'eravam feriti.,"Che ci spruzzava a sinistra, il glutine, stava in piedi,"
Ben s'avvide il poeta ch'ïo stava,Virgil vide che io ero il carro della luce
"stupido tutto al carro de la luce,",Sorpreso perché tra mezzanotte
ove tra noi e Aquilone intrava.,E la nostra posizione sembrava inseguire...
Ond'elli a me: “Se Castore e Poluce,"E disse: ""Quando quel specchio di potenza eterna"
fossero in compagnia di quello specchio,"Castore e Pollux ora sarebbero compagni,"
"che sù e giù del suo lume conduce,","Colui che apre e toglie luce e splendore,"
tu vedresti il Zodïaco rubecchio,"Così sarebbe, girando più vicino agli orsi,"
"ancora a l'Orse più stretto rotare,","Se non si allontana dalla vecchia strada,"
se non uscisse fuor del cammin vecchio.,"Con la sua brace, trasfigurare lo Zodiak."
"Come ciò sia, se 'l vuoi poter pensare,","Pensa solo se questa parola ti confonde,"
"dentro raccolto, imagina Sïòn",Che questo monte guarisce con le altezze di Sion
con questo monte in su la terra stare,"Limitato da un orizzonte,"
"sì, ch'amendue hanno un solo orizzòn",Ma sono entrambi in piedi su altri emisferi;
e diversi emisperi; onde la strada,"La ferrovia, la Phaethon, il cancello, attraversa,"
