Original,Translate_IT
Già era dritta in sù la fiamma e queta,"Già in piedi in piedi e silenziosamente il capo della fiamma,"
"per non dir più, e già da noi sen gia","E si allontanò nel profondo silenzio,"
"con la licenza del dolce poeta,",Dopo che il dolce poeta le permette.
"quand'un'altra, che dietro a lei venìa,","Abbiamo cercato di mostrarle una seconda,"
ne fece volger li occhi a la sua cima,"E un pettegolezzo confuso, che voi deteste,"
per un confuso suon che fuor n'uscia.,Fate salire il nostro sguardo verso la sua cima.
Come 'l bue cicilian che mugghiò prima,"Proprio come il toro siciliano, il lamentoso"
"col pianto di colui, e ciò fu dritto,","All'inizio il santuario del suo fotografo urlava,"
"che l'avea temperato con sua lima,","▪ E così fu scagliato dalla sua lamentela,"
"mugghiava con la voce de l'afflitto,","Che nascondeva nello spazio vuoto interno,"
"sì che, con tutto che fosse di rame,","E, tutto di minerale, nel suo gemito spaventato"
pur el pareva dal dolor trafitto;,Sembrava che anche il dolore lo riempisse;
"così, per non aver via né forame","Così è sembrato il lamento, che in grotte"
"dal principio nel foco, in suo linguaggio","E non pervadevano da nessuna parte,"
si convertïan le parole grame.,E' come il suono del fuoco che si inginocchia.
Ma poscia ch'ebber colto lor vïaggio,"Ma quando si agitava verso il picco,"
"su per la punta, dandole quel guizzo","Quelli che girano la lingua ogni tanto,"
"che dato avea la lingua in lor passaggio,",Si curvo lungo il passaggio.
udimmo dire: “O tu a cu' io drizzo,"Allora disse: ""Oh, a cui torna la mia parola,"
"la voce e che parlavi mo lombardo,","Che tu, come ho sentito, con quel chiodo..."
"dicendo ""Istra ten va, più non t'adizzo"",","Detto: Vai, non lamentarti più!"
"perch'io sia giunto forse alquanto tardo,","Anche se sono venuto qui un po' tardi,"
non t'incresca restare a parlar meco;,"Ma perche' tieni d'occhio le mie domande,"
"vedi che non incresce a me, e ardo!","Perche', guarda, sono ancora vivo nonostante il glutine draga."
Se tu pur mo in questo mondo cieco,Sei in questo buio pozzo per fare il maglione
caduto se' di quella dolce terra,"Solo ora divorziato dalla dolce Latierland,"
"latina ond'io mia colpa tutta reco,",Da cui ho portato qui tutta la colpa...
dimmi se Romagnuoli han pace o guerra;,"Di': ""La guerra è romagnola o la pace?"""
ch'io fui d'i monti là intra Orbino,"Poiché la bella terra produce anche me,"
e 'l giogo di che Tever si diserra”.,"Così mi interessa ancora il suo destino."""
"Io era in giuso ancora attento e chino,","Ero ben piegato verso il basso,"
"quando il mio duca mi tentò di costa,","Allora Virgil mi spinse piano e disse: ""Parla,"
dicendo: “Parla tu; questi è latino”.,"È un latiere, come testimonia la sua parola."""
"E io, ch'avea già pronta la risposta,",A cosa sto gia' aspettando per oppormi...
sanza indugio a parlare incominciai:,Così lo sospinse con grande esitazione:
"“O anima che se' là giù nascosta,","""O anima, qui nascosta, ma faida"
"Romagna tua non è, e non fu mai,","Non e' mai stato territorio della tua patria,"
sanza guerra ne' cuor de' suoi tiranni;,Perché nella lotta dei canili i cuori sono sempre arrabbiati;
ma 'n palese nessuna or vi lasciai.,"Ma a quanto pare non c'era, visto che ho divorziato."
Ravenna sta come stata è molt'anni:,"Ravenna è stata esaudita; là si nutrono,"
"l'aguglia da Polenta la si cova,","Come da anni, polentas aar,"
sì che Cervia ricuopre co' suoi vanni.,Guardare l'ala sotto di sé anche Cervia
La terra che fé già la lunga prova,La citta' che e' rimasta bloccata in una lunga prova...
"e di Franceschi sanguinoso mucchio,",Dove scorrevano le correnti rosse del sangue di Franken...
sotto le branche verdi si ritrova.,Ora è completamente sotto il verde leone.
"E 'l mastin vecchio e 'l nuovo da Verrucchio,","Vecchio e nuovo cane di Verruchios, si comportano"
"che fecer di Montagna il mal governo,",Peccato che una volta abbia ricompensato la Montagna...
là dove soglion fan d'i denti succhio.,Dove stanno raccogliendo i denti tenere.
Le città di Lamone e di Santerno,"Quello che vive a Lamon e Santerno,"
"conduce il lïoncel dal nido bianco,","Lasciarsi guidare dal leone nel nido bianco,"
che muta parte da la state al verno.,Che scambia il partito con ogni luna.
"E quella cu' il Savio bagna il fianco,","Essi, che Savio diluvio bagna le pagine,"
"così com'ella sie' tra 'l piano e 'l monte,","Vive tra schiavitù e libertà,"
tra tirannia si vive e stato franco.,Come tra la montagna e la distesa.
"Ora chi se', ti priego che ne conte;","Ora, prego, facci conoscere chi sei."
"non esser duro più ch'altri sia stato,","Come all'oblio sfugga la tua Nam,"
se 'l nome tuo nel mondo tegna fronte”.,"Non essere più duro di quanto non abbia mai trovato."""
Poscia che 'l foco alquanto ebbe rugghiato,"E la fiamma si arde nella pancia,"
"al modo suo, l'aguta punta mosse",Come un fuoco che soffiava; ella tremava avanti e indietro
"di qua, di là, e poi diè cotal fiato:",La testa piu' alta e poi ha dato a quella camicia:
“S'i' credesse che mia risposta fosse,"""Io parlo a uno il cui ritorno"
"a persona che mai tornasse al mondo,","Dopo quel mondo ho mai creduto possibile,"
questa fiamma staria sanza più scosse;,Così questa fiamma non si è mai agitata più.
ma però che già mai di questo fondo,"Ma poiché questo non permise a nessuno di fare l'inferno,"
"non tornò vivo alcun, s'i' odo il vero,","Così dico senza paura di vergogna e di vergogna,"
sanza tema d'infamia ti rispondo.,Il che mi ha spinto qui e mi ha privato della salvezza.
"Io fui uom d'arme, e poi fui cordigliero,",Ero solo un guerriero e un monaco.
"credendomi, sì cinto, fare ammenda;",Per farmi risorgere dal caso per penitenza;
"e certo il creder mio venìa intero,",Certo accadde quello che promisi.
"se non fosse il gran prete, a cui mal prenda!,",Solo l'Arcopà può distruggerlo da Dio.
che mi rimise ne le prime colpe;,"Mi ha associato di nuovo ai peccatori,"
"e come e quare, voglio che m'intenda.",Come e perché? Voglio dirlo ora.
Mentre ch'io forma fui d'ossa e di polpe,"Quando vivo ancora in cima al vostro mondo,"
"che la madre mi diè, l'opere mie",E non fui mai paragonato al reverendo.
"non furon leonine, ma di volpe.",Ma piu' spesso e' come una volpe.
Li accorgimenti e le coperte vie,In tutti gli armadi e le scuderie segrete
"io seppi tutte, e sì menai lor arte,",Sono stato abile nel suo esercizio intelligente
ch'al fine de la terra il suono uscie.,E quindi famoso in tutti i cieli.
Quando mi vidi giunto in quella parte,Ma quando arrivò il tempo in cui i capelli grigi
di mia etade ove ciascun dovrebbe,Esortiamoci a temere l'alto mare
"calar le vele e raccoglier le sarte,","E tirare la vela e la rugiada,"
"ciò che pria mi piacëa, allor m'increbbe,","Devo pentirmi di ciò che mi è piaciuto,"
e pentuto e confesso mi rendei;,"Or monaco di Ward e penitenza nel luogo santo,"
ahi miser lasso! e giovato sarebbe.,"Oh, e ancora posso godere la salvezza."
"Lo principe d'i novi Farisei,",Il nuovo Fariseo Signore e Hort
"avendo guerra presso a Laterano,","(In guerra, non con gli ebrei e i Turchi,"
"e non con Saracin né con Giudei,","Piuttosto sul Laterano e vicino a lì,"
"ché ciascun suo nimico era cristiano,","Perché tutti i suoi nemici erano cristiani,"
e nessun era stato a vincer Acri,Che non ha vinto con Acri e non
"né mercatante in terra di Soldano,","Guidare il paese del Sultano come sciacallista),"
