Original,Translate_IT
"S'ïo avessi le rime aspre e chiocce,",Ah! se avessi i vermi aspri e rocciosi
come si converrebbe al tristo buco,che occorre per evocare il triste precipizio
"sovra 'l qual pontan tutte l'altre rocce,","al quale giungeranno tutte le altre rocce,"
io premerei di mio concetto il suco,Potrei esprimere il succo del mio pensiero
"più pienamente; ma perch'io non l'abbo,","meno imperfettamente; ma io non li ho,"
non sanza tema a dicer mi conduco;,Ed è nel dubbio che ne parlerò.
ché non è impresa da pigliare a gabbo,"Non è un caso da prendere alla leggera,"
"discriver fondo a tutto l'universo,","che rappresentano il fondo dell'universo,"
né da lingua che chiami mamma o babbo.,"Per chi dice: “Papà, mamma” a malapena."
Ma quelle donne aiutino il mio verso,"Ma, per aiutare i miei versi, vengono le stesse signore."
"ch'aiutaro Anfïone a chiuder Tebe,","che spingevano Anfione, quando chiudeva Tebe,"
sì che dal fatto il dir non sia diverso.,affinché il mio discorso risponda alle circostanze.
Oh sovra tutte mal creata plebe,"O plebe infelice tra tutte le plebe,"
"che stai nel loco onde parlare è duro,","che rimangono nel luogo così difficile da dire,"
mei foste state qui pecore o zebe!,che cosa non eri capra o pecora nella vita!
Come noi fummo giù nel pozzo scuro,"Quando finalmente fummo in fondo al pozzo oscuro,"
"sotto i piè del gigante assai più bassi,","sotto i piedi del gigante, ma molto più in basso di lui,"
"e io mirava ancora a l'alto muro,","guardavo sempre verso l'alto,"
dicere udi'mi: “Guarda come passi:,"quando sentii parlare: «Attento, avanzando"
"va sì, che tu non calchi con le piante","e, facendo passi, non calpestare"
le teste de' fratei miseri lassi”.,dei tuoi fratelli stanchi le teste miserabili!».
"Per ch'io mi volsi, e vidimi davante","E, voltandomi, vidi davanti a me"
e sotto i piedi un lago che per gelo,"e sotto i miei piedi un lago che, coperto dal ghiaccio,"
avea di vetro e non d'acqua sembiante.,Aveva l’aspetto del bicchiere piuttosto che dell’acqua.
Non fece al corso suo sì grosso velo,"In inverno, l'acqua del Danubio è coperta in Austria"
"di verno la Danoia in Osterlicchi,","di vele meno spesse di quelle che vediamo qui,"
"né Tanaï là sotto 'l freddo cielo,","o sotto un cielo trafitto, laggiù, il Tanais;"
com'era quivi; che se Tambernicchi,Se di Tambernic tutta la massa
"vi fosse sù caduto, o Pietrapana,","o di Pietraprana crollava sopra,"
non avria pur da l'orlo fatto cricchi.,Non si sentirebbe nemmeno un piccolo: crac! al bordo.
E come a gracidar si sta la rana,"E come la rana ha, quando cozza,"
"col muso fuor de l'acqua, quando sogna","il muso fuori dall'acqua, in questa stagione"
"di spigolar sovente la villana,","dove i ricchi raccolti fanno sognare la cattiva,"
"livide, insin là dove appar vergogna","lividi fino al punto in cui arrossisce la vergogna,"
"eran l'ombre dolenti ne la ghiaccia,",spiriti dolorosi si tuffavano in questo ghiaccio
mettendo i denti in nota di cicogna.,"e i loro denti, sbattendo, richiamavano le cicogne."
Ognuna in giù tenea volta la faccia;,Questi spiriti tenevano tutti i volti abbassati:
"da bocca il freddo, e da li occhi il cor tristo",La loro bocca era testimone del freddo che provavano.
tra lor testimonianza si procaccia.,"e i loro occhi, dei tormenti che si nuocevano al cuore."
"Quand'io m'ebbi dintorno alquanto visto,","Dopo aver gettato tutto intorno uno sguardo,"
"volsimi a' piedi, e vidi due sì stretti,","lì, quasi sotto i miei piedi, ne vidi due così stretti,"
che 'l pel del capo avieno insieme misto.,che fino ai loro capelli si erano intrecciati.
"“Ditemi, voi che sì strignete i petti”,","“O voi che premete così forte sui vostri petti,"
