Original,Translate_IT_1
"Sì come nella litterale esposizione dopo le generali laude alle speziali si discende, prima dalla parte dell'anima, poi dalla parte del corpo, così ora intende lo testo dopo le generali commendazioni a speziali discendere.","Proprio come nella spiegazione letterale il testo discese da lodi generali a particolari, prima quelli che si riferiscono all'anima poi quelli che si riferiscono al corpo, così ora procede scendendo da generali a encomi particolari. Come è stato detto sopra, allora, Filosofia qui ha la saggezza come materia di suo soggetto, l'amore come sua forma, e l'esercizio della contemplazione come il composito di entrambi. E così in questa stanza che immediatamente segue, cominciando la potenza divina scende in lei, ho intenzione di lodare l'amore, che fa parte della Filosofia."
"Sì come detto è di sopra, Filosofia per subietto materiale qui ha la sapienza, e per forma ha amore, e per composto dell'uno e dell'altro l'uso di speculazione. Onde in questo verso che seguentemente comincia: In lei discende la vertù divina, io intendo commendare l'amore che è parte della filosofia.",Si dovrebbe spiegare qui che dire di qualcosa che il suo potere discende in un'altra cosa è lo stesso dire che esso forma quell'altra cosa in una somiglianza di se stesso. Gli agenti naturali sono un caso nel punto: osserviamo chiaramente che quando il loro potere scende in oggetti passivi alla loro influenza attirano quegli oggetti in somiglianza con se stessi nella misura più grande di cui sono capaci.
"Ove è da sapere che discendere la vertude d'una cosa in altra non è altro che redure quella in sua similitudine, sì come nelli agenti naturali vedemo manifestamente: ché, discendendo la loro virtù nelle pazienti cose, recano quelle a loro similitudine tanto quanto possibili sono a venire ad essa. Onde vedemo lo sole che, discendendo lo raggio suo qua giù, reduce le cose a sua similitudine di lume quanto esse per loro disposizione possono dalla [sua] vertude lume ricevere. Così dico che Dio questo amore a sua similitudine reduce quanto esso è possibile a lui assimigliarsi. E ponsi la qualitade della reduzione, dicendo: sì come face in angelo che 'l vede.","Osserviamo, ad esempio, che quando il Sole invia i suoi raggi su questa terra essa forma le cose in una somiglianza di se stessa per quanto riguarda la luce nella misura in cui sono in grado di ricevere la potenza della luce in virtù della loro disposizione. Così dico che Dio attira questo amore in una somiglianza di Sé nella misura in cui è in grado di essere assimilato a Lui. Dichiaro come è così attratto dalle parole: Come lo fa in un angelo che lo vede."
"Ove ancora è da sapere che lo primo agente, cioè Dio, pinge la sua vertù in cose per modo di diritto raggio, e in cose per modo di splendore reverberato; onde nelle Intelligenze [separate] raggia la divina luce sanza mezzo, nell'altre si ripercuote da queste Intelligenze prima illuminate.","Qui va ulteriormente spiegato che il primo agente, Dio, conferisce il Suo potere ad alcune cose per mezzo di un raggio diretto, e ad altre per mezzo di uno splendore riflesso; in particolare, la luce divina brilla nelle Intelligenze senza alcun intermediario, e si riflette su altre cose da queste Intelligenze che sono state prima illuminate."
"Ma però che qui è fatta menzione di luce e di splendore, a perfetto intendimento mostrerò [la] differenza di questi vocabuli, secondo che Avicenna sente. Dico che l'usanza de' filosofi è di chiamare 'luce' lo lume in quanto esso è nel suo fontale principio; di chiamare 'raggio' in quanto esso è per lo mezzo, dal principio al primo corpo dove si termina; di chiamare 'splendore' in quanto esso è in altra parte alluminata ripercusso.","Tuttavia, poiché qui ho fatto riferimento alla luce e allo splendore, renderò perfettamente chiaro il mio significato spiegando la distinzione tra questi termini, secondo le opinioni di Avicenna. È consuetudine dei filosofi usare la parola ""luce"" per la luminosità come esiste nella sua fonte originale; la parola ""ray"" per questo come esiste nel mezzo, che giace tra la sorgente e il primo corpo che colpisce; e la parola ""splendore"" per questo come esiste quando si riflette in qualche altro essere che è stato illuminato."
"Dico adunque che la divina vertù sanza mezzo questo amore tragge a sua similitudine. E ciò si può fare manifesto massimamente in ciò, che sì come lo divino amore è tutto etterno, così conviene che sia etterno lo suo obietto di necessitate, sì che etterne cose siano quelle che esso ama. E così face a questo amore amare; ché la sapienza, nella quale questo amore fère, etterna è. Onde è scritto di lei: «Dal principio [e] dinanzi dalli secoli creata sono, e nel secolo che dee venire non verrò meno»; e nelli Proverbi di Salomone essa Sapienza dice: «Etternalmente ordinata sono»; e nel principio di Giovanni, nell'Evangelio, si può la sua etternitade apertamente notare.","Dichiaro, quindi, che la potenza divina senza alcun intermediario attira questo amore in somiglianza con se stesso. Questo può essere dimostrato come il caso principalmente da quanto segue: poiché l'amore divino è interamente eterno, il suo oggetto deve necessariamente essere eterno, in modo che gli esseri che Dio ama siano esseri eterni; e fa sì che questo amore ami allo stesso modo, perché la sapienza su cui questo amore colpisce è eterna."
"E quinci nasce che là dovunque questo amore splende, tutti li altri amori si fanno oscuri e quasi spenti, imperò che lo suo obietto etterno improporzionalmente li altri obietti vince e soperchia.","Ecco perché per sapienza si scrive: ""Nel principio prima di tutte le età sono stato creato, e nel tempo ancora a venire non cesserò di essere""; e nei Proverbi di Salomone la stessa Sapienza dice: ""Dall'eternità sono stato ordinato""; e all'inizio del Vangelo di Giovanni la sua eternità è chiaramente implicita. E così si tratta di che ovunque lo splendore di questo amore è presente tutti gli altri amori diventano fitti e quasi spesi, perché il suo oggetto eterno supera e supera tutti gli altri oggetti."
"Per che li filosofi eccellentissimi nelli loro atti apertamente lo ne dimostraro, per li quali sapemo essi tutte l'altre cose, fuori che la sapienza, avere messe a non calere. Onde Democrito, della propia persona non curando, né barba né capelli né unghie si tollea; Platone, delli beni temporali non curando, la reale dignitade mise a non calere, ché figlio di re fue; Aristotile, d'altro amico non curando, contra lo suo migliore amico - fuori di quella - combatteo, sì come contra lo nomato Platone. E perché di questi parliamo, quando troviamo li altri che per questi pensieri la loro vita disprezzaro, sì come Zeno, Socrate, Seneca e molti altri? E però è manifesto che la divina virtù, a guisa che in angelo, in questo amore nelli uomini discende.","E così i filosofi più eminenti ne diedero prova nelle loro azioni, che ci indicano che trattavano con indifferenza tutto al di fuori della saggezza: così Democrito, non prestando attenzione al suo aspetto, non tagliò né la barba né i capelli né le unghie; Platone, non prestando attenzione ai beni terreni, trattava la dignità regale con indifferenza, figlio di un re anche se era; Aristotele, non prestando attenzione a nessun altro amico, combatté contro il suo migliore amico tranne la saggezza, Platone, che abbiamo appena menzionato. Ma perché parlare di questi uomini quando troviamo altri che, perché hanno pensato in questo modo, non hanno tenuto conto della propria vita, come Zeno, Socrates, Seneca e molti altri."
"E per dare esperienza di ciò, grida sussequentemente lo testo: e qual donna gentil questo non crede, vada con lei. Per donna gentile s'intende la nobile anima d'ingegno, e libera nella sua propia potestate, che è la ragione.","È chiaro, quindi, che la potenza divina discende in questo amore negli esseri umani come in un angelo. Per fare esperienza di questo, il testo continua a gridare: Lasciate che ogni nobile donna che non crede a questo accompagnarla e osservare. Da nobile signora si intende l'anima nobile che possiede intelligenza ed è libera in virtù della sua propria potenza, la ragione."
"Onde l'altre anime dire non si possono donne, ma ancille, però che non per loro sono ma per altrui; e lo Filosofo dice, nel secondo della Metafisica, che quella cosa è libera, ch'è per sua cagione, e non per altrui.","Ecco perché le altre anime non possono essere chiamate signore ma servi, poiché esistono non per il loro bene, ma per quello di qualcos'altro; come dice il filosofo, qualcosa è libero che esiste per il suo bene, e non per quello di qualcos'altro."
