Original,Translate_IT
In quella parte del giovanetto anno,In quella parte dell'anno giovanile in cui
che 'l sole i crin sotto l'Aquario tempra,"Il Sole le sue serrature sotto i temperamenti dell'Acquario,"
"e già le notti al mezzo dì sen vanno,","E ora le notti si avvicinano a mezza giornata,"
quando la brina in su la terra assempra,A che ora l'hoar-frost copia sul terreno
"l'imagine di sua sorella bianca,","La parvenza esteriore della sorella bianca,"
"ma poco dura a la sua penna tempra,","Ma poco dura il temperamento della sua penna,"
"lo villanello a cui la roba manca,","Il marito, il cui foraggio lo fa mancare,"
"si leva, e guarda, e vede la campagna","Sorge, guarda, e vede lo champaign"
"biancheggiar tutta; ond'ei si batte l'anca,","Tutti bianchi scintillanti, dove batte il fianco,"
"ritorna in casa, e qua e là si lagna,","ritorna nelle porte, e su e giù si lamenta,"
come 'l tapin che non sa che si faccia;,"Come un povero disgraziato, che non sa cosa fare;"
"poi riede, e la speranza ringavagna,","Poi ritorna e la speranza rivive,"
veggendo 'l mondo aver cangiata faccia,Vedere il mondo ha cambiato il suo volto
"in poco d'ora, e prende suo vincastro","In poco tempo, e prende il ladro del suo pastore,"
e fuor le pecorelle a pascer caccia.,E gli agnellini vanno a pascolare.
Così mi fece sbigottir lo mastro,"Così il Maestro mi ha riempito di allarme,"
"quand'io li vidi sì turbar la fronte,","Quando ho visto la sua fronte cosi' disturbata,"
e così tosto al mal giunse lo 'mpiastro;,E alla malattia è venuto appena l'intonaco.
"ché, come noi venimmo al guasto ponte,","Come infatti siamo giunti al ponte rovinato,"
lo duca a me si volse con quel piglio,Il Leader si voltò verso di me con quello sguardo dolce
dolce ch'io vidi prima a piè del monte.,Che ho visto per la prima volta al piede della montagna.
"Le braccia aperse, dopo alcun consiglio","Le sue braccia si aprì, dopo qualche consiglio"
eletto seco riguardando prima,"In se stesso eletto, guardando prima"
"ben la ruina, e diedemi di piglio.","Beh, alla rovina, e mi ha afferrato."
"E come quei ch'adopera ed estima,","E come colui che agisce e medita,"
"che sempre par che 'nnanzi si proveggia,","Per sì sembra che egli provvede in anticipo,"
