Original,Translate_IT
Nel tempo che Iunone era crucciata,"Era quando Juno era infuriato,"
"per Semelè contra 'l sangue tebano,","Per Semele, contro il sangue di Tebano,"
"come mostrò una e altra fïata,","Come già più di una volta aveva dimostrato,"
"Atamante divenne tanto insano,","Athamàm divenne reft della ragione,"
che veggendo la moglie con due figli,"Che, vedendo la propria moglie con figli twain"
"andar carcata da ciascuna mano,","Camminando gravato su una delle due mani,"
"gridò: “Tendiam le reti, sì ch'io pigli","Egli gridò: ""Spargi le reti, che io possa prendere"
la leonessa e ' leoncini al varco”;,"La leonessa e il suo fischio sul passaggio;"""
"e poi distese i dispietati artigli,","E poi ha esteso i suoi artigli non oppressivi,"
"prendendo l'un ch'avea nome Learco,","Prendendo il primo, che aveva il nome Learco,"
e rotollo e percosselo ad un sasso;,e lo girovagava e lo schiantava su una roccia;
e quella s'annegò con l'altro carco.,"E lei, con l'altro burthen, annegò se stessa;"
E quando la fortuna volse in basso,E nel momento in cui la fortuna verso il basso
"l'altezza de' Troian che tutto ardiva,","L'arroganza di Troia, che tutte le cose hanno osato,"
"sì che 'nsieme col regno il re fu casso,","Così il re fu schiacciato con il suo regno,"
"Ecuba trista, misera e cattiva,","Ecuba triste, sconsolato e prigioniero,"
"poscia che vide Polissena morta,","Quando senza vita vide Polyxena,"
e del suo Polidoro in su la riva,E del suo Polidoro sulla riva
"del mar si fu la dolorosa accorta,","Di oceano era il doloroso consapevole,"
forsennata latrò sì come cane;,"Fuori dai sensi come un cane che abbaiò,"
tanto il dolor le fé la mente torta.,Così tanto l'angoscia aveva la mente distorta;
Ma né di Tebe furie né troiane,Ma non di Tebe la furia e il troiano
"si vider mäi in alcun tanto crude,",Sono mai stati visti in uno così crudele
"non punger bestie, nonché membra umane,","Nelle bestie incandescenti, e molto più membri umani,"
"quant'io vidi in due ombre smorte e nude,","Mentre vedevo due ombre pallide e nude,"
che mordendo correvan di quel modo,"Chi, mordendo, nel modo in cui correva"
che 'l porco quando del porcil si schiude.,"Quello che fa un cinghiale, quando dal viscido si è liberato."
"L'una giunse a Capocchio, e in sul nodo","Uno a Capocchio è venuto, e per la nuca"
"del collo l'assannò, sì che, tirando,","Colpito con i denti il suo collo, in modo che nel trascinare"
grattar li fece il ventre al fondo sodo.,Gli ha fatto grattugiare il fondo solido.
"E l'Aretin che rimase, tremando","E l'Aretina, che tremava era rimasta,"
"mi disse: “Quel folletto è Gianni Schicchi,","Mi disse: ""Quello sprite pazzo è Gianni Schicchi,"
e va rabbioso altrui così conciando”.,"E il raving va così arrying altra gente."""
"“Oh”, diss'io lui, “se l'altro non ti ficchi","""O,"" gli ho detto, ""così non può l'altro"
"li denti a dosso, non ti sia fatica","Metti i denti su di te, lascia che non ti stanchi"
"a dir chi è, pria che di qui si spicchi”.","Per dirci chi è, prima che freccetta da qui."""
Ed elli a me: “Quell'è l'anima antica,"E lui per me: ""Questo è l'antico fantasma"
"di Mirra scellerata, che divenne","Della mirra nefande, che divenne"
"al padre, fuor del dritto amore, amica.","Al di là di ogni giusto amore, l'amante di suo padre."
"Questa a peccar con esso così venne,","Venne a peccare con lui dopo questo modo,"
"falsificando sé in altrui forma,",contraffazione di un'altra forma;
"come l'altro che là sen va, sostenne,","Come colui che va là ha intrapreso,"
"per guadagnar la donna de la torma,","per guadagnare la signora del branco,"
"falsificare in sé Buoso Donati,","Per contraffare in se stesso Buoso Donati,"
testando e dando al testamento norma”.,"Fare una volontà e dare la giusta forma."""
E poi che i due rabbiosi fuor passati,E dopo la morte dei due maniaci
"sovra cu' io avea l'occhio tenuto,","Su chi ho tenuto l'occhio, l'ho girato indietro"
rivolsilo a guardar li altri mal nati.,Guardare l'altro malvagio nato.
"Io vidi un, fatto a guisa di lëuto,","Ne ho visto uno fatto in modo da un liuto,"
pur ch'elli avesse avuta l'anguinaia,Se solo avesse tagliato l'inguine...
tronca da l'altro che l'uomo ha forcuto.,Proprio nel punto in cui un uomo è forcuto.
"La grave idropesì, che sì dispaia","Il pesante dropsy, che così sproporzioni"
"le membra con l'omor che mal converte,","Gli arti con l'umorismo, che mal si inventa,"
"che 'l viso non risponde a la ventraia,","Che il volto non corrisponde alla pancia,"
faceva lui tener le labbra aperte,Lo costrinse a tenere le labbra separate.
