Original,Translate_IT
"O Simon mago, o miseri seguaci","O Simone Mago, o suoi tristi discepoli!"
"che le cose di Dio, che di bontate","i rapaci, che ti prendono le cose di Dio,"
"deon essere spose, e voi rapaci","che dovrebbero essere le spose della giustizia,"
"per oro e per argento avolterate,",e fateli fornicare per oro e argento!
"or convien che per voi suoni la tromba,",È giunto il momento di far suonare la tromba
però che ne la terza bolgia state.,per te; il tuo posto è qui in questo terzo sacchetto.
"Già eravamo, a la seguente tomba,",Avevamo già raggiunto la tomba oltre
montati de lo scoglio in quella parte,"e si arrampicò sul crinale, dove il suo punto alto"
ch'a punto sovra mezzo 'l fosso piomba.,appende appena sopra il centro del fosso.
"O somma sapïenza, quanta è l'arte","O Sapienza più alta, quanta arte mostri"
"che mostri in cielo, in terra e nel mal mondo,","in cielo, in terra e in questo mondo triste,"
e quanto giusto tua virtù comparte!,come è giusto il tuo potere quando si allotta!
Io vidi per le coste e per lo fondo,"Lungo i lati e giù lungo il fondo,"
"piena la pietra livida di fóri,",Ho visto che la roccia livida era perforata:
d'un largo tutti e ciascun era tondo.,le aperture erano tutte di un'unica larghezza e rotonda.
Non mi parean men ampi né maggiori,Non mi sembravano meno larghi o più
"che que' che son nel mio bel San Giovanni,",di quelli che nel mio bello San Giovanni
fatti per loco d'i battezzatori;,sono stati fatti per servire come bacini per il battesimo;
"l'un de li quali, ancor non è molt'anni,","e uno di questi, non molti anni fa,"
rupp'io per un che dentro v'annegava:,Ho rotto per qualcuno che ci stava affogando dentro:
e questo sia suggel ch'ogn'omo sganni.,e che questo sia il mio sigillo per mettere gli uomini dritti.
Fuor de la bocca a ciascun soperchiava,Fuori dalla bocca di ogni buco è emerso
d'un peccator li piedi e de le gambe,i piedi di un peccatore e così tanto delle sue gambe
"infino al grosso, e l'altro dentro stava.",fino alla coscia; il resto è rimasto dentro.
Le piante erano a tutti accese intrambe;,Entrambe le piante di ogni peccatore erano in fiamme;
"per che sì forte guizzavan le giunte,","le loro articolazioni si contorcevano con tanta violenza,"
che spezzate averien ritorte e strambe.,avrebbero tagliato le dita e le corde d'erba.
Qual suole il fiammeggiar de le cose unte,Come la fiamma sulle cose oleose si muoverà solo
"muoversi pur su per la strema buccia,","lungo la superficie esterna, così anche là,"
tal era lì dai calcagni a le punte.,quel fuoco si è fatto strada dai tacchi alle dita dei piedi.
"“Chi è colui, maestro, che si cruccia","""Maestro,"" dissi, ""chi è quell'ombra che soffre"
"guizzando più che li altri suoi consorti”,","e trema più di tutti gli altri suoi compagni,"
"diss'io, “e cui più roggia fiamma succia?”.","quel peccatore che è leccato dalle fiamme più rosse?"""
Ed elli a me: “Se tu vuo' ch'i' ti porti,"E lui a me: ""Se tu mi facessi condurre"
"là giù per quella ripa che più giace,","scendi lungo le rive più ripide,"
da lui saprai di sé e de' suoi torti”.,"da lui imparerai del suo sé e dei suoi peccati."""
"E io: “Tanto m'è bel, quanto a te piace:","E io: ""Ciò che piace a te piacerà anche a me:"
"tu se' segnore, e sai ch'i' non mi parto",tu sei il mio signore; tu sai che io non sbatto
"dal tuo volere, e sai quel che si tace”.","da quello che vuoi; tu sai quello che non si dice."""
Allor venimmo in su l'argine quarto;,In questo siamo arrivati al quarto argine;
volgemmo e discendemmo a mano stanca,"ci voltammo e, tenendosi a sinistra, scendemmo"
là giù nel fondo foracchiato e arto.,nel fondo stretto e traforato.
Lo buon maestro ancor de la sua anca,Mio buon Dio non mi ha permesso di lasciare il suo fianco
"non mi dipuose, sì mi giunse al rotto",finche' non mi aveva portato nel buco che teneva
di quel che si piangeva con la zanca.,quel peccatore che si lamentava con le gambe.
"“O qual che se' che 'l di sù tien di sotto,","""Chiunque tu sia, l'anima desolata,"
"anima trista come pal commessa”,","la cui testa è in basso, piantata come un palo,"
"comincia' io a dir, “se puoi, fa motto”.","Cominciarono le mie parole: ""Parla se puoi."""
Io stava come 'l frate che confessa,Ero in piedi come il frate che confessa
"lo perfido assessin, che, poi ch'è fitto,","l'assassino fallo che, sistemato in fretta, si dirige verso il basso,"
richiama lui per che la morte cessa.,"richiama il frate, e così ritarda la sua morte;"
"Ed el gridò: “Se' tu già costì ritto,","e gridò: ""Sei già in piedi,"
"se' tu già costì ritto, Bonifazio?","Sei gia' li', Bonifacio?"
Di parecchi anni mi mentì lo scritto.,Il libro mi ha mentito per diversi anni.
Se' tu sì tosto di quell'aver sazio,Sei così rapidamente saziato con le ricchezze
per lo qual non temesti tòrre a 'nganno,per il quale non hai paura di prendere per inganno
"la bella donna, e poi di farne strazio?”.","la bella signora, allora per violarla?"""
"Tal mi fec'io, quai son color che stanno,",E sono diventato come quelli che stanno come se
"per non intender ciò ch'è lor risposto,","sono stati presi in giro, che non possono capire"
"quasi scornati, e risponder non sanno.",ciò che è stato detto loro e non può rispondere.
Allor Virgilio disse: “Dilli tosto:,"Ma Virgil disse: ""Diglielo subito:"
"""Non son colui, non son colui che credi""”;","""Io non sono chi credi che io sia."""
e io rispuosi come a me fu imposto.,E ho risposto come mi era stato detto di fare.
Per che lo spirto tutti storse i piedi;,"A questo lo spirito ha attorcigliato entrambi i suoi piedi,"
"poi, sospirando e con voce di pianto,","sospirando e con voce disperata,"
mi disse: “Dunque che a me richiedi?,"Disse: ""Cos'è dunque che volete da me?"
