Original,Translate_IT
Forse semilia miglia di lontano,Forse seimila miglia lontano da noi
"ci ferve l'ora sesta, e questo mondo","Sta brillando la sesta ora, e ora questo mondo"
"china già l'ombra quasi al letto piano,","Inclina la sua ombra quasi ad un livello,"
"quando 'l mezzo del cielo, a noi profondo,",Quando il Medio Cielo comincia a farsi
"comincia a farsi tal, ch'alcuna stella","Così profondo per noi, che qua e là una stella"
perde il parere infino a questo fondo;,"Cessa di brillare fino a questa profondità,"
e come vien la chiarissima ancella,E come avanza brillantemente
"del sol più oltre, così 'l ciel si chiude","La serva del sole, il cielo è chiuso"
di vista in vista infino a la più bella.,Luce dopo luce per il più bello;
Non altrimenti il trïunfo che lude,"Non altrimenti il Trionfo, che per sempre"
"sempre dintorno al punto che mi vinse,","Gioca intorno al punto che mi ha sconfitto,"
"parendo inchiuso da quel ch'elli 'nchiude,","apparendo racchiuso da ciò che essa stessa racchiude,"
a poco a poco al mio veder si stinse:,A poco a poco dalla mia visione svanì;
per che tornar con li occhi a Bëatrice,# Whereat to turn my eyes on Beatrice #
nulla vedere e amor mi costrinse.,Il mio vedere niente e il mio amore mi hanno costretto.
Se quanto infino a qui di lei si dice,Se ciò che è stato detto finora di lei
"fosse conchiuso tutto in una loda,","Sono stati tutti conclusi in una sola lode,"
poca sarebbe a fornir questa vice.,Scant sarebbe servire l'attuale turno.
La bellezza ch'io vidi si trasmoda,Non solo la bellezza che ho visto
"non pur di là da noi, ma certo io credo","Trascenderci, ma davvero credo"
che solo il suo fattor tutta la goda.,Il suo Creatore solo può godere di tutto.
Da questo passo vinto mi concedo,Sconvolto mi confesso con questo brano
più che già mai da punto di suo tema,Più che per problema del suo tema è stato mai
soprato fosse comico o tragedo:,O'ercome il fumetto o il poeta tragico;
"ché, come sole in viso che più trema,","Perche' come il sole, la vista che trema di piu',"
così lo rimembrar del dolce riso,Anche così il ricordo di quel dolce sorriso
la mente mia da me medesmo scema.,La mia mente priva di sé stesso.
Dal primo giorno ch'i' vidi il suo viso,Dal primo giorno che ho visto il suo volto
"in questa vita, infino a questa vista,","In questa vita, al momento di questo sguardo,"
non m'è il seguire al mio cantar preciso;,La sequenza della mia canzone non è stata recisa;
ma or convien che mio seguir desista,Ma ora forzare questa sequenza deve desistere
"più dietro a sua bellezza, poetando,","Da seguire la sua bellezza con il mio verso,"
come a l'ultimo suo ciascuno artista.,Come ogni artista al suo massimo.
Cotal qual io la lascio a maggior bando,Come la lascio ad una fama più grande
"che quel de la mia tuba, che deduce",di tutte le mie trombe che portano
"l'ardüa sua matera terminando,","La sua ardua materia per una conclusione finale,"
con atto e voce di spedito duce,Con voce e gesto di un leader perfetto
ricominciò: “Noi siamo usciti fore,"Ha ripreso: ""Noi dal corpo più grande"
del maggior corpo al ciel ch'è pura luce:,hai emanato al cielo una luce pura;
"luce intellettüal, piena d'amore;","Luce intellettuale piena di amore,"
"amor di vero ben, pien di letizia;","Amore del vero bene pieno di estasi,"
letizia che trascende ogne dolzore.,Estasi che trascende ogni dolcezza.
Qui vederai l'una e l'altra milizia,Qui vedrai l'una e l'altra
"di paradiso, e l'una in quelli aspetti","Del Paradiso, e uno negli stessi aspetti"
che tu vedrai a l'ultima giustizia”.,"Che al giudizio finale vedrai."""
Come sùbito lampo che discetti,Anche come un fulmine improvviso che si disperde
"li spiriti visivi, sì che priva","Gli spiriti visivi, in modo che priva"
"da l'atto l'occhio di più forti obietti,","L'occhio di impressionare dagli oggetti più forti,"
"così mi circunfulse luce viva,","Così intorno a me lampeggiava una luce viva,"
e lasciommi fasciato di tal velo,E mi lasciò andare in giro con un tale velo
"del suo fulgor, che nulla m'appariva.","Della sua fulminea, che non ho visto nulla."
“Sempre l'amor che queta questo cielo,"""Per sempre l'Amore che calma questo cielo"
"accoglie in sé con sì fatta salute,","Benvenuto in se stesso con tale saluto,"
per far disposto a sua fiamma il candelo”.,"Per preparare la candela alla sua fiamma."""
Non fur più tosto dentro a me venute,Non prima aveva dentro di me queste brevi parole
"queste parole brievi, ch'io compresi","Un'entrata trovata, che io stesso ho percepito"
me sormontar di sopr'a mia virtute;,"Essere innalzato per il mio potere,"
e di novella vista mi raccesi,"E con la visione mi risvegliai,"
"tale, che nulla luce è tanto mera,",Cosi' che nessuna luce... Tutto cio' che e' cosi' puro...
che li occhi miei non si fosser difesi;,Ma che i miei occhi erano fortificati contro di esso.
e vidi lume in forma di rivera,E la luce che ho visto in modo di un fiume
"fulvido di fulgore, intra due rive","Fulvido con la sua esuberanza, 'twixt due banche"
dipinte di mirabil primavera.,Deciso con una primavera ammirevole.
"Di tal fiumana uscian faville vive,","Fuori da questo fiume emanavano scintille viventi,"
"e d'ogne parte si mettien ne' fiori,","E su tutti i lati sprofondato nei fiori,"
quasi rubin che oro circunscrive;,come ai rubini che sono incastonati nell'oro;
"poi, come inebrïate da li odori,","E poi, come se inebriasse con gli odori,"
"riprofondavan sé nel miro gurge,","Si tuffarono di nuovo nel meraviglioso torrente,"
"e s'una intrava, un'altra n'uscia fori.",E mentre uno entrava ne usciva un altro.
"“L'alto disio che mo t'infiamma e urge,","""L'alto desiderio, che ora ti infiamma e ti muove"
"d'aver notizia di ciò che tu vei,","Per avere intelligenza di quello che vedi,"
tanto mi piace più quanto più turge;,"Piacermi ancora di piu', piu' si gonfia."
ma di quest'acqua convien che tu bei,Ma di quest'acqua ti beve
prima che tanta sete in te si sazi”:,"Prima di tanta sete in te sia sgozzata."""
così mi disse il sol de li occhi miei.,Così mi disse il sole dei miei occhi:
Anche soggiunse: “Il fiume e li topazi,"E aggiunse: ""Il fiume e i topazi"
ch'entrano ed escono e 'l rider de l'erbe,"Entrando e uscindo, e ridendo dell'erba,"
son di lor vero umbriferi prefazi.,sono della loro verità prefiguranti prefazioni;
Non che da sé sian queste cose acerbe;,"Non che queste cose siano difficili da sole,"
"ma è difetto da la parte tua,","Ma la carenza è dalla tua parte,"
che non hai viste ancor tanto superbe”.,"Eppure non hai avuto una visione così esaltata."""
Non è fantin che sì sùbito rua,Non c'è nessun bambino che salti così all'improvviso
"col volto verso il latte, se si svegli","Con la faccia verso il latte, se si sveglia"
"molto tardato da l'usanza sua,","Molto piu' tardi della sua solita usanza,"
"come fec'io, per far migliori spegli","Come ho fatto io, per rendere gli specchi migliori"
"ancor de li occhi, chinandomi a l'onda","Ancora dei miei occhi, giù verso l'onda"
che si deriva perché vi s'immegli;,Che sgorga che noi in essa saremo fatti meglio.
e sì come di lei bevve la gronda,E come l'attico delle mie palpebre
"de le palpebre mie, così mi parve","Bevuto, mi apparve subito"
di sua lunghezza divenuta tonda.,Fuori della sua lunghezza per essere trasformato in tondo.
"Poi, come gente stata sotto larve,",Poi come un popolo che sono stati sotto maschera
"che pare altro che prima, se si sveste","Sembrerebbe diverso da prima, se cedono"
"la sembianza non süa in che disparve,","La parvenza non loro in cui sono scomparsi,"
così mi si cambiaro in maggior feste,Così in pomp più grande sono stati cambiati per me
"li fiori e le faville, sì ch'io vidi","I fiori e le scintille, così che io vidi"
ambo le corti del ciel manifeste.,Entrambe le Corti del Cielo si sono manifestate.
"O isplendor di Dio, per cu' io vidi",O splendore di Dio! per mezzo del quale ho visto
"l'alto trïunfo del regno verace,","L'alto trionfo del regno Verace,"
dammi virtù a dir com'ïo il vidi!,Dammi il potere di dirmi come l'ho visto!
Lume è là sù che visibile face,"C'è una luce sopra, che visibile"
lo creatore a quella creatura,"Rende il Creatore ad ogni creatura,"
