Original,Translate_IT
"Una medesma lingua pria mi morse,","La stessa lingua, quindi, che prima mi mordeva"
"sì che mi tinse l'una e l'altra guancia,","e che faceva salire il rosso alle mie due guance,"
e poi la medicina mi riporse;,Si affrettava subito ad offrirmi il rimedio:
così od'io che solea far la lancia,È così che ho letto che la lancia di Achille
d'Achille e del suo padre esser cagione,e di suo padre aveva la suprema virtù
prima di trista e poi di buona mancia.,seminare il dolore e poi cacciarlo via.
Noi demmo il dosso al misero vallone,"Voltammo le spalle al sinistro girone,"
"su per la ripa che 'l cinge dintorno,",per risalire il bordo che lo cinge a turno
attraversando sanza alcun sermone.,"e che, senza dire una parola, abbiamo attraversato."
"Quiv'era men che notte e men che giorno,","Non trovammo là né il giorno né la notte,"
sì che 'l viso m'andava innanzi poco;,e lo sguardo non osava avventurarsi in lontananza;
"ma io senti' sonare un alto corno,","ma all'improvviso udii suonare un corno, così in alto"
"tanto ch'avrebbe ogne tuon fatto fioco,",che avrebbe soffocato il tuono più rumoroso:
"che, contra sé la sua via seguitando,","e i miei occhi, seguendo la via di questo rumore,"
dirizzò li occhi miei tutti ad un loco.,Furono guidati da lui verso il suo punto di partenza.
"Dopo la dolorosa rotta, quando",Dopo il duro combattimento in cui Carlo Magno
"Carlo Magno perdé la santa gesta,","perse il santo gesto, un rumore così terribile"
non sonò sì terribilmente Orlando.,Non aveva fatto vibrare l'olifante di Roland.
"Poco portäi in là volta la testa,","A stento ho voltato la testa da quella parte,"
che me parve veder molte alte torri;,che credevo di distinguere alcune torri molto alte.
"ond'io: “Maestro, dì, che terra è questa?”.","“Maestro, gli dico, qual è questa città?”"
Ed elli a me: “Però che tu trascorri,"E la sua risposta fu: ""Come pretendi di vedere"
"per le tenebre troppo da la lungi,","troppo lontano dalle tenebre,"
avvien che poi nel maginare abborri.,L'immaginazione finisce per ingannarti.
"Tu vedrai ben, se tu là ti congiungi,","perché vedrai presto, quando sarai là,"
quanto 'l senso s'inganna di lontano;,"quanto mentono i sensi, a causa delle distanze;"
però alquanto più te stesso pungi”.,"Ma finché non ci vediamo, prestiamo un po’ il passo!”"
Poi caramente mi prese per mano,Poi mi afferra dolcemente per il braccio.
"e disse: “Pria che noi siam più avanti,","e mi disse: ""Prima, prima di avvicinarlo,"
"acciò che 'l fatto men ti paia strano,","e perché tutto questo ti sembri meno strano,"
