Original,Translate_EN,Translate_IT_1
"In gran povèrta tutti gli metesse,","“I would reduce them all to poverty,","Li ridurrei tutti alla povertà,"
"Sì come t’ò di sopra sermonato,","just as I have preached to you earlier,","proprio come ti ho predicato prima,"
E’ si sarebe il primo dispogliato,and the first to be stripped of wealth,e i primi ad essere spogliati della ricchezza
"Colui, che più cara mi tenesse.",would be the one who held me most dear.,sarebbe quello che mi teneva più caro.
"Di nessun mai pietà non mi prendesse,","Pity would never seize me for anyone,","La pietà non mi prenderebbe mai per nessuno,"
Ché ciaschedun vorrè’ aver disertato:,for I would like to ruin each and every one of them;,perché vorrei rovinare ognuno di loro;
Ché sie ciertana ch’e’ nonn-è peccato,now be assured that it is not a sin,ora siate certi che non è un peccato
"Punir la lor malatia, chi potesse.","for one to punish their vice, if one could.","per punire il loro vizio, se si potesse."
Ma e’ non dubitan guari mia minacia,"But they do not fear my threats very much,","Ma non temono molto le mie minacce,"
"Né non fan forza di cosa, ch’i’ dica,","nor do they worry over what I say,","e non si preoccupano di quello che dico,"
Per ciò ch’è troppo crespa la mia facia.,since I have so many wrinkles in my face.,Visto che ho cosi' tante rughe in faccia.
"Figliuola mia, se Dio ti benedica,","My daughter, may God bless you,","Figlia mia, che Dio ti benedica,"
"I’ non so chi vendetta me ne faccia,",I don’t know who could avenge me,Non so chi potrebbe vendicarmi.
"Se non tu, ch’i’ per me son troppo antica.","except for you, for I’m too old to do it myself.”","ad eccezione di voi, per I.O.M. troppo vecchio per farlo io stesso."
