Original,Translate_IT
Già si godeva solo del suo verbo,Quello specchio benedetto continuava a gioire
"quello specchio beato, e io gustava","nei suoi pensieri e io stavo assaggiando i miei,"
"lo mio, temprando col dolce l'acerbo;","temperando l'amaro con il dolce,"
e quella donna ch'a Dio mi menava,"quando quella donna, che mi conduceva a Dio,"
disse: “Muta pensier; pensa ch'i' sono,"Disse: ""Cambiate i vostri pensieri."
presso a colui ch'ogne torto disgrava”.,"con Colui Che solleva il peso di ogni torto."""
Io mi rivolsi a l'amoroso suono,Al suono amorevole della mia voce di conforto
del mio conforto; e qual io allor vidi,"Mi sono girato, e il grande amore che ho visto allora,"
"ne li occhi santi amor, qui l'abbandono:","nei suoi occhi santi, devo lasciare intatto,"
"non perch'io pur del mio parlar diffidi,","non solo perché non posso fidarmi del mio discorso,"
ma per la mente che non può redire,ma perché la memoria non può ripercorrere il suo percorso
"sovra sé tanto, s'altri non la guidi.",a meno che non lo guidi un altro.
"Tanto poss'io di quel punto ridire,","Questo solo di quel momento posso dire di nuovo,"
"che, rimirando lei, lo mio affetto","che, quando fissai il mio sguardo su di lei,"
"libero fu da ogne altro disire,",i miei affetti sono stati liberati da qualsiasi altro desiderio
"fin che 'l piacere etterno, che diretto","finché la Bellezza eterna,"
"raggiava in Bëatrice, dal bel viso","splendendo la sua luce su Beatrice, mi ha fatto contento"
mi contentava col secondo aspetto.,con la sua luce riflessa nei suoi occhi.
"Vincendo me col lume d'un sorriso,","Conquistandomi con il suo sorriso radioso,"
ella mi disse: “Volgiti e ascolta;,"Disse: ""Girate ora e ascoltate:"
ché non pur ne' miei occhi è paradiso”.,"non solo ai miei occhi è il Paradiso."""
Come si vede qui alcuna volta,"Come, a volte, qui sulla terra, affetto"
"l'affetto ne la vista, s'elli è tanto,",può essere letto in faccia a qualcuno
"che da lui sia tutta l'anima tolta,","se è abbastanza forte da catturare tutta l'anima,"
"così nel fiammeggiar del folgór santo,","così, nell'infuocato di quella sacra radiosità"
"a ch'io mi volsi, conobbi la voglia","a cui mi voltai, riconobbi il suo desiderio"
in lui di ragionarmi ancora alquanto.,per condividere con me altri pensieri.
El cominciò: “In questa quinta soglia,E cominciò: 'Su questo quinto livello dei rami
de l'albero che vive de la cima,dell'albero che trae il suo sostentamento dall'alto
"e frutta sempre e mai non perde foglia,",e sempre è in frutto e mai versa le sue foglie
"spiriti son beati, che giù, prima","'sono spiriti benedetti che sotto, sulla terra,"
"che venissero al ciel, fuor di gran voce,","prima che si alzassero in cielo, erano di tale fama"
sì ch'ogne musa ne sarebbe opima.,che la pagina di ogni poeta sarebbe arricchita da loro.
Però mira ne' corni de la croce:,"""Guardate, dunque, ai due bracci della croce,"
"quello ch'io nomerò, lì farà l'atto","e ognuno che io chiamerò, lampeggiante, dardo"
che fa in nube il suo foco veloce”.,"come fa il fuoco rapido da dentro una nuvola."""
Io vidi per la croce un lume tratto,Ho visto una striscia di luce disegnata attraverso la croce
"dal nomar Iosuè, com'el si feo;","a nome di Joshua non appena è stato detto,"
né mi fu noto il dir prima che 'l fatto.,né potevo distinguere il nome e l'atto.
E al nome de l'alto Macabeo,"E, in nome del valoroso Maccabaeus,"
"vidi moversi un altro roteando,",Ho visto sparare da un'altra luce vorticosa...
e letizia era ferza del paleo.,Ed e' stata la gioia a frustare quella cima.
Così per Carlo Magno e per Orlando,Il mio sguardo vigile era fissato
"due ne seguì lo mio attento sguardo,","anche su Carlo Magno e Roland,"
com'occhio segue suo falcon volando.,Proprio come l'occhio insegue il falco nel suo volo.
Poscia trasse Guiglielmo e Rinoardo,"William, Renouard, e poi Duke Godfrey"
e 'l duca Gottifredi la mia vista,"poi disegnò i miei occhi lungo quella croce,"
"per quella croce, e Ruberto Guiscardo.",E anche Robert Guiscard lo ha fatto.
"Indi, tra l'altre luci mota e mista,","Poi, lasciandomi a mescolarmi con le altre luci,"
mostrommi l'alma che m'avea parlato,l'anima che aveva parlato per ultimo con me mostrata
qual era tra i cantor del cielo artista.,la sua arte tra i cantanti di quel cielo.
Io mi rivolsi dal mio destro lato,Mi rivolsi al mio diritto di imparare
"per vedere in Beatrice il mio dovere,","da Beatrice quello che dovrei fare,"
"o per parlare o per atto, segnato;","sia segnalato da una parola o da un gesto,"
"e vidi le sue luci tanto mere,","e vidi i suoi occhi così chiari, così gioiosi,"
"tanto gioconde, che la sua sembianza",che il suo aspetto nel suo splendore sfuma
vinceva li altri e l'ultimo solere.,"la sua gloria precedente, anche quella più recente."
"E come, per sentir più dilettanza","E come, dal sentirsi più felici nel fare del bene,"
"bene operando, l'uom di giorno in giorno",un uomo diventa consapevole di giorno in giorno
"s'accorge che la sua virtute avanza,","della sua virtù crescente,"
sì m'accors'io che 'l mio girare intorno,"vedendo quel miracolo adornato di maggior luminosità,"
"col cielo insieme avea cresciuto l'arco,",Mi sono reso conto dei miei cerchi ruotanti
veggendo quel miracol più addorno.,attraverso il cielo era diventato più ampio nel loro arco.
E qual è 'l trasmutare in picciol varco,E un cambiamento come passa in un attimo
"di tempo in bianca donna, quando 'l volto","dalla faccia arrossita di una donna dalla pelle bella,"
"suo si discarchi di vergogna il carco,","libera della ragione della sua vergogna,"
"tal fu ne li occhi miei, quando fui vòlto,","salutai i miei occhi una volta che mi girai,"
per lo candor de la temprata stella,a causa della luminosità bianca del temperato
"sesta, che dentro a sé m'avea ricolto.","sesta stella, che mi aveva raccolto in se stesso."
Io vidi in quella giovïal facella,In quella torcia di Giove ho guardato
lo sfavillar de l'amor che lì era,lo splendore dell'amore risplendente là
segnare a li occhi miei nostra favella.,"Fai dei segni, davanti ai miei occhi, del nostro discorso."
"E come augelli surti di rivera,","E come gli uccelli salirono dal fiume,"
