Original,Translate_IT
Buio d'inferno e di notte privata,Per fare il suo corso attraverso l'acqua più liscia
"d'ogne pianeto, sotto pover cielo,","la piccola corteccia del mio spirito ora arrampica la sua vela,"
"quant'esser può di nuvol tenebrata,",lasciando alle spalle quel mare crudele.
non fece al viso mio sì grosso velo,"Ora canterò il secondo regno,"
"come quel fummo ch'ivi ci coperse,","là dove l'anima dell'uomo è purificata,"
"né a sentir di così aspro pelo,",resa degna di ascendere al Cielo.
che l'occhio stare aperto non sofferse;,"Qui dai morti la poesia si alzi,"
onde la scorta mia saputa e fida,"O Muse sacre, da quando sono vostra."
mi s'accostò e l'omero m'offerse.,Lasciate che Calliope si alzi.
Sì come cieco va dietro a sua guida,per accompagnare la mia canzone con quegli stessi accordi
per non smarrirsi e per non dar di cozzo,la cui forza colpì così le miserabili magpie
"in cosa che 'l molesti, o forse ancida,","che, ascoltando, hanno perso ogni speranza di perdono."
"m'andava io per l'aere amaro e sozzo,","Colore dolce dello zaffiro orientale,"
ascoltando il mio duca che diceva,aleggiando nell'aspetto calmo e tranquillo
pur: “Guarda che da me tu non sia mozzo”.,"d'aria intervenente, pura all'orizzonte,"
"Io sentia voci, e ciascuna pareva",mi sono compiaciuto ancora una volta dei miei occhi
pregar per pace e per misericordia,non appena ho lasciato l'aria morbosa
l'Agnel di Dio che le peccata leva.,che aveva afflitto sia il mio petto che gli occhi.
Pur 'Agnus Dei' eran le loro essordia;,"Il pianeta giusto che incoraggia l'amore,"
"una parola in tutte era e un modo,","sorridente, illuminato a est,"
sì che parea tra esse ogne concordia.,velando i pesci nel suo treno.
"“Quei sono spirti, maestro, ch'i' odo?”,","Mi voltai a destra e, fissando la mia attenzione"
"diss'io. Ed elli a me: “Tu vero apprendi,","sull'altro polo, ho visto quattro stelle"
e d'iracundia van solvendo il nodo”.,"non visti, ma dai primi sulla terra."
"“Or tu chi se' che 'l nostro fummo fendi,",Il cielo stesso sembrava gioire
e di noi parli pur come se tue,nel loro splendente luccichio. O vedova
partissi ancor lo tempo per calendi?”.,"regione del nord, negata quella vista!"
Così per una voce detto fue;,"Una volta che ho attirato il mio sguardo da loro,"
"onde 'l maestro mio disse: “Rispondi,",girare a malapena verso l'altro polo
e domanda se quinci si va sùe”.,"dove era posta la costellazione del fiume,"
E io: “O creatura che ti mondi,"Ho visto accanto a me un vecchio, da solo,"
"per tornar bella a colui che ti fece,",che dal suo aspetto era così meritevole di rispetto
"maraviglia udirai, se mi secondi”.",che nessun figlio deve di più a suo padre.
"“Io ti seguiterò quanto mi lece”,","La sua barba era lunga e striata di bianco,"
"rispuose; “e se veder fummo non lascia,","come i suoi capelli, che cadde"
l'udir ci terrà giunti in quella vece”.,in doppi fili fino al petto.
Allora incominciai: “Con quella fascia,I raggi di quelle quattro stelle sante
"che la morte dissolve men vo suso,",adornava il suo viso con tanta luce
e venni qui per l'infernale ambascia.,Sembrava splendere con la luminosità del sole.
"E se Dio m' ha in sua grazia rinchiuso,","Quali anime sei tu per essere fuggito dall'eterna prigione,"
tanto che vuol ch'i' veggia la sua corte,arrampicarsi contro il ruscello oscuro e nascosto?
