Original,Translate_EN,Translate_IT_1
"Molt’era buon guerrier, quel Buon-Cielare,",Well-Hidden was a very good warrior:,Ben nascosto era un buon guerriero:
"Alzò la spada, e sì fiede Vergognia:",he raised his sword and strikes Modesty,ha alzato la spada e colpisce Modesto
"Sì gran colpo, ched ella tutta ingrogna,",with such great force that she’s completely stunned,con tanta forza che lei si sciocca completamente
E poco ne fallì d’a•tterra andare.,and almost fell to the ground.,e quasi caduto a terra.
"E’ poi la cominciò a predicare,","And then he began to lecture her,","E poi ha iniziato a farle la predica,"
E disse: «Tu non temi aver vergogna,saying: “You must not be modest,Dicendo: Non devi essere modesto
"Di me, chéd e’ nonn-à, di qui a Bolognia,",because of me; because there’s no one from here to Bologna,perché non c'è nessuno da qui a Bologna
"Nessun, c’un fatto saccia me’ cielare",who knows how to hide something better,chi sa come nascondere qualcosa di meglio
"Che saprò io, e perciò porto i’ ’l nome».","than I, and for this I have my name.”","di me, e per questo ho il mio nome."
Vergogna   sì non sepe allor che dire.,Modesty did not then know what to say.,La modestia non sapeva allora cosa dire.
"Paura lo sgridò: «Cugina, come","Fear shouted to her: “Cousin, what’s the matter?","La paura gridò a lei: Cousin, che cosa è la questione?"
À’ tu perduto tutto tuo ardire?,Have you completely lost your boldness?,Hai completamente perso la tua audacia?
"Or vegh’i’ ben che vita tropp’ò dur[ome],","Now I see how you overcome your cowardice,","Ora vedo come vinci la tua codardia,"
Quando tu ài paura di morire».,when you are afraid to die.”,quando hai paura di morire.
