Original,Translate_IT
"Qual venne a Climenè, per accertarsi","Come colui che ha fatto i padri ingrati ai figliuoli,"
"di ciò ch'avëa incontro a sé udito,",Rivolto a Climene per il cliente
quei ch'ancor fa li padri ai figli scarsi;,Da ciò che si insegue per schernirlo;
"tal era io, e tal era sentito","Così ero dentro di me, e così mi sentivo"
e da Beatrice e da la santa lampa,"Beatrix me e lui, il brivido dell'amore"
che pria per me avea mutato sito.,L'hai cacciato dalla croce della fiamma.
Per che mia donna “Manda fuor la vampa,"Ma lei: ""Seguite il movimento interiore"
"del tuo disio”, mi disse, “sì ch'ella esca",E fa' nascere il desiderio che solo lui sia puro
segnata bene de la interna stampa:,Segnato dal timbro interno.
non perché nostra conoscenza cresca,"Non voglio che ci dia una maggiore conoscenza,"
"per tuo parlare, ma perché t'ausi","Ma con coraggio confessi la tua sete,"
"a dir la sete, sì che l'uom ti mesca”.","Come se un uomo lo allattasse nel vino."""
"“O cara piota mia che sì t'insusi,","""O caro antenato, di alto livello nel riconoscere,"
"che, come veggion le terrene menti","Come l'uomo vede, nel triangolo non"
"non capere in trïangol due ottusi,","Due angoli ottuso possono modellarsi,"
così vedi le cose contingenti,"Così vedi quello che sarà, la faccia"
"anzi che sieno in sé, mirando il punto",Lo specchio rivolto a tutti i tempi
a cui tutti li tempi son presenti;,Come presenza ti mostra chiaramente.
mentre ch'io era a Virgilio congiunto,"Quando Virgil era destinato a guidarmi,"
su per lo monte che l'anime cura,"Per il monte che guarisce le nostre anime,"
"e discendendo nel mondo defunto,","E scendere verso il mondo morto,"
dette mi fuor di mia vita futura,"Ward del futuro cliente mi ha dato,"
"parole gravi, avvegna ch'io mi senta","Che è dura, mi sento anche come una torre,"
ben tetragono ai colpi di ventura;,E' in piedi in piedi quando la tempesta lo fa piangere.
per che la voglia mia saria contenta,E' per questo che mi piace divorare per rinfrescare il mio desiderio.
d'intender qual fortuna mi s'appressa:,Che abilità mi si avvicina.
ché saetta previsa vien più lenta”.,"Sembrerebbe meno una freccia che si incasina."""
Così diss'io a quella luce stessa,Ho parlato alla luce che con dolce suono
che pria m'avea parlato; e come volle,"Avete parlato, e ora gli avete dato la perfezione,"
"Beatrice, fu la mia voglia confessa.","Secondo la mia signora Wink, il desiderio si fida."
"Né per ambage, in che la gente folle","Negli enigmi, non come si sente una volta,"
già s'inviscava pria che fosse anciso,"Dev'essere una rete per la paranoia,"
"l'Agnel di Dio che le peccata tolle,","Eh l'Agnello di Dio ha preso il peccato su se stesso,"
ma per chiare parole e con preciso,"In parole chiare e in latino penzolante,"
"latin rispuose quello amor paterno,",Mi rispose quell'amore paterno
chiuso e parvente del suo proprio riso:,Chiuso nella luce deliziosa adatta:
"“La contingenza, che fuor del quaderno","""Il caso, l'opera solo della volontà terrena,"
"de la vostra matera non si stende,","Si dipinge nell'eterno sguardo, come predestinato,"
tutta è dipinta nel cospetto etterno;,"E nessuno gli sarebbe nascosto,"
necessità però quindi non prende,Anche se non vi tratta come una liberta'...
se non come dal viso in che si specchia,"Così poco quando l'occhio dirige una nave,"
nave che per torrente giù discende.,Questo si riflette quando nuota sotto corrente.
"Da indi, sì come viene ad orecchia","Come l'armonia dell'organo scivola verso l'orecchio,"
"dolce armonia da organo, mi viene","Così il mio occhio può vedere nell'eterno sguardo,"
a vista il tempo che ti s'apparecchia.,Che destino hai per il futuro.
Qual si partio Ipolito d'Atene,"Come Ippolito, cacciato da Atene"
"per la spietata e perfida noverca,","Da parte della matrigna, baracche infedeli,"
tal di Fiorenza partir ti convene.,E' cosi' che devi uscire dalla patria.
"Questo si vuole e questo già si cerca,","Questo è ciò che vogliono, questo è ciò a cui pensano;"
e tosto verrà fatto a chi ciò pensa,"E dove si porta insolentemente Cristo al mercato,"
là dove Cristo tutto dì si merca.,E' li' che si fa cio' che e' necessario per offenderti.
La colpa seguirà la parte offensa,"Seguirà la parte ferita, secondo la sua disciplina,"
"in grido, come suol; ma la vendetta",La fama della colpa... ..enunciare la verita'...
fia testimonio al ver che la dispensa.,Diventera' la vendetta di Dio che sconfigge l'inferno.
Tu lascerai ogne cosa diletta,Sfuggirai a tutto ciò che ami
più caramente; e questo è quello strale,"E quando questo ti farà soffrire amaramente,"
che l'arco de lo essilio pria saetta.,In esso sentire la prima freccia dell'incantesimo.
Tu proverai sì come sa di sale,"Come il pane alieno ha un sapore piccante,"
"lo pane altrui, e come è duro calle","Quanto è difficile salire forestieri,"
lo scendere e 'l salir per l'altrui scale.,Poi si scopre attraverso l'esperienza.
"E quel che più ti graverà le spalle,","Ma niente gli piegherà le spalle,"
sarà la compagnia malvagia e scempia,"Come la compagnia di quella malvagia moltitudine,"
con la qual tu cadrai in questa valle;,Con cui sarai sottomesso all'incantesimo.
"che tutta ingrata, tutta matta ed empia",Fantastico e ingrato
"si farà contr'a te; ma, poco appresso,","Ti combatta, ma presto mostrate, schiacciate,"
"ella, non tu, n'avrà rossa la tempia.","La sua testa, non la tua, chi era nella destra."
Di sua bestialitate il suo processo,"Quanto è stupida, dirà ciò che fa;"
farà la prova; sì ch'a te fia bello,"E che tu abbia preso parte a te stesso,"
averti fatta parte per te stesso.,Ti dara' i frutti desiderati e bellissimi.
Lo primo tuo refugio e 'l primo ostello,Il primo rifugio nell'otto duro
sarà la cortesia del gran Lombardo,"Ti concedera' il magnifico Lombard,"
che 'n su la scala porta il santo uccello;,Il guaritore Aar e la scala identificano.
"ch'in te avrà sì benigno riguardo,",Tra voi ci sarà un dono e un desiderio
"che del fare e del chieder, tra voi due,","Quello che viene dopo, essere il primo,"
fia primo quel che tra li altri è più tardo.,E' cosi' premuroso che il suo sguardo si volgera' verso di te.
"Con lui vedrai colui che 'mpresso fue,","Là lo vedi, che è la luce della stella"
"nascendo, sì da questa stella forte,","Alla nascita sgorgava alla luce più luminosa,"
che notabili fier l'opere sue.,Prendere in prestito l'atto troppo alto.
Non se ne son le genti ancora accorte,"E il mondo non ne ha ancora sentito parlare,"
"per la novella età, ché pur nove anni","E' cosi', perche' solo per la nona volta..."
son queste rote intorno di lui torte;,Il sole intorno a lui ha preso la corsa della congrega.
"ma pria che 'l Guasco l'alto Arrigo inganni,","Ma egli splende, senza macchia d'oro e di tormento,"
parran faville de la sua virtute,Prima che il Gascogner si mostri insidioso
in non curar d'argento né d'affanni.,"Al treno di Heinrich, con un raggio di virtu' brillante."
Le sue magnificenze conosciute,Magnificamente la sua gloria salirà al cielo;
"saranno ancora, sì che ' suoi nemici","Il nemico stesso può, anche se pieno di impazienza"
non ne potran tener le lingue mute.,"Nelle sue azioni lodarlo, non nasconderlo."
A lui t'aspetta e a' suoi benefici;,Abbi cura di lui e della sua misericordia.
"per lui fia trasmutata molta gente,","Per mezzo dei poveri, egli fa ricchi e ricchi,"
cambiando condizion ricchi e mendici;,"Alzate la povera virtù, abbattete il ricco senso di colpa."
e portera' ne scritto ne la mente,"Non lasciare che questa parola si allontani dalla memoria,"
"di lui, e nol dirai”; e disse cose","Ma non dire niente."" Poi mi dice cose,"
incredibili a quei che fier presente.,Quelli che li ha visti assomigliano ancora a miracoli.
"Poi giunse: “Figlio, queste son le chiose","""Figliolo,"" quindi continuò, ""vedi qui,"
di quel che ti fu detto; ecco le 'nsidie,"Per quello che ti è stato proclamato, le Glosse."
che dietro a pochi giri son nascose.,Ti stanno minacciando dall'imboscata.
"Non vo' però ch'a' tuoi vicini invidie,","Ma non invidiare i tuoi connazionali,"
poscia che s'infutura la tua vita,"Perche' molto prima che tu cada nella tomba oscura,"
via più là che 'l punir di lor perfidie”.,"E' sfuggita la giusta vendetta al tradimento."""
"Poi che, tacendo, si mostrò spedita",Qui l'anima sana ha rotto il suo discorso
l'anima santa di metter la trama,"E avea finito tutto il tessuto,"
"in quella tela ch'io le porsi ordita,",Per cosa le ho chiesto l'ascensore.
"io cominciai, come colui che brama,","E come rivolgersi a qualcuno dubitando,"
"dubitando, consiglio da persona","Colui che ama profondamente e vuole e vede ciò che è giusto,"
che vede e vuol dirittamente e ama:,"Dopo il buon consiglio, così io, quando si è concluso:"
"“Ben veggio, padre mio, sì come sprona","""Vedo che l'ora si avvicina,"
"lo tempo verso me, per colpo darmi",Per voltare le spalle a me... la freccia affilata...
"tal, ch'è più grave a chi più s'abbandona;",Il piu' difficile e' quello che e' scappato dalla mente.
"per che di provedenza è buon ch'io m'armi,",Ma devo stare attento a difendermi...
"sì che, se loco m'è tolto più caro,","A distanza dal luogo che contiene quello che amo,"
io non perdessi li altri per miei carmi.,Non perdere il rifugio con la mia canzone.
"Giù per lo mondo sanza fine amaro,","Perché maturando nel mondo senza fine,"
e per lo monte del cui bel cacume,"Poi sulla grotta, dove mi hai fatto uscire dalla faccia"
"li occhi de la mia donna mi levaro,","Il Signore illumina la luce per il volo più alto,"
"e poscia per lo ciel, di lume in lume,","Poi attraverso il cielo stesso, dalla luce alla luce,"
"ho io appreso quel che s'io ridico,",Scoprii cosa potrebbe bruciare e mordere
a molti fia sapor di forte agrume;,"Per il gusto disgustoso, quando racconto."
"e s'io al vero son timido amico,","E il mio spirito, l'amico vigliacco della verità,"
temo di perder viver tra coloro,"Allora, temo, sono morto con tutti quelli,"
