Original,Translate_IT
Ora cen porta l'un de' duri margini;,Ora camminiamo sul davanzale di pietra
"e 'l fummo del ruscel di sopra aduggia,","che il vapore dell'acqua copra come un tetto,"
sì che dal foco salva l'acqua e li argini.,per proteggere dal fuoco il fiume e il suo bastione.
"Quali Fiamminghi tra Guizzante e Bruggia,","Come fanno i fiamminghi, tra Wissant e Bruges,"
"temendo 'l fiotto che 'nver' lor s'avventa,","per contenere le onde che minacciano loro guerra,"
fanno lo schermo perché 'l mar si fuggia;,"delle dighe, in modo che fermino il mare,"
"e quali Padoan lungo la Brenta,","o come quelle che, lungo la Brenta,"
"per difender lor ville e lor castelli,","proteggono le ville e i palazzi di Padova,"
anzi che Carentana il caldo senta:,"quando la neve si sciolse sulla Chiarentana,"
"a tale imagine eran fatti quelli,","queste erano le mura che costeggiavano il fiume,"
"tutto che né sì alti né sì grossi,","anche se erano meno grandi e di minore altezza,"
"qual che si fosse, lo maestro félli.",chiunque fosse stato colui che li aveva costruiti.
Già eravam da la selva rimossi,"Ci siamo già trovati così lontani dalla foresta,"
"tanto, ch'i' non avrei visto dov'era,","che non riuscivo più a vedere il luogo,"
"perch'io in dietro rivolto mi fossi,","Quando, per guardarla, giravo la testa."
quando incontrammo d'anime una schiera,Allora incrociammo un lungo convoglio di spiriti.
"che venian lungo l'argine, e ciascuna","che costeggiavano il fiume; e ciascuno, passando,"
ci riguardava come suol da sera,"ci zittiva in silenzio, come si fa la sera,"
guardare uno altro sotto nuova luna;,"sotto l'incerto splendore della luna nuova,"
e sì ver' noi aguzzavan le ciglia,"e ci guardava aggrottando il sopracciglio,"
come 'l vecchio sartor fa ne la cruna.,come il vecchio sarto che infila il suo ago.
"Così adocchiato da cotal famiglia,","Pesato dagli sguardi della triste famiglia,"
"fui conosciuto da un, che mi prese",Uno di loro mi riconobbe e mi afferrò all'improvviso.
per lo lembo e gridò: “Qual maraviglia!”.,"da una parte dell'abito, gridando: ""O meraviglia!"""
"E io, quando 'l suo braccio a me distese,","E io, vedendo il braccio che si stendeva verso di me,"
"ficcaï li occhi per lo cotto aspetto,","Ho esaminato da vicino questa faccia troppo cotta,"
sì che 'l viso abbrusciato non difese,e i suoi tratti calcinati non poterono impedirmi
la conoscenza süa al mio 'ntelletto;,"di trovarla finalmente tra i miei ricordi,"
"e chinando la mano a la sua faccia,","e abbassando dolcemente la mia mano verso la sua figura,"
"rispuosi: “Siete voi qui, ser Brunetto?”.","Io dissi: ""Sire Brunet, tu eri qui?"""
"E quelli: “O figliuol mio, non ti dispiaccia","Rispose: «Figlio mio, soffra per un istante."
se Brunetto Latino un poco teco,"Brunet Latini torna sui suoi passi,"
ritorna 'n dietro e lascia andar la traccia”.,abbandonando per te il corteo degli altri».
"I' dissi lui: “Quanto posso, ven preco;","“Dal profondo del mio cuore, dico, vi prego;"
"e se volete che con voi m'asseggia,","e se volete sedervi con me,"
"faròl, se piace a costui che vo seco”.","Lo voglio bene, se piace a chi mi guida”."
"“O figliuol”, disse, “qual di questa greggia","«Figlio mio», mi disse, «se qualcuno del mio gruppo"
"s'arresta punto, giace poi cent'anni","si ferma per un solo istante, poi rimane un secolo"
sanz'arrostarsi quando 'l foco il feggia.,senza poter scuotere il fuoco che piove su di lui.
Però va oltre: i' ti verrò a' panni;,"Ma continua il tuo cammino, io ti accompagnerò;"
"e poi rigiugnerò la mia masnada,",e poi mi unirò alla triste compagnia
che va piangendo i suoi etterni danni”.,che cammina piangendo per la sua sventura senza fine».
Io non osava scender de la strada,"Siccome non osavo scendere dal bastione,"
per andar par di lui; ma 'l capo chino,"per camminare vicino a lui, avanzavo a testa bassa,"
tenea com'uom che reverente vada.,Come chi vuole mostrare rispetto.
El cominciò: “Qual fortuna o destino,"Allora cominciò: «Che destino o fortuna,"
anzi l'ultimo dì qua giù ti mena?,"Prima del tuo ultimo giorno, ti ha portato fin qui?"
e chi è questi che mostra 'l cammino?”.,Chi è dunque costui che ti mostra la via?».
"“Là sù di sopra, in la vita serena”,","Risposi: «Là, nel mondo sereno,"
"rispuos'io lui, “mi smarri' in una valle,","Ho perso la mia strada in fondo a una valle,"
avanti che l'età mia fosse piena.,prima di aver raggiunto la mia età più matura.
Pur ier mattina le volsi le spalle:,Solo ieri mattina ho fatto un passo indietro:
"questi m'apparve, tornand'ïo in quella,","io volevo uscirne, quando questo sopravvisse,"
e reducemi a ca per questo calle”.,che deve riportarmi a casa per questa strada».
"Ed elli a me: “Se tu segui tua stella,","Riprese il suo discorso: «Se tu segui la tua stella,"
"non puoi fallire a glorïoso porto,","non mancherai l'oasi della gloria,"
se ben m'accorsi ne la vita bella;,se ti ho conosciuto nella vita troppo dolce.
"e s'io non fossi sì per tempo morto,","Ahimè, per me la morte è arrivata troppo presto!"
"veggendo il cielo a te così benigno,","perché, avendo visto come il Cielo ti favorisce,"
dato t'avrei a l'opera conforto.,Forse ti avrei aiutato nel tuo lavoro.
Ma quello ingrato popolo maligno,"Tuttavia, questa generazione ingrata e malvagia"
