Original,Translate_IT
"Qual venne a Climenè, per accertarsi",Come il bambino che venne a chiedere a Clymene
"di ciò ch'avëa incontro a sé udito,",la verità su ciò che si raccontava su di lui
quei ch'ancor fa li padri ai figli scarsi;,"(i padri sono, da allora, meno compiacenti dei figli),"
"tal era io, e tal era sentito",io non ero tranquillo; e fu sentito
e da Beatrice e da la santa lampa,"per Beatrice, come pure per la santa lampada"
che pria per me avea mutato sito.,che aveva appena lasciato il suo posto per me solo.
Per che mia donna “Manda fuor la vampa,Allora la mia signora disse: «Lascia sgorgare dal cuore
"del tuo disio”, mi disse, “sì ch'ella esca","la fiamma del desiderio, che faccia apparire"
segnata bene de la interna stampa:,delle tue intenzioni l’impronta chiara e netta!
non perché nostra conoscenza cresca,Non solo le tue parole a nostra conoscenza
"per tuo parlare, ma perché t'ausi","possono aggiungere nulla, ma bisogna ardire"
"a dir la sete, sì che l'uom ti mesca”.","a dichiarare la tua sete, affinché ti possano aiutare»."
"“O cara piota mia che sì t'insusi,","“O caro e bel tronco, che ti innalza così in alto"
"che, come veggion le terrene menti","che, come me, vedo che non si può fare posto"
"non capere in trïangol due ottusi,","a due angoli ottusi ai vertici di un triangolo,"
così vedi le cose contingenti,vedi facilmente le cose contingenti
"anzi che sieno in sé, mirando il punto","prima di produrli, guardando il punto"
a cui tutti li tempi son presenti;,per il quale tutti i tempi non sono che del presente;
mentre ch'io era a Virgilio congiunto,"finché ebbi Virgilio presso di me,"
su per lo monte che l'anime cura,salendo il monte dove guariscono le anime
"e discendendo nel mondo defunto,","e durante la discesa al mondo dei defunti,"
dette mi fuor di mia vita futura,A volte ho sentito parole terribili.
"parole gravi, avvegna ch'io mi senta","Per quanto riguarda il futuro, anche se mi sento"
ben tetragono ai colpi di ventura;,duro come un tetragono nei confronti dei colpi del destino.
per che la voglia mia saria contenta,"Per questo il mio desiderio si vedrebbe soddisfatto,"
d'intender qual fortuna mi s'appressa:,"se imparassi da te il destino che mi aspetta,"
ché saetta previsa vien più lenta”.,perché la freccia annunciata è più lenta a venire».
Così diss'io a quella luce stessa,Così dico alla stessa luce.
che pria m'avea parlato; e come volle,che mi parlò prima; e come Beatrice
"Beatrice, fu la mia voglia confessa.","Me l’aveva chiesto, feci vedere il mio desiderio."
"Né per ambage, in che la gente folle",Non per l'oracolo oscuro di cui l'uomo stolto
già s'inviscava pria che fosse anciso,"Si lasciava abbagliare, prima dell'uccisione."
"l'Agnel di Dio che le peccata tolle,","di questo Agnello di Dio che rimette i peccati,"
ma per chiare parole e con preciso,"Ma in termini chiari, con parole precise."
"latin rispuose quello amor paterno,",Mi rispose allora quell'amore paterno.
chiuso e parvente del suo proprio riso:,visibile e racchiuso nel proprio sorriso:
"“La contingenza, che fuor del quaderno","Il contingente, che non è, dal vostro punto di vista,"
"de la vostra matera non si stende,","esteso solo ai fogli scritti dalla materia,"
tutta è dipinta nel cospetto etterno;,Tutto è raffigurato nell’aspetto eterno.
necessità però quindi non prende,"Eppure non acquisisce alcuna necessità,"
se non come dal viso in che si specchia,non più della nave che scende la corrente
nave che per torrente giù discende.,Non dipende dallo sguardo in cui si guarda.
"Da indi, sì come viene ad orecchia","È da lì che mi viene, come all’orecchio arrivano"
"dolce armonia da organo, mi viene","i suoni armoniosi che fanno il canto dell’organo,"
a vista il tempo che ti s'apparecchia.,La visione dei tempi che iniziano per te.
Qual si partio Ipolito d'Atene,Come un tempo da Atene Hippolyte se ne andò
"per la spietata e perfida noverca,","a causa dell'empio e perfido matrigna,"
tal di Fiorenza partir ti convene.,Allo stesso modo dovrai rinunciare a Firenze.
"Questo si vuole e questo già si cerca,",Questo è ciò che si desidera e che già si muove
e tosto verrà fatto a chi ciò pensa,e sarà presto fatto da coloro che se ne occupano
là dove Cristo tutto dì si merca.,nella città dove si vende Gesù Cristo ogni giorno.
La colpa seguirà la parte offensa,"Il rumore comune vuole, come sempre, dare"
"in grido, come suol; ma la vendetta",il torto all’offeso; eppure il castigo
fia testimonio al ver che la dispensa.,Sarà il testimone del vero che l’ha dettata.
Tu lascerai ogne cosa diletta,Ciò che amerai più teneramente al mondo
più caramente; e questo è quello strale,sarà perduto per te: questo è il primo tratto
che l'arco de lo essilio pria saetta.,che dall’arco dell’esilio sgorga e tocca il cuore.
Tu proverai sì come sa di sale,E proverai il sapore amaro del sale
"lo pane altrui, e come è duro calle",sul pane straniero; tu saprai se è duro
lo scendere e 'l salir per l'altrui scale.,salire e scendere le scale degli altri.
"E quel che più ti graverà le spalle,","ma ciò che pesa di più sulle tue spalle,"
sarà la compagnia malvagia e scempia,sarà la cattiva e pazza compagnia
con la qual tu cadrai in questa valle;,che rotola con te stesso in fondo allo stesso abisso;
"che tutta ingrata, tutta matta ed empia","perché, divenuta empia, stolta e ingrata,"
"si farà contr'a te; ma, poco appresso,","si arrabbierà contro di te, ma presto"
"ella, non tu, n'avrà rossa la tempia.","È lei, e non tu, a ricevere i colpi."
Di sua bestialitate il suo processo,La sua condotta sarà la prova sufficiente
farà la prova; sì ch'a te fia bello,della sua stupidità; ma sarà per te
averti fatta parte per te stesso.,"Un grande onore essere, da solo, il tuo partito."
Lo primo tuo refugio e 'l primo ostello,"Il tuo primo asilo, il primo dei tuoi alloggi"
sarà la cortesia del gran Lombardo,Sarà l’accoglienza dell’illustre Lombardo.
che 'n su la scala porta il santo uccello;,che porta sull’ecu l’uccello santo e la scala.
"ch'in te avrà sì benigno riguardo,","Egli ti guarderà con un occhio così benevolo,"
"che del fare e del chieder, tra voi due,","che tra di voi, chiedere e dare si seguiranno"
fia primo quel che tra li altri è più tardo.,in un ordine contrario agli usi degli altri.
"Con lui vedrai colui che 'mpresso fue,",Tu conoscerai in casa sua colui la cui culla
"nascendo, sì da questa stella forte,","da questa stella ebbe una forte influenza,"
che notabili fier l'opere sue.,che renderà le sue imprese più chiare di ogni elogio.
Non se ne son le genti ancora accorte,"Dato che è troppo piccolo, è ancora troppo presto."
"per la novella età, ché pur nove anni","per rendersene conto, dato che solo nove volte"
son queste rote intorno di lui torte;,Ha girato quella sfera sopra la sua testa.
"ma pria che 'l Guasco l'alto Arrigo inganni,","Prima che il Gascon tradisca il grande Henri,"
parran faville de la sua virtute,"si vedranno i frammenti della sua grande virtù,"
in non curar d'argento né d'affanni.,"che disprezzerà molto il denaro e la fatica,"
Le sue magnificenze conosciute,e la sua magnificenza avrà effetti
"saranno ancora, sì che ' suoi nemici","così ben noti ovunque, che il suo stesso nemico"
non ne potran tener le lingue mute.,"Non potrà, nonostante tutto, passare sotto silenzio."
A lui t'aspetta e a' suoi benefici;,"Sii fiducioso in lui, aspetta solo i suoi benefici:"
"per lui fia trasmutata molta gente,","è lui che cambierà la sorte di molte persone,"
cambiando condizion ricchi e mendici;,Traendo dalla loro condizione i poveri e i ricchi.
e portera' ne scritto ne la mente,"Tu porterai anche nella tua memoria scritta,"
"di lui, e nol dirai”; e disse cose",senza dirlo a nessuno... e mi dice delle cose
