Original,Translate_EN,Translate_IT_1
"E quando tu•ssarai co•llei soletto,","“And when you are all alone with her,","E quando sarai tutta sola con lei,"
"Prendila tra•lle braccia, e fa ’l sicuro,","take her in your arms and do it boldly,","Prendila tra le tue braccia e fallo con coraggio,"
"Mostrando allor se•ttu•ssè forte e duro,","revealing then that you are strong and hard,","rivelando allora che sei forte e duro,"
E mantenente le metti il ganbetto.,and immediately trip her up.,e subito la inciampa.
Né no•lla respittar già per su’ detto:,Don’t give her respite no matter what she says:,Don't darle tregua non importa quello che dice:
"S’ella chiede   merzé, chegala al muro.","if she asks for mercy, let her ask in vain.","se chiede misericordia, chieda invano."
"Tu•lle dirai: “Madonna, i’ m’assicuro","You’ll tell her: ‘Lady, I dare","Le dirai: ""Signora, oserei"""
"A questo far, c’Amor m’à•ssì distretto","to do this, for Love has so taken me","per fare questo, perché l'Amore mi ha preso così"
"Di vo’, ched i’ non posso aver sogiorno.","with you, that I can have no peace;","con te, perché io non possa avere pace;"
Per ch’e’ convien che vo’ agiate merzede,"therefore, you must have mercy","quindi, devi avere misericordia"
"Di me, che tanto vi son ito intorno.","on me, who have courted you so much.","su di me, che ti ha corteggiato così tanto."
"Ché•ssiate cierta ched i’ v’amo a fede,","For you may be sure that I love you loyally,","Per voi può essere sicuro che io vi amo lealmente,"
"Né d’amar voi giamai non mi ritorno,","and that I will never stop loving you,","e che non smetterò mai di amarti,"
Ché per voi il me’ cor salvar si crede”.,for my heart believes it can have salvation only from you’.”,per il mio cuore crede che può avere la salvezza solo da voi
