Original,Translate_IT_1
"Nel principio della impresa esposizione, per meglio dare a intendere la sentenza della proposta canzone, convienesi quella partire prima in due parti: ché nella prima parte proemialmente, si parla; nella seconda si séguita lo trattato; e comincia la seconda parte nel cominciamento del secondo verso, dove dice: Tale imperò che gentilezza volse.","Il modo più utile per iniziare a chiarire il significato del canzone di cui sopra è quello di notare che ha due parti: la prima è un'introduzione, e la seconda è il trattato stesso. La seconda parte inizia con la linea di apertura della seconda stanza: Un sovrano dell'impero descritto nobiltà come consistente, a suo parere."
"La prima parte ancora in tre membra si può comprendere: nel primo si dice perché dallo parlare usato mi parto; nel secondo dico quello che è di mia intenzione a trattare; nel terzo domando aiutorio a quella cosa che più aiutare mi può, cioè alla veritade. Lo secondo membro comincia: E poi che tempo mi par d'aspettare. Lo terzo comincia: E cominciando, chiamo quel signore.","La prima parte si compone di tre sezioni: nella prima dico perché mi allontano dal mio solito stile poetico; nella seconda mi spiego che cosa è il mio soggetto; nella terza mi rivolgo per aiuto alla fonte che può fornirla più pienamente, cioè la verità. La seconda sezione comincia: Poiché, allora, questo sembra un tempo per aspettare; e la terza: E all'inizio invoco quel signore."
"Dico adunque che 'a me conviene lasciare le dolci rime d'amore le quali sogliono cercare li miei pensieri'; e la cagione assegno, perché dico che ciò non è per intendimento di più non rimare d'amore ma però che nella donna mia nuovi sembianti sono appariti, li quali m'hanno tolta materia di dire al presente d'amore.","Nelle parole iniziali dico che ""devo abbandonare le dolci poesie d'amore che sono state la costante ricerca dei miei pensieri,"" e continuare a spiegare perché questo è così: non è perché non intendo mai più scrivere poesie d'amore, ma perché l'atteggiamento della mia signora verso di me sembrava essere cambiato in modo da darmi nessuna occasione per parlare d'amore."
"Ove è da sapere che non si dice qui li atti di questa donna essere «disdegnosi e feri» se non secondo l'apparenza; sì come nel decimo capitolo del precedente trattato si può vedere, dove altra volta dico che l'apparenza della veritade si discordava. E come ciò può essere, che una medesima cosa sia dolce e paia amara, o vero sia chiara e paia oscura, qui[vi] sufficientemente vedere si può.","Si noti che non dico che l'atteggiamento della signora è davvero ""disdegnoso e duro,"" ma solo che tale è come appare così come nel decimo capitolo del libro precedente parlo anche di apparenza essere in contrasto con la realtà. Come può essere che una e la stessa cosa può essere dolce e sembrare amaro, o essere chiaro e sembra oscuro, è sufficientemente spiegato lì."
"Apresso, quando dico: E poi che tempo mi par d'aspettare, dico, sì come detto è, questo che trattare intendo. E qui non è da trapassare con piede secco ciò che si dice in 'tempo aspettare', imperò che potissima cagione è della mia mossa; ma da vedere è come ragionevolemente quel tempo in tutte le nostre operazioni si dee attendere, e massimamente nel parlare.","Poi, come ho spiegato, annuncio il mio tema nelle parole che iniziano Poiché, allora, questo sembra un momento di attesa. Quando parlo di ""un tempo di attesa,"" non sto parlando di un argomento che può essere solo scremato, poiché ciò che viene menzionato qui è per me un motivo molto potente nel mio attuale impegno; piuttosto, dovrebbe essere chiaro quanto sia ragionevole che in tutte le nostre azioni dovremmo aspettare il momento giusto, in particolare per quanto riguarda il discorso."
"Lo tempo, secondo che dice Aristotile nel quarto della Fisica, è «numero di movimento secondo prima e poi», e «numero di movimento celestiale», lo quale dispone le cose di qua giù diversamente a ricevere alcuna informazione.","Il tempo, come dice Aristotele nella Fisica, è una ""successione di movimento che coinvolge prima e dopo""; più precisamente, è ""successione di movimento nei cieli,"" che secondo un diverso schema dispone le cose qui sotto per ricevere le loro forme."
"Ché altrimenti è disposta la terra nel principio della primavera a ricevere in sé la informazione dell'erbe e delli fiori, e altrimenti lo verno; e altrimenti è disposta una stagione a ricevere lo seme che un'altra. E così la nostra mente, in quanto ella è fondata sopra la complessione del corpo, che [ha] a seguitare la circulazione del cielo, altrimenti è disposta uno tempo e altrimenti un altro.","Per la terra è disposto in modo diverso a ricevere le forme di piante e fiori all'inizio della primavera che è in inverno; e una stagione è diversamente disposto a ricevere i semi di un altro. Lo stesso vale per la mente umana, dal momento che il suo funzionamento dipende dalla costituzione corporea di una persona, che è diversamente disposto in tempi diversi, in conformità con la circolazione dei cieli."
"Per che le parole, che sono quasi seme d'operazione, si deono molto discretamente sostenere e lasciare, [sì] perché bene siano ricevute e fruttifere vegnano, sì perché dalla loro parte non sia difetto di sterilitade. E però lo tempo è da provedere, sì per colui che parla come per colui che dee udire: ché se 'l parladore è mal disposto, [le] più volte sono le sue parole dannose; e se l'uditore è mal disposto, mal sono quelle ricevute che buone siano. E però Salomone dice nello Ecclesiaste: «Tempo è da parlare, e tempo è da tacere».","Di conseguenza, le parole, che possono essere considerate come il seme dell'attività, devono essere impiegate o messe da parte con grande discriminazione, in modo che da un lato possano ricevere una buona accoglienza e, in ultima analisi, portare frutto, e dall'altro non possano soffrire di sterilità. Quindi bisogna fare attenzione a riconoscere il tempo opportuno, sia per chi parla che per chi deve essere affrontato: se l'oratore è mal disposto, le sue parole sono altrettanto spesso non dannose; se l'ascoltatore è mal disposto, le parole dell'oratore sono mal accolte, per quanto buone possano essere in se stesse. Da qui il detto di Salomone in Ecclesiaste: ""C'è un tempo per parlare, e un tempo per tacere."""
"Il perché io sentendo [in] me turbata disposizione, per la cagione che detta è nel precedente capitolo, a parlare d'amore, parve a me che fosse d'aspettare tempo, lo quale seco porta lo fine d'ogni desiderio, e appresenta, quasi come donatore, a coloro a cui non incresce d'aspettare.","Ecco perché, quando ho trovato la mia disposizione abituale di parlare di amore cambiato (per la ragione data nell'ultimo capitolo), mi è sembrato che ciò che era stato chiamato era di aspettare il tempo, per il tempo alla fine porta con sé il compimento di ogni desiderio, e come un benefattore fa un dono di questo td tutti coloro che sono disposti ad aspettare."
"Onde dice santo Iacopo apostolo nella sua Pistola: «Ecco lo agricola aspetta lo prezioso frutto della terra, pazientemente sostenendo infino che riceva lo temporaneo e lo serotino». E tutte le nostre brighe, se bene venimo a cercare li loro principii, procedono quasi dal non conoscere l'uso del tempo.","Come dice san Giacomo Apostolo nella sua lettera: ""Guarda: il contadino attende il prezioso frutto della terra, pazientemente duraturo fino alla caduta delle piogge precoci e tardive."" Infatti, se studiamo attentamente ciò che causa tutte le nostre liti, scopriamo che provengono in larga misura dal non riconoscere ciò che è, o non è, il momento giusto per fare le cose."
