Original,Translate_IT
"O voi che siete in piccioletta barca,","O voi che navigate nelle vostre piccole barche,"
"desiderosi d'ascoltar, seguiti","desiderosi di ascoltarmi, e seguite alla traccia"
"dietro al mio legno che cantando varca,","la strada della mia navata che avanza cantando,"
tornate a riveder li vostri liti:,Ora tornate alle vostre rive;
"non vi mettete in pelago, ché forse,","non vi azzardate al largo, perché forse,"
"perdendo me, rimarreste smarriti.","Vi rimarrete persi, se vi allontanate!"
L'acqua ch'io prendo già mai non si corse;,Nessuno ha seguito la strada che prendo;
"Minerva spira, e conducemi Appollo,","Minerva tende la mia vela e Apollo mi guida,"
e nove Muse mi dimostran l'Orse.,E sono le nove sorelle che mi mostrano le Orse.
Voialtri pochi che drizzaste il collo,"E voi, il piccolo coro di coloro che di buon’ora"
"per tempo al pan de li angeli, del quale",ha teso il collo verso il pane angelico
"vivesi qui ma non sen vien satollo,","di cui si vive quaggiù senza saziarsi,"
metter potete ben per l'alto sale,"invia con coraggio le tue navate in alto mare,"
"vostro navigio, servando mio solco","ma avendo cura di seguire la mia scia,"
dinanzi a l'acqua che ritorna equale.,fino a quando sull’acqua mobile non viene cancellata.
Que' glorïosi che passaro al Colco,Gli eroi che un tempo si avvicinavano a Colchide
"non s'ammiraron come voi farete,","furono meno stupiti di quanto non lo sarete,"
quando Iasón vider fatto bifolco.,Dopo aver visto Jason diventare un agricoltore.
La concreata e perpetüa sete,"La sete perpetua, innata nel cuore dell’uomo,"
del deïforme regno cen portava,"del regno costruito secondo Dio, ci portava"
veloci quasi come 'l ciel vedete.,veloce come il corso delle stelle.
"Beatrice in suso, e io in lei guardava;","Beatrice fissava il cielo, io Beatrice;"
e forse in tanto in quanto un quadrel posa,e il tempo più o meno che metterebbe una piastrella
"e vola e da la noce si dischiava,","a lasciare la balestra e a colpire l’obiettivo,"
giunto mi vidi ove mirabil cosa,Giunsero in un punto il cui splendore meraviglioso
mi torse il viso a sé; e però quella,"mi dava negli occhi; in quel momento questa signora,"
"cui non potea mia cura essere ascosa,","che conosceva sempre il fondo del mio pensiero,"
"volta ver' me, sì lieta come bella,","Si voltò verso di me, bella quanto gioiosa:"
"“Drizza la mente in Dio grata”, mi disse,","“Alza il tuo spirito e rendi grazie a Dio,"
“che n'ha congiunti con la prima stella”.,che ci fa arrivare alla prima stella!”
Parev'a me che nube ne coprisse,"Allora apparve una nuvola che ci rivestì,"
"lucida, spessa, solida e pulita,","folto e rutilante, abbagliante e dru,"
quasi adamante che lo sol ferisse.,Come il diamante dove il sole si bagna.
Per entro sé l'etterna margarita,"Questo eterno gioiello ci accolse nel suo seno,"
"ne ricevette, com'acqua recepe",come l'onda riceve un raggio di luce
raggio di luce permanendo unita.,Rimanere allo stesso tempo perfettamente uniti.
"S'io era corpo, e qui non si concepe",Se io fossi corpo (sulla terra non si saprebbe capire
"com'una dimensione altra patio,","che uno spazio tollera un altro spazio in sé,"
"ch'esser convien se corpo in corpo repe,","ciò che deve avvenire, se due corpi si penetrano),"
accender ne dovria più il disio,Doveva infiammarsi di un desiderio più ardente.
di veder quella essenza in che si vede,di contemplare l’essenza in cui si vede
come nostra natura e Dio s'unio.,come la nostra natura è confusa in Dio;
"Lì si vedrà ciò che tenem per fede,",e vedremo lassù ciò che qui crediamo
"non dimostrato, ma fia per sé noto","senza che lo si sia dimostrato, ma che si offra alla mente,"
a guisa del ver primo che l'uom crede.,Così come si crede ai principi primi.
"Io rispuosi: “Madonna, sì devoto","Risposi: ""Mia signora, anche devotamente"
"com'esser posso più, ringrazio lui","che egli è in mio potere, io rendo grazie a colui che"
lo qual dal mortal mondo m'ha remoto.,che mi separa così dal mondo dei mortali.
Ma ditemi: che son li segni bui,"Ditemi, però, che cosa sono queste macchie scure"
"di questo corpo, che là giuso in terra","che si vede su questo corpo e che laggiù, sulla terra,"
fan di Cain favoleggiare altrui?”.,Hanno fatto credere alla favola dove si chiama Caino?».
"Ella sorrise alquanto, e poi “S'elli erra","Sorrise un po’, poi disse: “Se dei mortali"
"l'oppinïon”, mi disse, “d'i mortali","Il ragionamento corre verso l’errore, ogni volta"
"dove chiave di senso non diserra,","che non può servirsi della chiave dei cinque sensi,"
certo non ti dovrien punger li strali,"Ora, invece, la punta delle sorprese."
"d'ammirazione omai, poi dietro ai sensi",deve smussarsi per te: vedi che la ragione
vedi che la ragione ha corte l'ali.,che servono i sensi con le ali troppo corte.
Ma dimmi quel che tu da te ne pensi”.,Fammi vedere prima come te lo spieghi!”.
E io: “Ciò che n'appar qua sù diverso,"«Gli aspetti diversi che vi si trovano, dico,"
credo che fanno i corpi rari e densi”.,"Sono l’effetto, secondo me, dei corpi più o meno densi»."
Ed ella: “Certo assai vedrai sommerso,"Lei dice: ""Vedrai che la tua opinione"
"nel falso il creder tuo, se bene ascolti","è caduto nell’errore, se tu segui con cura"
l'argomentar ch'io li farò avverso.,La mia esposizione di argomentazioni contrarie.
La spera ottava vi dimostra molti,Nell'ottava sfera si osserva un gran numero di
