Original,Translate_EN,Translate_IT_1
"Già no•mi valse nessuna preghera,",No prayer I made to Wealth,Nessuna preghiera che ho fatto alla Ricchezza
"Ched i’ verso Richeza far potesse,","did me any good,","mi ha fatto del bene,"
"Ché poco parve ch’e’ le ne calesse,","for it seemed she cared very little,","perché sembrava che le importasse molto poco,"
Sì•lla trovai ver’ me crudel e fera.,so cruel and heartless I found her towards me.,così crudele e senza cuore l'ho trovata verso di me.
"Lo Dio D’Amor, che guar’ lungi non m’era,","The God of Love, who was not far from me,","Il Dio dell'Amore, che non era lontano da me,"
"Mi riguardò com’io mi contenesse,","looked to see how I was faring,","guardava per vedere come me la cavavo,"
E parvemi ched e’ gli ne incresciesse;,and it seemed to me my manner annoyed him.,e mi sembrava che il mio modo lo infastidisse.
"Si venne a me e disse: «In che manera,","He came to me and said: “In what way,","Venne da me e mi disse: ""In che modo,"
"Amico, m’ài guardato l’omanagio,","friend, have you kept the oath of fealty","Amico, hai mantenuto il giuramento di fedeltà"
"Che mi faciesti, passat’à un anno?».",you made to me a year ago?”,Mi hai fatto un anno fa?
"I’ gli dissi: «Messer, vo’ avete il gagio","I said to him: “Sire, you have my pledge,","Gli dissi: ""Signore, hai la mia promessa,"
"Or, ch’è il core». «E’ non ti fia già danno,","which is my heart.” – “It will be all right,",che è il mio cuore.
Ché tu•tti sè portato come sagio:,"since you have behaved with wisdom and skill,","poiché ti sei comportato con saggezza e abilità,"
Sì avrai guiderdon del grande afanno».,you will have reward for your great distress.”,avrai ricompensa per la tua grande angoscia.
