Original,Translate_IT
"'Deus, venerunt gentes', alternando","Signore, i pagani sono venuti in mente!"
"or tre or quattro dolce salmodia,","Alternando tre e quattro, con un suono dolce,"
"le donne incominciaro, e lagrimando;",Ma lacrima di cantare le donne.
"e Bëatrice, sospirosa e pia,","Beatrice ascoltava in silenzio il canto,"
"quelle ascoltava sì fatta, che poco","Trasformata come Maria, che con l'orrore"
più a la croce si cambiò Maria.,Il dolore della madre era sotto la croce.
Ma poi che l'altre vergini dier loco,Ma ora che le altre donne hanno detto la loro parola
"a lei di dir, levata dritta in pè,","Prima dato spazio, l'ho vista in primo piano,"
"rispuose, colorata come foco:","Grade, eretto, sta per guardare l'incendio."
"'Modicum, et non videbitis me;",""" Non mi vedrete più piccolo,"
"et iterum, sorelle mie dilette,","E di nuovo, sorelle, miei cari,"
"modicum, et vos videbitis me'.","Mi vedrai su una piccola cosa."""
"Poi le si mise innanzi tutte e sette,","Ella parlò e si presentò davanti a tutti e sette,"
"e dopo sé, solo accennando, mosse","E dietro di loro, attraverso il loro wink da solo,"
me e la donna e 'l savio che ristette.,"La donna, me e i saggi che sono rimasti."
Così sen giva; e non credo che fosse,"Se n'e' andata, ma a malapena hanno fatto dieci passi."
"lo decimo suo passo in terra posto,",Quelli che se ne sono andati e ci hanno lasciato andare...
quando con li occhi li occhi mi percosse;,E' la sua faccia che brilla negli occhi.
"e con tranquillo aspetto “Vien più tosto”,","""Andate via,"" ha detto,"
"mi disse, “tanto che, s'io parlo teco,","""Vieni più vicino che, ora parlo con te,"
ad ascoltarmi tu sie ben disposto”.,"Tu sei in grado di prendere la mia parola."""
"Sì com'io fui, com'io dovëa, seco,","Ero a malapena vicino a lei come avrei dovuto,"
"dissemi: “Frate, perché non t'attenti","Allora disse: ""Fratello, mi sei venuto vicino,"
a domandarmi omai venendo meco?”.,"Ma non osi chiedere niente di me?"""
Come a color che troppo reverenti,Come quando l'avere troppo timore è difficile
"dinanzi a suo maggior parlando sono,",Con la sua autorità un uomo niedrer
"che non traggon la voce viva ai denti,","Mezz'udito, chiacchierone e a malapena udito,"
"avvenne a me, che sanza intero suono",Così ho detto ora che ho cominciato a lei:
"incominciai: “Madonna, mia bisogna","""O Signora, voi conoscete il mio desiderio,"
"voi conoscete, e ciò ch'ad essa è buono”.","E di ciò che mi serve e di ciò che mi può rendere devozione."""
Ed ella a me: “Da tema e da vergogna,"E loro: ""Sbarazzati di vergogna e di angoscia,"
"voglio che tu omai ti disviluppe,",Lo voglio... e sono sicuro che parlero'...
sì che non parli più com'om che sogna.,E non come uno che intrappola nel sogno.
"Sappi che 'l vaso che 'l serpente ruppe,","Il carro che il serpente ha rotto, era,"
"fu e non è; ma chi n'ha colpa, creda","Ma chi non ha peccato per questo,"
che vendetta di Dio non teme suppe.,Teme la vendetta di Dio per sempre!
Non sarà tutto tempo sanza reda,"Non sempre gli eredi sono speciali, come oggi"
"l'aguglia che lasciò le penne al carro,","essere l'aquila che gli ha lasciato le piume,"
per che divenne mostro e poscia preda;,E' diventato un mostro e poi una preda.
"ch'io veggio certamente, e però il narro,",# Le stelle si avvicinano # # come io credo #
"a darne tempo già stelle propinque,","Conosciuto nello spirito, sia detto"
"secure d'ogn'intoppo e d'ogne sbarro,","E' libero dalla barriera e dall'ostacolo,"
"nel quale un cinquecento diece e cinque,","Cinquecento cinque e dieci scampati,"
"messo di Dio, anciderà la fuia",Un Messaggero di Dio che percuote la tua prostituta
con quel gigante che con lei delinque.,E anche il gigante che le ha fatto del male.
"E forse che la mia narrazion buia,",E ora ti ho detto delle parole...
"qual Temi e Sfinge, men ti persuade,","Come Sfinge e Temis, difficile da indovinare,"
perch'a lor modo lo 'ntelletto attuia;,"Perciò il tuo spirito nutre dubbi nell'oscurità,"
"ma tosto fier li fatti le Naiade,",Così presto questo puzzle vi risolverà le azioni
che solveranno questo enigma forte,"Al posto dei Naiadi, e senza minacce"
sanza danno di pecore o di biade.,Restano i greggi e i semi.
"Tu nota; e sì come da me son porte,",Ricorda quello che dico e ascolta il mio comandamento:
così queste parole segna a' vivi,Voglio che tu lo dica ai vivi.
del viver ch'è un correre a la morte.,Nella vita che è una corsa alla morte.
"E aggi a mente, quando tu le scrivi,","Non devi nasconderti quando scrivi li',"
di non celar qual hai vista la pianta,"Come vedete l'albero, ricordatevi:"
ch'è or due volte dirubata quivi.,L'hai visto rubare per due volte.
"Qualunque ruba quella o quella schianta,",Chi ruba questo albero e gioioso
"con bestemmia di fatto offende a Dio,","Fedeli, offendete Dio con bestemmie,"
che solo a l'uso suo la creò santa.,Perche' ha creato sacro solo l'albero per se stesso.
"Per morder quella, in pena e in disio",Per tale rapina ha lottato atrocemente
cinquemilia anni e più l'anima prima,Cinquemila anni e più il primo spirito
bramò colui che 'l morso in sé punio.,"Dopo di lui, sconfiggere la morte del morso maledizione."
"Dorme lo 'ngegno tuo, se non estima","Se non sai, la tua mente si addormenta."
per singular cagione essere eccelsa,"Così alto sia quell'albero per motivi profondi,"
lei tanto e sì travolta ne la cima.,Se il Vertice non te lo dimostra.
E se stati non fossero acqua d'Elsa,"E non avrebbe, come il diluvio di Elsa, con corteccia"
"li pensier vani intorno a la tua mente,","Di pietra il tuo rimorso copre la ragione,"
"e 'l piacer loro un Piramo a la gelsa,","E la loro luce non ti era toccata dai peccati,"
per tante circostanze solamente,"Così avreste quello che il divieto mira,"
"la giustizia di Dio, ne l'interdetto,","E come il Signore appare giusto in questo,"
conosceresti a l'arbor moralmente.,L'albero è facilmente scoperto da tali segni.
Ma perch'io veggio te ne lo 'ntelletto,"Ma perché il tuo spirito è indurito alla pietra,"
"fatto di pietra e, impetrato, tinto,","Contaminato da colpa, confuso e preso in considerazione"
"sì che t'abbaglia il lume del mio detto,",E stupido per la verita'...
"voglio anco, e se non scritto, almen dipinto,","Quindi, non prenderla come una parola, ma in termini"
