Original,Translate_IT
"Noi eravamo al sommo de la scala,",Stavamo salendo in cima alle scale.
dove secondamente si risega,"dove riposa un po', per la seconda volta,"
lo monte che salendo altrui dismala.,la montagna dove ci si lava dai peccati.
Ivi così una cornice lega,"Facendo il giro del picco, una lunga cornice"
"dintorno il poggio, come la primaia;","ci apparve lassù, come la prima,"
se non che l'arco suo più tosto piega.,forma un cerchio che sembra più piccolo.
Ombra non lì è né segno che si paia:,Non si vedono immagini o segni visibili.
parsi la ripa e parsi la via schietta,la strada e il burrone e tutto ciò che vi si trova
col livido color de la petraia.,Hanno i colori pallidi della pietra lucidata.
"“Se qui per dimandar gente s'aspetta”,","“Se c’è bisogno di aspettare persone che ci informino,"
"ragionava il poeta, “io temo forse","Come diceva il poeta, io temo."
che troppo avrà d'indugio nostra eletta”.,Non c’è troppo ritardo alla fine dell’attesa”.
Poi fisamente al sole li occhi porse;,Poi alzò gli occhi dal lato del sole.
"fece del destro lato a muover centro,","e, il suo proprio fianco destro che gli serve come asse,"
e la sinistra parte di sé torse.,Fece fare al suo corpo un giro completo a sinistra.
“O dolce lume a cui fidanza i' entro,"“Tu, sulla fede di chi intraprendo questo cammino,"
"per lo novo cammin, tu ne conduci”,","nuovo per me, disse, guidaci dunque, dolce astro,"
"dicea, “come condur si vuol quinc'entro.",Come anche tu guidi quelli che vengono qui!
"Tu scaldi il mondo, tu sovr'esso luci;",Tu riscaldi il mondo e fornisci la sua luce;
"s'altra ragione in contrario non ponta,","Se qualche altra ragione non vi contraddice,"
esser dien sempre li tuoi raggi duci”.,Ora guida i nostri passi dai tuoi raggi!”
"Quanto di qua per un migliaio si conta,",Avevamo quasi percorso la distanza.
"tanto di là eravam noi già iti,","che si chiama qui sotto il nome di mille,"
"con poco tempo, per la voglia pronta;","in pochi istanti, questa era la nostra fretta,"
"e verso noi volar furon sentiti,",quando udii improvvisamente degli spiriti che volavano
"non però visti, spiriti parlando","su di noi, senza che li si vedessero e facessero passare"
a la mensa d'amor cortesi inviti.,al banchetto dell’amore degli inviti cortesi.
La prima voce che passò volando,La prima voce che passava mentre volava
"'Vinum non habent' altamente disse,","disse: Vinum non habent, che suonò forte e chiaro,"
e dietro a noi l'andò reïterando.,e lo ripete ancora allontanandosi da noi.
E prima che del tutto non si udisse,"La sua eco non era del tutto cancellata,"
"per allungarsi, un'altra 'I' sono Oreste'","un’altra voce, che diceva: “Io sono Oreste”,"
"passò gridando, e anco non s'affisse.","E subito se ne andò, senza volersi fermare."
"“Oh!”, diss'io, “padre, che voci son queste?”.","“Oh, padre, dissi allora, quali sono queste voci?”"
"E com'io domandai, ecco la terza","Non avevo finito, quando ecco la terza"
dicendo: 'Amate da cui male aveste'.,Ci dice: “Amate quelli che vi fanno il male”.
E 'l buon maestro: “Questo cinghio sferza,Il mio buon maestro mi disse: “È il peccato dell’invidia.
"la colpa de la invidia, e però sono","che si punisce così in questo cerchio, prendendo"
tratte d'amor le corde de la ferza.,Il nostro amore per il prossimo per la frusta.
Lo fren vuol esser del contrario suono;,"Il freno, per agire meglio, lavora in senso contrario;"
"credo che l'udirai, per mio avviso,","te ne renderai conto, a quello che capisco,"
prima che giunghi al passo del perdono.,prima di arrivare alla soglia del perdono.
"Ma ficca li occhi per l'aere ben fiso,","Ma cerca di fissare il tuo sguardo davanti a te,"
"e vedrai gente innanzi a noi sedersi,","e vedrai gente che siede per terra,"
e ciascun è lungo la grotta assiso”.,formando un’infilata sul bordo della scogliera”.
Allora più che prima li occhi apersi;,Aprendo gli occhi più grandi di prima
"guarda'mi innanzi, e vidi ombre con manti","per cercare davanti a me, vidi degli spiriti"
al color de la pietra non diversi.,che indossavano cappotti del colore delle pietre.
"E poi che fummo un poco più avanti,","Ci eravamo appena avvicinati alla loro truppa,"
udia gridar: 'Maria òra per noi':,"Udii gridare: “Pregate per noi, Maria!”."
gridar 'Michele' e 'Pietro' e 'Tutti santi'.,e chiamare Michele e Pietro e tutti i santi.
Non credo che per terra vada ancoi,"Credo che sulla terra non ci sia un solo uomo,"
"omo sì duro, che non fosse punto","Al giorno d'oggi, abbastanza difficile da non provare"
per compassion di quel ch'i' vidi poi;,"un abbraccio di cuore, sapendo quello che vi vivo;"
