Original,Translate_IT
"Come l'augello, intra l'amate fronde,","Come l'uccello tra i rami a foglia che ama,"
posato al nido de' suoi dolci nati,arroccata sul nido con la sua dolce covata
"la notte che le cose ci nasconde,","per tutta la notte, che ci nasconde le cose velate,"
"che, per veder li aspetti disïati",che nel suo desiderio di guardare i loro occhi e becchi
"e per trovar lo cibo onde li pasca,",e trovare il cibo per nutrirli...
"in che gravi labor li sono aggrati,","un compito, anche se difficile, che le dà gioia..."
"previene il tempo in su aperta frasca,","ora, su un ramo aperto, anticipa che il tempo"
"e con ardente affetto il sole aspetta,","e, nella sua ardente attesa del sole,"
fiso guardando pur che l'alba nasca;,"osserva intensamente che l'alba si spezzi,"
così la donna mïa stava eretta,"così la mia signora era eretta e vigilante,"
"e attenta, rivolta inver' la plaga",alla ricerca della regione del cielo
sotto la quale il sol mostra men fretta:,in cui il sole rivela meno fretta.
"sì che, veggendola io sospesa e vaga,","Io, quindi, vedendola sospesa, malinconica,"
fecimi qual è quei che disïando,"divenne come colui che, pieno di desiderio,"
"altro vorria, e sperando s'appaga.",trova soddisfazione nella sua speranza.
"Ma poco fu tra uno e altro quando,","Ma il tempo era breve tra un momento e l'altro,"
"del mio attender, dico, e del vedere",Intendo tra la mia aspettativa e la vista.
lo ciel venir più e più rischiarando;,del cielo girato sempre più splendente.
e Bëatrice disse: “Ecco le schiere,"Beatrice disse: ""Ecco le schiere"
del trïunfo di Cristo e tutto 'l frutto,di Cristo in trionfo e tutti i frutti
ricolto del girar di queste spere!”.,"raccolti dalla ruota di queste sfere!."""
"Pariemi che 'l suo viso ardesse tutto,","Mi sembrava che il suo viso fosse tutto fiammeggiante,"
"e li occhi avea di letizia sì pieni,",i suoi occhi così pieni di gioia
che passarmen convien sanza costrutto.,che devo lasciare quel momento inesplorato.
Quale ne' plenilunïi sereni,"Come, nelle notti limpide quando la luna è piena,"
Trivïa ride tra le ninfe etterne,Trivia sorride tra le ninfe eterne
"che dipingon lo ciel per tutti i seni,","che avvolgono il cielo attraverso tutte le sue profondità,"
vid'i' sopra migliaia di lucerne,"Ho visto, sopra le mille lampade,"
"un sol che tutte quante l'accendea,",un Sole che accendeva ciascuno
come fa 'l nostro le viste superne;,"come il nostro illumina i luoghi che vediamo sopra di noi,"
e per la viva luce trasparea,e per mezzo di quella luce vivente sparsa
la lucente sustanza tanto chiara,una sostanza splendente. E 'splendente così luminoso
"nel viso mio, che non la sostenea.",ai miei occhi che non potevo sostenerlo.
"Oh Bëatrice, dolce guida e cara!","O Beatrice, mia dolce guida!"
Ella mi disse: “Quel che ti sobranza,"Mi disse: ""Quello che ti travolge"
è virtù da cui nulla si ripara.,è una forza contro la quale non c'è difesa.
Quivi è la sapïenza e la possanza,Ecco la Sapienza e il Potere che ripararono
"ch'aprì le strade tra 'l cielo e la terra,",le strade che collegano il Cielo e la terra
onde fu già sì lunga disïanza”.,"che era stato tanto anelato e desiderato."""
Come foco di nube si diserra,"Mentre il fuoco si rompe da una nuvola,"
"per dilatarsi sì che non vi cape,","gonfiore fino a quando non trova spazio lì,"
"e fuor di sua natura in giù s'atterra,","e, contro la sua natura, cade sulla terra,"
"la mente mia così, tra quelle dape","solo perche' la mia mente... diventasse piu' grande a quel banchetto,"
"fatta più grande, di sé stessa uscìo,","esplode, trasportata da se stessa,"
e che si fesse rimembrar non sape.,e ora non riesco a ricordare cosa è diventato.
“Apri li occhi e riguarda qual son io;,Apri gli occhi e guardami come sono.
"tu hai vedute cose, che possente",Le cose a cui hai assistito
se' fatto a sostener lo riso mio”.,"ti hanno dato la forza di sopportare il mio sorriso."""
Io era come quei che si risente,Ero come un uomo che si sveglia
di visïone oblita e che s'ingegna,da un sogno che è sbiadito e che lotta
"indarno di ridurlasi a la mente,",invano per riportarlo alla mente
"quand'io udi' questa proferta, degna","quando ho sentito questo invito, meritando"
"di tanto grato, che mai non si stingue",di tale gratitudine che non potrà mai essere cancellata
del libro che 'l preterito rassegna.,dal libro che registra il passato.
Se mo sonasser tutte quelle lingue,Se in questo momento tutte le lingue
che Polimnïa con le suore fero,che Polyhymnia e le sue sorelle nutrirono
"del latte lor dolcissimo più pingue,",con il loro latte più dolce e ricco
"per aiutarmi, al millesmo del vero","dovrebbe suonare per aiutarmi ora, la loro canzone non poteva raggiungere"
"non si verria, cantando il santo riso",millesimo della verità nel canto di quel santo sorriso
e quanto il santo aspetto facea mero;,e come ha reso radiosa la sua santa vista.
"e così, figurando il paradiso,","E così, nel rappresentare il Paradiso,"
"convien saltar lo sacrato poema,","il sacro poema deve fare il suo salto attraverso,"
come chi trova suo cammin riciso.,Cosi' come un uomo che trova la sua strada tagliata.
Ma chi pensasse il ponderoso tema,Ma considerando il tema pesante
"e l'omero mortal che se ne carca,","e la spalla mortale che pesa,"
nol biasmerebbe se sott'esso trema:,Nessuno incolperebbe se tremasse con il suo carico.
non è pareggio da picciola barca,"Questo non è un viaggio facile per un po' di corteccia,"
"quel che fendendo va l'ardita prora,","questo tratto di mare l'audace prua ora si spezza,"
né da nocchier ch'a sé medesmo parca.,né per un pilota che si risparmierebbe.
"“Perché la faccia mia sì t'innamora,",'Perché il mio volto ti suscita così all'amore
che tu non ti rivolgi al bel giardino,non ti giri per vedere il bel giardino
che sotto i raggi di Cristo s'infiora?,ora fiorisce sotto i raggi di Cristo?
Quivi è la rosa in che 'l verbo divino,'C'è la rosa in cui la Parola di Dio
carne si fece; quivi son li gigli,è stato trasformato in carne. Ci sono i gigli
al cui odor si prese il buon cammino”.,"per la cui fragranza è stata scelta la retta via."""
"Così Beatrice; e io, che a' suoi consigli","Beatrice ha detto queste parole. E io, tutti desiderosi"
"tutto era pronto, ancora mi rendei","per seguire le sue istruzioni, riprese di nuovo"
a la battaglia de' debili cigli.,"la lotta, nonostante il mio debole potere visivo."
"Come a raggio di sol, che puro mei","Come, illuminato dai raggi del sole che fluiscono attraverso nuvole rotte,"
"per fratta nube, già prato di fiori","i miei occhi, riparati dall'ombra,"
"vider, coverti d'ombra, li occhi miei;","una volta vidi un campo di fiori,"
"vid'io così più turbe di splendori,",così ora ho visto una molti-splendored throng
"folgorate di sù da raggi ardenti,","illuminato dall'alto da raggi ardenti,"
sanza veder principio di folgóri.,ma non riusciva a vedere la fonte di tutta quella luminosità.
"O benigna vertù che sì li 'mprenti,","O Potere misericordioso, che li ha così impressionati!"
sù t'essaltasti per largirmi loco,Sei salito ad altezze più elevate per concedere
a li occhi lì che non t'eran possenti.,la loro vista agli occhi non è pronta a vederti.
Il nome del bel fior ch'io sempre invoco,Il nome del fiore che invoco
"e mane e sera, tutto mi ristrinse","ogni mattina e alla sera, affascinava la mia mente"
l'animo ad avvisar lo maggior foco;,mentre guardavo le fiamme più brillanti.
e come ambo le luci mi dipinse,"Quando la qualità e la grandezza della stella vivente,"
il quale e il quanto de la viva stella,"che sorpassa sopra come ha sorpassato sotto,"
"che là sù vince come qua giù vinse,","sono stati dipinti sui miei occhi,"
"per entro il cielo scese una facella,","discese attraverso il cielo una torcia che,"
"formata in cerchio a guisa di corona,","circling, ha assunto la somiglianza di una corona."
e cinsela e girossi intorno ad ella.,La circondava e la circondava.
Qualunque melodia più dolce suona,"La melodia più dolce, sentita qui sotto,"
"qua giù e più a sé l'anima tira,","che più attrae le nostre anime,"
"parrebbe nube che squarciata tona,",sembrerebbe un'esplosione di tempesta di nuvole
comparata al sonar di quella lira,rispetto al riverbero di quella lira
onde si coronava il bel zaffiro,con cui il bel zaffiro che tanto ensapphires
del quale il ciel più chiaro s'inzaffira.,il cielo più luminoso è stato incantato.
"“Io sono amore angelico, che giro",'Io sono amore angelico e ci circondo
l'alta letizia che spira del ventre,l'esaltata gioia respirata dal grembo
che fu albergo del nostro disiro;,"che era la dimora del nostro desiderio,"
"e girerommi, donna del ciel, mentre","E io ti circonderò, Signora del Cielo,"
"che seguirai tuo figlio, e farai dia","finché non seguirai tuo Figlio nella sfera più alta,"
più la spera supprema perché lì entre”.,"rendendolo più divino perché si entra."""
Così la circulata melodia,"Così quella musica che gira, che si sigilla,"
"si sigillava, e tutti li altri lumi","è giunto alla sua conclusione, mentre tutte le altre luci"
facean sonare il nome di Maria.,ha fatto risuonare il nome di Mary.
Lo real manto di tutti i volumi,"Il manto regale delle sfere giranti universali,"
"del mondo, che più ferve e più s'avviva",che la maggior parte brucia ed è più velocizzato
"ne l'alito di Dio e nei costumi,","nel soffio di Dio e nelle Sue opere,"
avea sopra di noi l'interna riva,"era, al suo confine interno,"
"tanto distante, che la sua parvenza,","tanto al di sopra di noi che finora,"
"là dov'io era, ancor non appariva:","da dove mi trovavo, era ben oltre il mio vedere,"
però non ebber li occhi miei potenza,perché i miei occhi non avessero il potere
di seguitar la coronata fiamma,per fissare la fiamma con la punta della corona
che si levò appresso sua semenza.,che sorgeva lungo il sentiero lasciato dalla sua semina.
E come fantolin che 'nver' la mamma,"E, come un bambino che allunga le braccia"
"tende le braccia, poi che 'l latte prese,","a mamma dopo aver bevuto il suo latte,"
per l'animo che 'nfin di fuor s'infiamma;,"il suo impulso interiore acceso nella fiamma esterna,"
ciascun di quei candori in sù si stese,tutti questi splendori bianchi stavano raggiungendo verso l'alto
"con la sua cima, sì che l'alto affetto","con le loro punte ardenti, affinché il loro profondo affetto"
ch'elli avieno a Maria mi fu palese.,perché Maria mi è stata resa chiara.
"Indi rimaser lì nel mio cospetto,","Poi rimasero lì, sotto i miei occhi,"
"'Regina celi' cantando sì dolce,",cantare Regina celi con tanta dolcezza
che mai da me non si partì 'l diletto.,che il mio sentimento di gioia non mi ha mai lasciato.
Oh quanta è l'ubertà che si soffolce,"Oh, quanto è grande l'abbondanza"
in quelle arche ricchissime che fuoro,"che è conservato in granai così ricchi sopra,"
a seminar qua giù buone bobolce!,che sulla terra c'erano campi maturi per la semina!
Quivi si vive e gode del tesoro,"Lì vivono, gioiscono nel tesoro"
che s'acquistò piangendo ne lo essilio,"hanno guadagnato con lacrime di esilio,"
"di Babillòn, ove si lasciò l'oro.","in Babilonia, dove spronarono l'oro."
"Quivi trïunfa, sotto l'alto Filio","Sotto l'Eccelso Figlio di Dio e di Maria,"
"di Dio e di Maria, di sua vittoria,","lassù trionfa nella sua vittoria,"
"e con l'antico e col novo concilio,","con le anime dei patti vecchi e nuovi,"
colui che tien le chiavi di tal gloria.,colui che ha le chiavi di una gloria così grande.
,
,
,
