Original,Translate_EN,Translate_IT_1
"Sovr’ognie cosa pensa di lusinghe,","“Above all, think about flattery,","Pensa a tutte le lusinghe,"
"Lodando sua maniera, e sua fazone,","praising her manners and her appearance,","lodando le sue buone maniere e il suo aspetto,"
"E che di senno passa Salamone,",and how she passes Solomon in wisdom:,e come passa Salomone con sapienza;
Con questi motti vo’ che•lla dipinghe.,with these words I want you to describe her.,con queste parole voglio che tu la descriva.
Ma guarda non s’avega che•tti’nfinghe,"But be careful she doesn’t notice you’re pretending,","Ma fai attenzione che non si accorga che stai fingendo,"
Ché non v’andresti mai a prociessione:,"because you would never go there in procession,","perché non ci andresti mai in processione,"
Non ti varebe lo star ginochione.,nor would it serve you to kneel in front of her:,e non servirebbe a te inginocchiarti davanti a lei.
"Però quel lusinghar fa che tu ’l tinghe,","therefore, be sure to disguise your flattery well.","quindi, assicuratevi di mascherare bene la vostra adulazione."
"Chéd e’ n’è ben alcuna sì viziata,",There’s always a woman so clever,C'è sempre una donna così intelligente
Che non crede giamai ta’ favolelle,"she never believes such tales,","non crede mai a tali storie,"
Per c’altra volta n’è stata   beffata;,because she was once deceived by them.,perché una volta era stata ingannata da loro.
"Ma queste giovanette damigielle,","But these young ladies,",Ma queste signorine...
"Chu’ la lor terra non n’è stata   arata,","whose field has never been plowed,","il cui campo non è mai stato arato,"
Ti crederanno ben cota’ novelle!,will certainly believe such stories from you.”,certamente credere a tali storie da voi.
