Original,Translate_IT
Ora cen porta l'un de' duri margini;,Ora uno dei confini duri ci porta avanti;
"e 'l fummo del ruscel di sopra aduggia,",la nebbia del fiume forma ombre
sì che dal foco salva l'acqua e li argini.,e protegge le rive e l'acqua dal fuoco.
"Quali Fiamminghi tra Guizzante e Bruggia,","Proprio come tra Wissant e Bruges, i Flemings,"
"temendo 'l fiotto che 'nver' lor s'avventa,","nel terrore della marea che si riversa verso di loro,"
fanno lo schermo perché 'l mar si fuggia;,hanno costruito un muro di lesbiche per scoraggiare il mare;
"e quali Padoan lungo la Brenta,","e come i Paduani, lungo il Brenta,"
"per difender lor ville e lor castelli,",costruire baluardi per difendere le loro città e castelli
anzi che Carentana il caldo senta:,prima che i giorni del cane cadano su Carentana;
"a tale imagine eran fatti quelli,","proprio così erano questi argini, anche se"
"tutto che né sì alti né sì grossi,","non sono stati costruiti così alti e non così larghi,"
"qual che si fosse, lo maestro félli.",Chiunque fosse l'artigiano che li ha creati.
Già eravam da la selva rimossi,Ormai eravamo così lontani dal bosco
"tanto, ch'i' non avrei visto dov'era,",che non avrei dovuto capire dov'era...
"perch'io in dietro rivolto mi fossi,",Nemmeno se mi fossi girato per guardare...
quando incontrammo d'anime una schiera,quando siamo venuti in una compagnia di spiriti
"che venian lungo l'argine, e ciascuna",che hanno fatto la loro strada lungo la riva; e ciascuno
ci riguardava come suol da sera,"ci fissava costantemente, come nel crepuscolo,"
guardare uno altro sotto nuova luna;,"sotto la luna nuova, gli uomini si guardano l'un l'altro."
e sì ver' noi aguzzavan le ciglia,Loro cucirono le sopracciglia e ci strizzarono addosso...
come 'l vecchio sartor fa ne la cruna.,come un vecchio sarto all'occhio del suo ago.
"Così adocchiato da cotal famiglia,","E quando quella famiglia sembrava piu' forte, io..."
"fui conosciuto da un, che mi prese","è stato riconosciuto da uno, che mi ha preso da"
per lo lembo e gridò: “Qual maraviglia!”.,"l'orlo e gridò: ""Questo è meraviglioso!."""
"E io, quando 'l suo braccio a me distese,","Lo spirito che ha teso il braccio verso di me,"
"ficcaï li occhi per lo cotto aspetto,",Ho fissato gli occhi sui suoi lineamenti marroni...
sì che 'l viso abbrusciato non difese,perché il fuoco del suo volto non potesse
la conoscenza süa al mio 'ntelletto;,impedire alla mia mente di riconoscerlo;
"e chinando la mano a la sua faccia,","e abbassare il mio volto per incontrare il suo volto,"
"rispuosi: “Siete voi qui, ser Brunetto?”.","Gli risposi: ""Sei qui, ser Brunetto?"""
"E quelli: “O figliuol mio, non ti dispiaccia","E lui: ""Figlio mio, non importa se Brunetto,"
se Brunetto Latino un poco teco,Latino indugia per un po' con te
ritorna 'n dietro e lascia andar la traccia”.,"e lascia il file che è con passare avanti."""
"I' dissi lui: “Quanto posso, ven preco;","Dissi: ""Con tutta la mia forza vi prego, restate;"
"e se volete che con voi m'asseggia,","E se mi fai riposare un po' con te,"
"faròl, se piace a costui che vo seco”.","Lo farò, se questo piacerà a colui con cui vado."""
"“O figliuol”, disse, “qual di questa greggia","""O figliolo,"" disse, ""chiunque di questo gregge"
"s'arresta punto, giace poi cent'anni","si ferma solo un momento, rimane un centinaio di anni"
