Original,Translate_IT
Sì come quando i primi raggi vibra,"Mentre camminavamo così, l’uno davanti all’altro,"
"là dove il suo fattor lo sangue sparse,","lungo la strada, e che spesso il mio padrone"
"cadendo Ibero sotto l'alta Libra,","Diceva: “Attenzione, non uscire dal sentiero!”"
"e l'onde in Gange da nona rïarse,",il sole che cadeva sulla mia spalla sinistra
"sì stava il sole; onde 'l giorno sen giva,","bagnava con i suoi raggi l’orlo dell’Occidente,"
come l'angel di Dio lieto ci apparse.,"sul suo colore azzurro con sfumature bianche,"
"Fuor de la fiamma stava in su la riva,",e la mia ombra aggiungeva alla fiamma dei toni
e cantava 'Beati mundo corde!',più cupi; e vidi che molte di queste anime
in voce assai più che la nostra viva.,"Mentre camminava, si accorse di questo dettaglio."
"Poscia “Più non si va, se pria non morde,","Questo è il motivo per cui alla fine parlarono,"
"anime sante, il foco: intrate in esso,",E l’inizio fu di dirsi tra loro:
"e al cantar di là non siate sorde”,",“Questo non sembra avere un corpo fittizio.”
ci disse come noi li fummo presso;,Poi alcuni di loro si avvicinarono a me.
"per ch'io divenni tal, quando lo 'ntesi,","da vicino come si poteva, pur avendo cura"
qual è colui che ne la fossa è messo.,di non schivare il fuoco che li bruciava.
"In su le man commesse mi protesi,","“O tu che cammini da solo dopo gli altri due,"
guardando il foco e imaginando forte,"forse per rispetto e non per pigrizia,"
umani corpi già veduti accesi.,"Rispondici, bruciati nella sete e nel fuoco!"
Volsersi verso me le buone scorte;,Non sono l’unico che vuole sentirti;
"e Virgilio mi disse: “Figliuol mio,",appendiamo al tuo labbro con molto più invidia
"qui può esser tormento, ma non morte.",Non c’è acqua fresca in India o in Etiopia.
"Ricorditi, ricorditi! E se io","Dicci, come fai a nasconderci in questo modo?"
"sovresso Gerïon ti guidai salvo,",il sole? sembra che tu non sia ancora
che farò ora presso più a Dio?,caduto nelle reti che la morte ha a disposizione”.
Credi per certo che se dentro a l'alvo,Così parlava uno di loro; avrei detto:
"di questa fiamma stessi ben mille anni,","che ero, quando all’improvviso mi apparve, sorprendente,"
non ti potrebbe far d'un capel calvo.,Un’altra novità che mi ha chiamato altrove.
"E se tu forse credi ch'io t'inganni,",In mezzo alla strada in fiamme
"fatti ver' lei, e fatti far credenza",Veniva da altre persone di fronte a loro.
con le tue mani al lembo d'i tuoi panni.,"e, per osservarli, ho mantenuto il silenzio."
"Pon giù omai, pon giù ogne temenza;","Vidi da entrambi i lati le ombre affrettarsi,"
volgiti in qua e vieni: entra sicuro!”.,"correre incontro, scambiarsi baci,"
E io pur fermo e contra coscïenza.,"senza fermarsi, a seconda dei loro brevi incontri:"
"Quando mi vide star pur fermo e duro,","così, quando i loro ranghi neri si intrecciano,"
"turbato un poco disse: “Or vedi, figlio:","si aggrappano le formiche, e nella loro testa a testa"
tra Bëatrice e te è questo muro”.,Sembrano raccontarsi la loro strada e il loro raccolto.
Come al nome di Tisbe aperse il ciglio,"E subito dopo l'accoglienza amichevole,"
"Piramo in su la morte, e riguardolla,","prima del primo passo che li deve separare,"
allor che 'l gelso diventò vermiglio;,Ogni gregge grida più forte che può.
"così, la mia durezza fatta solla,",La folla degli arrivi disse: “Sòdoma e Gomorra!”.
"mi volsi al savio duca, udendo il nome","L’altro: «Pasifae si rifugiò nella mucca,"
che ne la mente sempre mi rampolla.,affinché il toro accontentasse la sua lussuria».
Ond'ei crollò la fronte e disse: “Come!,"Poi, come si separa una banda di gru"
volenci star di qua?”; indi sorrise,"per andare verso la sabbia o verso i monti Rifei,"
come al fanciul si fa ch'è vinto al pome.,"a seconda che vadano lontano dal freddo o dal sole,"
"Poi dentro al foco innanzi mi si mise,","gli uni vanno da una parte e gli altri dall'altra,"
"pregando Stazio che venisse retro,",Gli inni che riprendono come le lacrime
che pria per lunga strada ci divise.,e il grido che meglio si addice al loro stato.
"Sì com' fui dentro, in un bogliente vetro",Nello stesso spirito che mi aveva chiesto
"gittato mi sarei per rinfrescarmi,","di parlare con loro ritornarono da me,"
tant'era ivi lo 'ncendio sanza metro.,e nei loro occhi brillava il loro desiderio di ascoltare.
"Lo dolce padre mio, per confortarmi,","Io, che già sapevo qual era il loro desiderio,"
"pur di Beatrice ragionando andava,",Io dissi loro: “Spiriti che l’assicurazione riempie
dicendo: “Li occhi suoi già veder parmi”.,"di trovare prima o poi la pace dei beati,"
Guidavaci una voce che cantava,"i miei membri non sono rimasti là, sulla terra,"
"di là; e noi, attenti pur a lei,","teneri e maturi: fanno compagnia con me,"
venimmo fuor là ove si montava.,e tutto il mio sangue e tutte le mie giunture.
"'Venite, benedicti Patris mei',","così vado lassù, per non essere più cieco;"
"sonò dentro a un lume che lì era,",Devo alle orazioni di una signora del Cielo
tal che mi vinse e guardar nol potei.,"di camminare a casa vostra, il mio cadavere mortale."
"“Lo sol sen va”, soggiunse, “e vien la sera;",E possa essere soddisfatto il tuo più grande desiderio
"non v'arrestate, ma studiate il passo,","presto, e che il Cielo vi accolga a dimora,"
mentre che l'occidente non si annera”.,"Lui, così ricco d’amore e che non ha limiti!"
Dritta salia la via per entro 'l sasso,"Ditemi però, perché vorrei scriverlo,"
verso tal parte ch'io toglieva i raggi,"chi siete voi stessi, e qual è questa folla"
dinanzi a me del sol ch'era già basso.,che si allontana da voi voltandovi le spalle”.
"E di pochi scaglion levammo i saggi,","Come il montanaro che si turba, ahuri,"
"che 'l sol corcar, per l'ombra che si spense,","e guarda dappertutto, quando scende in città"
sentimmo dietro e io e li miei saggi.,"della sua frazione selvaggia, e non può dire una parola,"
E pria che 'n tutte le sue parti immense,questo mi parve allora l’aspetto di questi spiriti;
"fosse orizzonte fatto d'uno aspetto,","ma, avendo un po' scosso il loro stupore,"
"e notte avesse tutte sue dispense,","che non dura mai nelle anime ben nate,"
ciascun di noi d'un grado fece letto;,Colui che prima mi aveva parlato mi disse:
ché la natura del monte ci affranse,"“Che tu possa essere felice, tu che nelle nostre province"
la possa del salir più e 'l diletto.,Vieni a sapere tutto dell’arte di morire bene!
Quali si stanno ruminando manse,La folla che si allontana ha commesso un tempo
"le capre, state rapide e proterve","il peccato per il quale Cesare, nel suo trionfo,"
"sovra le cime avante che sien pranse,",Si sente chiamare regina dai suoi soldati.
"tacite a l'ombra, mentre che 'l sol ferve,","Questo è ciò che fa sì che al grido di “Sòdoma!” se ne vadano,"
"guardate dal pastor, che 'n su la verga","Riprovarsi da soli, come si vive a volte,"
poggiato s'è e lor di posa serve;,e l’ammissione della loro vergogna aumenta le loro bruciature.
"e quale il mandrïan che fori alberga,","E quanto ai nostri peccati, essi sono ermafroditi;"
"lungo il pecuglio suo queto pernotta,","non abbiamo mantenuto la legge dell’umanità,"
guardando perché fiera non lo sperga;,seguendo il nostro appetito come animali;
"tali eravamo tutti e tre allotta,","e diciamo in alto, per accrescere l’obbrobrio,"
"io come capra, ed ei come pastori,","Quando partiamo da qui, il nome di questa donna"
fasciati quinci e quindi d'alta grotta.,che divenne animale sotto il bronzo della bestia.
Poco parer potea lì del di fori;,Così tu sai di cosa siamo tutti colpevoli;
"ma, per quel poco, vedea io le stelle","e se vuoi sapere con i nostri nomi chi ci fu,"
di lor solere e più chiare e maggiori.,Non ne ho il tempo e non saprei dirlo.
"Sì ruminando e sì mirando in quelle,","Ti rispondo, almeno, per quanto mi riguarda:"
"mi prese il sonno; il sonno che sovente,",Guido Guinizelli fu il mio nome; il rimpianto
"anzi che 'l fatto sia, sa le novelle.","che io ebbi dalla mia condotta, prima della mia morte, mi salva»."
"Ne l'ora, credo, che de l'orïente","Come, durante il lutto di cui fu colpito Licurgo,"
"prima raggiò nel monte Citerea,","partorivano i due figli per raggiungere la madre,"
"che di foco d'amor par sempre ardente,","avrei voluto correre, ma senza poterlo fare,"
giovane e bella in sogno mi parea,Quando sentii dire il suo nome
donna vedere andar per una landa,"Padre mio e di tutti coloro che, molto meglio di me,"
cogliendo fiori; e cantando dicea:,Hanno composto dolci e graziosi versi d’amore.
“Sappia qualunque il mio nome dimanda,"Per molto tempo ho continuato a camminare,"
"ch'i' mi son Lia, e vo movendo intorno",e lo guardavo senza parlare né udirlo;
le belle mani a farmi una ghirlanda.,Ma il fuoco mi impediva di andare verso di lui.
"Per piacermi a lo specchio, qui m'addorno;","E quando lo vidi fui saziato,"
ma mia suora Rachel mai non si smaga,"Alla fine gli ho offerto i miei servizi,"
"dal suo miraglio, e siede tutto giorno.",Scegli le parole che ti fanno credere.
Ell'è d'i suoi belli occhi veder vaga,Egli rispose: “Quello che hai appena detto
com'io de l'addornarmi con le mani;,"si imprime in me così forte e così visibilmente,"
"lei lo vedere, e me l'ovrare appaga”.",che Lethé non può sopprimere o offuscare.
"E già per li splendori antelucani,","Se tutto è vero come dice il tuo giuramento,"
"che tanto a' pellegrin surgon più grati,","Di', per quale motivo mi ami così tanto"
"quanto, tornando, albergan men lontani,",Che cosa mostra il tuo dire e il tuo sguardo?”
"le tenebre fuggian da tutti lati,","E io risposi: ""Questi sono i tuoi versi così dolci"
"e 'l sonno mio con esse; ond'io leva'mi,","che, finché durerà l’uso di oggi,"
veggendo i gran maestri già levati.,l’inchiostro che li scrive ne diventerà senza prezzo».
“Quel dolce pome che per tanti rami,"«Fratello», disse allora, «colui che ti mostro"
"cercando va la cura de' mortali,",con il dito (che indica uno spirito davanti a lui)
oggi porrà in pace le tue fami”.,Il parlare materno è stato molto meglio dell’orafo.
Virgilio inverso me queste cotali,"O che canti l'amore o racconti romanzi,"
parole usò; e mai non furo strenne,li supera tutti: e lascia dire agli stolti
che fosser di piacere a queste iguali.,che pretendono di dare la palma al Limosino.
Tanto voler sopra voler mi venne,"Restano a bocca aperta al rumore piuttosto che in fondo,"
"de l'esser sù, ch'ad ogne passo poi",e in questo modo fondano il loro giudizio
al volo mi sentia crescer le penne.,senza voler ascoltare la regola o la ragione.
Come la scala tutta sotto noi,"Questo è quello che hanno fatto molti anziani, con Guitton,"
"fu corsa e fummo in su 'l grado superno,","il cui nome cresceva, passando di bocca in bocca;"
"in me ficcò Virgilio li occhi suoi,",Ma alla fine la verità vince.
e disse: “Il temporal foco e l'etterno,Ma visto che hai un privilegio del genere
"veduto hai, figlio; e se' venuto in parte",che ti permette di arrivare fino al chiostro
dov'io per me più oltre non discerno.,del convento di cui Cristo stesso è abate.
Tratto t'ho qui con ingegno e con arte;,"davanti a lui pensa di dire un Pater per me stesso,"
lo tuo piacere omai prendi per duce;,"fino al luogo che serve per il mondo di qui,"
"fuor se' de l'erte vie, fuor se' de l'arte.",che non ha più il potere di peccare».
