Original,Translate_IT
Guardando nel suo Figlio con l'Amore,Guardando nel Figlio con lo stesso amore
"che l'uno e l'altro etternalmente spira,","che respirano i due per secoli senza fine,"
lo primo e ineffabile Valore,La potenza prima e impossibile da dire
quanto per mente e per loco si gira,con così tanto ordine ha fatto tutto ciò che si concepisce
"con tant'ordine fé, ch'esser non puote","attraverso la mente o i sensi, che, quando ci si pensa,"
sanza gustar di lui chi ciò rimira.,Non si può capirlo o vederlo senza amarlo.
"Leva dunque, lettore, a l'alte rote","Alza, o lettore, il tuo sguardo con me"
"meco la vista, dritto a quella parte","verso le sfere dall’alto, al punto preciso"
dove l'un moto e l'altro si percuote;,"dove uno dei movimenti entra con l’altro,"
e lì comincia a vagheggiar ne l'arte,Innamoratevi di questa onniscienza.
"di quel maestro che dentro a sé l'ama,","del Maestro, che così forte ama la sua propria opera,"
tanto che mai da lei l'occhio non parte.,Non distogliere gli occhi per un solo istante.
Vedi come da indi si dirama,Vedi com'è da lì che si separa
"l'oblico cerchio che i pianeti porta,","obliquamente il cerchio in cui rimangono i pianeti,"
per sodisfare al mondo che li chiama.,per accontentare il mondo che lo chiama;
"Che se la strada lor non fosse torta,","e se la loro strada qui non fosse inclinata,"
"molta virtù nel ciel sarebbe in vano,",Molte forze del cielo si perderebbero invano.
e quasi ogne potenza qua giù morta;,"e le virtù, là, resterebbero quasi morte;"
e se dal dritto più o men lontano,Se il divario fosse maggiore o minore
"fosse 'l partire, assai sarebbe manco","sull'orizzonte, in alto come alla base"
e giù e sù de l'ordine mondano.,L’ordine dell’universo sarebbe più imperfetto.
"Or ti riman, lettor, sovra 'l tuo banco,","Tieni il tuo posto in panchina, o lettore, meditando"
"dietro pensando a ciò che si preliba,","alle cose di cui qui ti offro le primizie,"
s'esser vuoi lieto assai prima che stanco.,e sarai contento molto prima di essere stanco.
Messo t'ho innanzi: omai per te ti ciba;,"Ecco il tuo cibo: serviti da solo da ora in poi,"
ché a sé torce tutta la mia cura,perché per me tutte le mie cure saranno trattenute
quella materia ond'io son fatto scriba.,L’unico argomento di cui sono l’interprete.
"Lo ministro maggior de la natura,","Il primo servitore di tutta la natura,"
che del valor del ciel lo mondo imprenta,che bagna l’universo nella virtù del cielo
"e col suo lume il tempo ne misura,","e che con la sua chiarezza misura il nostro tempo,"
con quella parte che sù si rammenta,Era sotto il segno indicato poco fa.
"congiunto, si girava per le spire",e ora correva con gli stessi orbi
in che più tosto ognora s'appresenta;,dove lo vediamo ogni mattina prima.
e io era con lui; ma del salire,"Mi trovavo già lì, ma senza rendermi conto"
"non m'accors'io, se non com'uom s'accorge,","che io salivo verso di lui, come non si sente"
"anzi 'l primo pensier, del suo venire.",Un pensiero ci viene prima che prenda corpo.
E' Bëatrice quella che sì scorge,"Beatrice, infatti, guida dal bene al meglio"
"di bene in meglio, sì subitamente",In questo modo e così all’improvviso
che l'atto suo per tempo non si sporge.,che tutti i suoi movimenti ignorano la durata.
Quant'esser convenia da sé lucente,"Come dovevano essere scintillanti essi stessi,"
"quel ch'era dentro al sol dov'io entra'mi,",quelli che dimoravano nel sole dove entravo
"non per color, ma per lume parvente!","e di cui si distingueva lo splendore, non il colore!"
"Perch'io lo 'ngegno e l'arte e l'uso chiami,","Invocherei invano arte, mestiere o genio,"
sì nol direi che mai s'imaginasse;,perché per immaginarlo bisogna più che dirlo;
ma creder puossi e di veder si brami.,Ci si può credere e sognare di vederlo.
E se le fantasie nostre son basse,Non c’è da stupirsi se la nostra fantasia
"a tanta altezza, non è maraviglia;","per tali altezze è sempre troppo bassa,"
ché sopra 'l sol non fu occhio ch'andasse.,L’occhio non ha mai sostenuto il sole.
Tal era quivi la quarta famiglia,Questa era la quarta famiglia.
"de l'alto Padre, che sempre la sazia,","Padre onnipotente, che la colma sempre"
mostrando come spira e come figlia.,Gli fa vedere come soffia e genera.
"E Bëatrice cominciò: “Ringrazia,","Beatrice mi disse: “Rallegrati,"
"ringrazia il Sol de li angeli, ch'a questo","rende grazie al sole degli angeli, la cui grazia"
sensibil t'ha levato per sua grazia”.,Ti ha permesso di salire a questo sole sensibile!”
Cor di mortal non fu mai sì digesto,"Mai un cuore mortale fu meglio preparato,"
a divozione e a rendersi a Dio,"nelle sue devozioni, per l’abbandono a Dio"
"con tutto 'l suo gradir cotanto presto,",con tanta felicità e più velocemente
come a quelle parole mi fec'io;,"che io ero allora, al suono di queste parole,"
"e sì tutto 'l mio amore in lui si mise,","e il mio amore mortale si mise così forte in lui,"
che Bëatrice eclissò ne l'oblio.,L’ala dell’oblio mi nascose Beatrice.
"Non le dispiacque, ma sì se ne rise,","Ma questo non gli dispiaceva; rideva,"
che lo splendor de li occhi suoi ridenti,così che lo splendore del suo sguardo felice
mia mente unita in più cose divise.,La mia attenzione divise l’unità.
Io vidi più folgór vivi e vincenti,Ho visto dei bagliori luminosi e penetranti.
"far di noi centro e di sé far corona,","formare intorno a noi una bella ghirlanda,"
più dolci in voce che in vista lucenti:,la dolcezza delle loro voci che superano il loro splendore.
così cinger la figlia di Latona,"È così che a volte, quando l’aria è più spessa,"
"vedem talvolta, quando l'aere è pregno,",La figlia di Latone appare circondata
sì che ritenga il fil che fa la zona.,di un alone che trattiene il filo della cintura.
"Ne la corte del cielo, ond'io rivegno,","In cielo, in questo cortile da cui sono tornato,"
si trovan molte gioie care e belle,il numero è infinito dei gioielli cari e belli
tanto che non si posson trar del regno;,che si pretenderebbe invano di uscire dal loro regno:
e 'l canto di quei lumi era di quelle;,Il canto di queste luci è uno dei più belli:
"chi non s'impenna sì che là sù voli,","che non avrà abbastanza piume per arrivarci,"
dal muto aspetti quindi le novelle.,Aspetta che un muto gli dica cos'è!
"Poi, sì cantando, quelli ardenti soli",Quando cantando così questi soli bruciati
"si fuor girati intorno a noi tre volte,","Si sono girati tre volte intorno alle nostre persone,"
"come stelle vicine a' fermi poli,","come la stella ruota intorno ai poli fissi,"
"donne mi parver, non da ballo sciolte,","Pensavo di vedere fermarsi un cerchio di donne,"
"ma che s'arrestin tacite, ascoltando","silenziosamente, in attesa che inizi"
fin che le nove note hanno ricolte.,I primi passi della prossima danza.
E dentro a l'un senti' cominciar: “Quando,E da uno di questi fuochi udii che si diceva:
"lo raggio de la grazia, onde s'accende",Il raggio della grazia della fiamma del quale
"verace amore e che poi cresce amando,","si accende il vero amore, che si accresce amando,"
"multiplicato in te tanto resplende,","in te si moltiplica e risplende così forte,"
che ti conduce su per quella scala,"che ti conduca in alto, lungo questa scala"
u' sanza risalir nessun discende;,che nessuno scese senza poter risalire.
qual ti negasse il vin de la sua fiala,Chi ti rifiuterà della sua borraccia il vino
"per la tua sete, in libertà non fora","nell’ora della tua sete, non sarebbe più libero"
se non com'acqua ch'al mar non si cala.,Un fiume che si innesta e non vede il mare.
Tu vuo' saper di quai piante s'infiora,Ti piacerebbe sapere di quali piante si adornano
questa ghirlanda che 'ntorno vagheggia,la ghirlanda che forma a questa bella signora
la bella donna ch'al ciel t'avvalora.,"che ti insegna il cielo, una corte tortuosa."
Io fui de li agni de la santa greggia,Fui uno degli agnelli di questo sacro gregge.
che Domenico mena per cammino,guidato da Domenico in un sentiero che
u' ben s'impingua se non si vaneggia.,"che ci si ingrassa bene, a meno che non ci si smarrisca."
"Questi che m'è a destra più vicino,","Colui che, sulla mia destra, è il mio vicino vicino"
"frate e maestro fummi, ed esso Alberto",Un tempo era il mio confratello e il mio padrone allo stesso tempo:
