Original,Translate_IT
"“Vergine Madre, figlia del tuo figlio,","""O Vergine Madre, figlia di tuo figlio,"
"umile e alta più che creatura,","Democratici, piu' alti di cio' che e' mai stato,"
"termine fisso d'etterno consiglio,","Obiettivo, atteso dal Signore del trono eterno,"
tu se' colei che l'umana natura,"Tu hai disonorato gli esseri dell'uomo,"
"nobilitasti sì, che 'l suo fattore","Che Colui che ha creato, il bene supremo,"
non disdegnò di farsi sua fattura.,"Per essere la sua creatura, sceglierti."
"Nel ventre tuo si raccese l'amore,","Nel tuo corpo, l'amore si spegneva,"
per lo cui caldo ne l'etterna pace,A cui il fiore qui evolvono
così è germinato questo fiore.,Scaturire è riposare in pace eterna.
Qui se' a noi meridïana face,"Tu accendi l'amore, come il sole di mezzogiorno,"
"di caritate, e giuso, intra ' mortali,","In questo regno; là, nella mortalità,"
se' di speranza fontana vivace.,Sei un toro di vita della speranza religiosa.
"Donna, se' tanto grande e tanto vali,","Tu sei così importante, così glorioso,"
"che qual vuol grazia e a te non ricorre,","Che la misericordia cerchi e non implora a te,"
sua disïanza vuol volar sanz'ali.,Come il volo prospera per chi non è alato.
La tua benignità non pur soccorre,"Concederai il tuo aiuto al povero,"
"a chi domanda, ma molte fïate","Colui che ti supplica, e che si prende cura di te più spesso"
liberamente al dimandar precorre.,Il dono è libero di andare avanti al flemma.
"In te misericordia, in te pietate,","In te c'è grazia, in te c'è misericordia,"
"in te magnificenza, in te s'aduna","In te di doni di abbondanza 'sì, collegato."
quantunque in creatura è di bontate.,Il bene della creatura è dentro di te.
"Or questi, che da l'infima lacuna",Lui che si è trovato dalla gola più profonda
de l'universo infin qui ha vedute,"L'universo ha la natura e l'essere degli spiriti,"
"le vite spiritali ad una ad una,","Da impero a impero per vedere ed esplorare,"
"supplica a te, per grazia, di virtute","Ti supplica di dargli dei poteri,"
"tanto, che possa con li occhi levarsi","Che potesse alzare gli occhi,"
più alto verso l'ultima salute.,E consacrare il suo sguardo per la salvezza suprema.
"E io, che mai per mio veder non arsi","E io che brucio di più per il suo sguardo,"
"più ch'i' fo per lo suo, tutti miei prieghi","Come per il mio bene, come tu conosci,"
"ti porgo, e priego che non sieno scarsi,",Io supplico e ammiro ciò che supplico!
perché tu ogne nube li disleghi,Prendetegli la notte della terra di ago e petto
"di sua mortalità co' prieghi tuoi,",E supplica per lui che si sviluppi
sì che 'l sommo piacer li si dispieghi.,Di fronte ai suoi occhi piace il piacere più alto.
"Ancor ti priego, regina, che puoi","Ancora, regina, ti prego, che tu ti comporti"
"ciò che tu vuoli, che conservi sani,","Puoi, come vuoi, in lui e in un tale desiderio,"
"dopo tanto veder, li affetti suoi.",La tendenza a mantenere sano il cuore.
Vinca tua guardia i movimenti umani:,Lascialo resistere alla violenza terrena;
vedi Beatrice con quanti beati,"Guarda Beatricen, guarda tanti trasfigurati"
per li miei prieghi ti chiudon le mani!”.,"Con me allo stesso tempo, piegando le mani, supplicando!"""
"Li occhi da Dio diletti e venerati,",Gli occhi che Dio ama e ne vale la pena tornarono
"fissi ne l'orator, ne dimostraro","Lei si avvicinò fermamente all'oratore e mostrò dentro,"
quanto i devoti prieghi le son grati;,Siete l'elemosina devota di alti valori.
"indi a l'etterno lume s'addrizzaro,",Poi guardarono verso la luce eterna;
nel qual non si dee creder che s'invii,E dare un'occhiata così chiara là
per creatura l'occhio tanto chiaro.,"Come lei, non ha senso per la creatura."
E io ch'al fine di tutt'i disii,"L'obiettivo a cui si rivolgono tutti i desideri,"
"appropinquava, sì com'io dovea,","Mi avvicino, sento dentro di me"
l'ardor del desiderio in me finii.,"Come ho dovuto, ogni desiderio finisce."
"Bernardo m'accennava, e sorridea,","E sorridendo, Bernhard mi ha salutato che"
perch'io guardassi suso; ma io era,"Alza il mio occhio all'Altissimo,"
già per me stesso tal qual ei volea:,"Ma, come voleva lui, ero gia' passato attraverso di me."
"ché la mia vista, venendo sincera,","Perche' sempre piu' chiaro di fronte a me,"
e più e più intrava per lo raggio,E la lucentezza continuava a spingersi
de l'alta luce che da sé è vera.,"Il mio sguardo verso l'alta luce, in se stessa vera luce."
Da quinci innanzi il mio veder fu maggio,"E più profonda, più grande era la mia visione,"
"che 'l parlar mostra, ch'a tal vista cede,","Che tale sguardo non mostra la lingua,"
e cede la memoria a tanto oltraggio.,Non che la memoria possa catturarlo.
"Qual è colüi che sognando vede,","Come quello, dopo il sogno, quello che provava,"
che dopo 'l sogno la passione impressa,"profondamente impressa, il cuore ancora per molto tempo,"
"rimane, e l'altro a la mente non riede,",Se ciò che ha sognato gli è già sfuggito;
"cotal son io, ché quasi tutta cessa",Così sono io che quasi sognavo
"mia visïone, e ancor mi distilla","È scomparso, e il desiderio, nato"
nel core il dolce che nacque da essa.,Da quel sogno... che continua a friggere nel cuore.
Così la neve al sol si disigilla;,Così la neve si scioglie quando da est porte
così al vento ne le foglie levi,"Riscaldando il sole, al vento"
