Original,Translate_IT_1
"Da poi che per la loro medesima sentenza la canzone ha riprovato tempo non richiedersi a nobilitade, incontanente séguita a confondere la premessa loro oppinione, acciò che di loro false ragioni nulla ruggine rimagna nella mente che alla verità sia disposta; e questo fa quando dice: Ancor, segue di ciò che innanzi ho messo.","Dopo aver dimostrato, con l'aiuto del loro stesso parere, che il tempo non è costitutivo della nobiltà, il canzone continua a confutare quell'opinione stessa, al fine di eliminare ogni traccia della ruggine del loro ragionamento fallace da qualsiasi mente aperta alla verità. Faccio questo quando dico: Inoltre, deriva da quanto precede."
"Ove è da sapere che, se uomo non si può fare di villano gentile o di vile padre non può nascere gentile figlio, sì come messo è dinanzi per loro oppinione, che delli due inconvenienti l'uno seguire conviene: l'uno si è che nulla nobilitade sia; l'altro si è che 'l mondo sempre sia stato con più uomini, sì che da uno solo la umana generazione discesa non sia. E [così] ciò si può mostrare.","Il nub del mio argomento è che se una persona non può cambiare se stessa da base a nobile, o un figlio nobile non può essere la progenie di un padre base, come la loro opinione richiede, una di due assurdità deve seguire: o che non c'è cosa come la nobiltà, o che c'è sempre stata una pluralità di uomini nel mondo e la razza umana non è discesa da un solo uomo."
"Se nobilitade non si genera di nuovo, sì come più volte è detto che la loro oppinione vuole (non generandosi di vile uomo in lui medesimo, né di vile padre in figlio), sempre è l'uomo tale quale nasce, e tale nasce quale è lo padre; e così questo processo d'una condizione è venuto infino dal primo parente: per che tale quale fu lo primo generante, cioè Adamo, conviene essere tutta l'umana generazione, ché da lui alli moderni non si puote trovare per quella ragione alcuna transmutanza.","Questo può essere dimostrato come segue. Se la nobiltà non può essere portata all'esistenza dove non esisteva in precedenza (che, ho detto un certo numero di volte, è implicita nella loro posizione, dal momento che un uomo di base non può portare all'esistenza in se stesso, né un padre di base può farlo in suo figlio), allora un uomo rimane per tutta la sua vita nella condizione che egli eredita alla nascita, e la condizione che egli eredita è quella di suo padre. Per estensione, questa continuità nell'una condizione risale al primo genitore; l'intera razza umana deve avere la stessa condizione di quella del primo genitore maschio, Adamo, perché non c'è alcun motivo per cui ci potrebbe essere alcun cambiamento tra Adamo e coloro che sono vivi oggi."
"Dunque, se esso Adamo fu nobile, tutti siamo nobili, e se esso fu vile, tutti siamo vili: che non è altro che tòrre via la distinzione di queste condizioni, e così è tòrre via quelle. E questo dice [quando dice] che di quello ch'è messo dinanzi séguita che siàn tutti gentili o ver villani.","Quindi, se Adamo era nobile, noi tutti siamo nobili; se egli era base, noi siamo tutti base. Ciò equivale a negare qualsiasi distinzione tra queste due condizioni, e quindi equivale a negare l'esistenza delle condizioni stesse. Questo è affermato nelle parole che seguono quelle citate sopra: o che siamo tutti nobili o tutti base."
"E se questo non è, [e] pur alcuna gente è da dire nobile e alcuna è da dire vile; di necessitade, da poi che la transmutazione di viltade in nobilitade è tolta via, conviene l'umana generazione da diversi principii essere discesa, cioè da uno nobile e da uno vile. E ciò dice la canzone, quando dice: o che non fosse ad uom cominciamento, cioè uno solo: non dice 'cominciamenti'. E questo è falsissimo appo lo Filosofo, appo la nostra Fede che mentire non puote, appo la legge e credenza antica delli gentili.","Se, tuttavia, la distinzione è mantenuta, allora ne consegue necessariamente che alcune persone devono essere definite nobili e qualche base; inoltre, poiché ogni cambiamento dalla base alla nobiltà è escluso, la razza umana deve essere discesa da diverse fonti, una nobile e l'altra base. Il canzone fa questo punto alle parole: o che l'umanità non ha avuto una sola origine. Tale visione è completamente falsa secondo il Filosofo, secondo la nostra fede (che non può ingannarci) e secondo la religione e la fede antica dei Gentili."
"Ché, avegna che 'l Filosofo non pogna lo processo da uno primo uomo, pur vuole una sola essenzia essere in tutti li uomini, la quale diversi principii avere non puote; e Plato vuole che tutti li uomini da una sola Idea dependano, e non da più, che è dare loro uno solo principio. E sanza dubio forte riderebbe Aristotile udendo fare spezie due dell'umana generazione, sì come delli cavalli e delli asini; ché, perdonimi Aristotile, asini ben si possono dire coloro che così pensano.","Anche se il filosofo non dichiara che tutti abbiamo origine da un solo uomo, egli sostiene che c'è una sola natura in tutti gli uomini; questo non può avere una pluralità di fonti. Allo stesso modo, Platone sostiene che tutti gli uomini dipendono per la loro esistenza da una sola Idea, non da più, che è di attribuire loro una sola fonte."
"Che appo la nostra Fede, la quale del tutto è da conservare, sia falsissimo, per Salomone si manifesta, che là dove distinzione fa di tutti li uomini alli animali bruti, chiama quelli tutti figli d'Adamo; e ciò fa quando dice: «Chi sa se li spiriti delli figliuoli d'Adamo vadano suso, e quelli delle bestie vadano giuso?».","E' chiaro da Salomone che la visione di cui sopra è completamente falsa secondo la nostra fede, che deve essere mantenuta nella sua interezza. Dove Salomone distingue tra tutti gli uomini e gli animali bruti, egli si riferisce al primo come figli di Adamo: ""Chissà se gli spiriti dei figli di Adamo si alzano in alto, e quelli delle bestie sprofondano in basso?"""
"E che appo li gentili falso fosse, ecco la testimonianza d'Ovidio nel primo del suo Metamorfoseos, dove tratta la mundiale constituzione secondo la credenza pagana o vero delli gentili, dicendo: «Nato è l'uomo»; non disse 'li uomini', disse: «Nato è l'uomo, o vero che questo l'artefice delle cose di seme divino fece, o vero che la recente terra, di poco dipartita dal nobile corpo sottile e diafano, li semi del cognato cielo ritenea. La quale, mista coll'acqua del fiume, lo figlio di Iapeto», cioè Prometeos, «compuose in imagine delli Dei che tutto governano». Dove manifestamente pone lo primo uomo uno solo essere stato.","E vedere come Ovidio testimonia nelle sue Metamorfosi che questa visione era falsa secondo i Gentili, dove, parlando della formazione del mondo dal punto di vista della credenza pagana (o Gentile), dice: ""L'uomo è nato""; egli non dice ""uomini"" ma ""uomo,"" e ""è nato"" sia perché colui che ha plasmato tutte le cose lo ha fatto da un seme divino; o altrimenti perché la terra nuova formata, recentemente separata dalla fine, materia diafana del cielo nobile, ha mantenuto i semi del suo cielo parente, e Prometeo, figlio di Iapetus, mescolando questa terra con l'acqua del fiume, ha formato a somiglianza degli dei che governano tutte le cose. In questo passaggio egli sostiene chiaramente che c'era solo un primo uomo."
"E però dice la canzone: ma ciò io non consento, cioè che cominciamento ad uomo non fosse. E soggiunge la canzone: néd ellino altressì, se son cristiani; e dice cristiani, e non filosofi o vero gentili, [delli quali] le sentenze anco sono in contro, però che la cristiana sentenza è di maggiore vigore, ed è rompitrice d'ogni calunnia, mercé della somma luce del cielo che quella allumina.","Così il canzone dice: Questa alternativa io certamente non accetto, cioè, che la razza umana non è iniziata da un solo uomo. Aggiunge: Né loro allo stesso modo, se sono cristiani. Parla di ""cristiani"" e non di ""filosofi"" o ""gentili"" (anche se le loro opinioni non sono contrarie), dal momento che la visione cristiana ha maggiore forza, e frantuma ogni falsificazione, in virtù della più alta luce del cielo che la irradia."
"Poi quando dico: Per che a 'ntelletti sani è manifesto i loro diri esser vani, conchiudo lo loro errore essere confuso, e dico che tempo è d'aprire li occhi alla veritade; e questo dice quando dico: e dicer voglio omai, sì com'io sento. Dico adunque che, per quello che detto è, è manifesto alli sani intelletti che i detti di costoro sono vani, cioè sanza midolla di veritade. E dico sani non sanza cagione.","Nelle parole è chiaro, dunque, alle menti sane che le loro opinioni sono prive di valore, confermo che il loro errore è stato confutato. E indico che è tempo di indirizzare il nostro sguardo verso la verità, quando dico E ora voglio dire ciò che, a mio parere. Il mio significato qui è che ciò che è stato detto ha chiaramente dimostrato alle menti sane che le loro opinioni sono inutili, cioè prive di ogni midollo della verità."
"Onde è da sapere che lo nostro intelletto si può dir sano e infermo: e dico 'intelletto' per la nobile parte dell'anima nostra che con uno vocabulo 'mente' si può chiamare. Sano dire si può quando per malizia d'animo o di corpo impedito non è nella sua operazione; che è conoscere quello che le cose sono, sì come vuole Aristotile nel terzo dell'Anima.","Io uso il termine ""sano"" con una certa cura. Dovrei spiegare che il nostro intelletto può essere descritto come sano o malato. (Per ""intelletto"" intendo la parte nobile della nostra anima, che può essere designato con un solo termine, ""mente."" Può essere descritto come sano quando non è ostacolato da alcun male della mente o del corpo di perseguire la sua attività distintiva, che è quello di avere una conoscenza accurata delle cose."
