Original,Translate_EN,Translate_IT_1
"A la sua spada mise man Paura,",Fear took her sword in hand,La paura ha preso la sua spada in mano
"Per soccorer Vergogna, sua vicina.","to help Modesty, her cousin:","per aiutare Modesty, sua cugina:"
"A Ben-Cielar diè per sì grande aina,",she struck Well-Hidden with such hatred,Colpi' bene nascosta con un tale odio.
Ched e’ fu de la vita inn-aventura.,that his life was in danger.,che la sua vita era in pericolo.
Contra lei battaglia poco dura:,Battles do not last long against her:,Le battaglie non durano a lungo contro di lei:
Ardimento s’occorse a la miccina,Boldness fought against the young woman,L'audacia ha combattuto contro la giovane donna
"Con una spada molto chiara e fina,","with a very sharp and shiny sword,","con una spada molto affilata e lucente,"
E sì•lle fecie molto gran paura.,and so he scared her very much.,e così l'ha spaventata molto.
"Ma tuttavia Paura   si conforta,",But Fear rallies all the same,Ma la paura si raduna allo stesso modo
"E prese cuore in far sua difensione,","and became courageous in her defense,","ed è diventato coraggioso in sua difesa,"
E disse c’ameria me’ d’esser morta,and said she’d prefer to be dead,e disse che preferiva essere morta
C’Ardimento le tolga sua ragione.,than for Boldness to take away what’s hers.,che per l'audacia di portare via ciò che è suo.
"Allora in testa gli diè tal iscorta,",Then she gave him such compensation on his head,Poi lei gli diede un tale compenso sulla sua testa
Ched ella ’l mise giù in terra boccone.,that she sent him face down on the ground.,che l'ha mandato a terra con la faccia a terra.
