Original,Translate_IT
"Affetto al suo piacer, quel contemplante","Assorbito nella sua delizia, quel contemplatore"
"libero officio di dottore assunse,","Presupponendo che l'ufficio volenteroso di un insegnante,"
e cominciò queste parole sante:,E diede inizio a queste sante parole:
"“La piaga che Maria richiuse e unse,","""La ferita che Maria richiuse e unse,"
quella ch'è tanto bella da' suoi piedi,"Lei ai suoi piedi che è così bella,"
è colei che l'aperse e che la punse.,E' lei che l'ha aperta e perforata.
"Ne l'ordine che fanno i terzi sedi,",Nell'ambito dell'ordine che il terzo seggio fa
siede Rachel di sotto da costei,"È seduto Rachel, più in basso dell'altro,"
"con Bëatrice, sì come tu vedi.","Con Beatrice, come vedi tu."
"Sarra e Rebecca, Iudìt e colei","Sarah, Rebecca, Judith e lei che era"
che fu bisava al cantor che per doglia,"Ancestress del cantante, che per dole"
"del fallo disse 'Miserere mei',","Dei misfatti disse: ""Miserere mei."""
puoi tu veder così di soglia in soglia,# Puoi vedere da un sedile all'altro # # da un sedile all'altro # # da un sedile all'altro #
"giù digradar, com'io ch'a proprio nome","Giù in graduazione, come con il nome di ciascuno"
vo per la rosa giù di foglia in foglia.,Attraverso la Rosa scendo da foglia a foglia.
"E dal settimo grado in giù, sì come","E verso il basso dalla settima fila, come"
"infino ad esso, succedono Ebree,","Sopra lo stesso, succede alle donne ebree,"
dirimendo del fior tutte le chiome;,Dividendo tutte le trecce del fiore;
"perché, secondo lo sguardo che fée","Perché, secondo il punto di vista che la fede"
"la fede in Cristo, queste sono il muro","In Cristo aveva preso, queste sono le partizioni"
a che si parton le sacre scalee.,Da cui le scale sacre sono divise.
Da questa parte onde 'l fiore è maturo,"Da questo lato, dove perfetto è il fiore"
"di tutte le sue foglie, sono assisi","Con ciascuno dei suoi petali, seduti sono"
quei che credettero in Cristo venturo;,Coloro che credettero in Cristo che sarebbe venuto.
da l'altra parte onde sono intercisi,"Dall'altra parte, dove intersecato"
"di vòti i semicirculi, si stanno","Con spazi vuoti sono i semicerchi,"
quei ch'a Cristo venuto ebber li visi.,Sono già venuti coloro che hanno guardato a Cristo.
E come quinci il glorïoso scanno,"E come, da questo lato, il glorioso sedile"
de la donna del cielo e li altri scanni,"Della Signora del Cielo, e degli altri seggi"
"di sotto lui cotanta cerna fanno,","Sotto di esso, una divisione così grande fanno,"
"così di contra quel del gran Giovanni,","Così di fronte fa quello del grande Giovanni,"
che sempre santo 'l diserto e 'l martiro,"Che, sempre santo, deserto e martirio"
"sofferse, e poi l'inferno da due anni;","E' durato, e dopo due anni all'Inferno."
e sotto lui così cerner sortiro,E sotto di lui così per dividere sono stati scelti
"Francesco, Benedetto e Augustino","Francesco, Benedetto e Agostino,"
e altri fin qua giù di giro in giro.,E a noi il resto da un giro all'altro.
Or mira l'alto proveder divino:,Ecco ora l'alta provvidenza divina;
ché l'uno e l'altro aspetto de la fede,Per l'uno e l'altro aspetto della fede
igualmente empierà questo giardino.,Questo giardino si riempirà in egual misura.
E sappi che dal grado in giù che fiede,E sappiate che in basso da quel rango che si spezza
"a mezzo il tratto le due discrezioni,","a metà della sequenza delle due divisioni,"
"per nullo proprio merito si siede,",Non per il loro giusto merito sono seduti;
"ma per l'altrui, con certe condizioni:",Ma da un altro è in condizioni fisse;
ché tutti questi son spiriti asciolti,Per questi sono spiriti uno e tutti assoiled
prima ch'avesser vere elezïoni.,Prima che avessero una vera elezione.
Ben te ne puoi accorger per li volti,"Beh, puoi riconoscerlo in faccia,"
"e anche per le voci püerili,","e nelle loro voci puerili,"
se tu li guardi bene e se li ascolti.,Se li guardi bene e li ascolti.
Or dubbi tu e dubitando sili;,"Ora dubiti, e dubiti che taci;"
ma io discioglierò 'l forte legame,Ma io scioglierò per te il forte legame
in che ti stringon li pensier sottili.,In cui le tue fantasie subdole ti tengono forte.
Dentro a l'ampiezza di questo reame,All'interno dell'ampiezza di questo dominio
"casüal punto non puote aver sito,","Nessun punto casuale può trovare posto,"
se non come tristizia o sete o fame:,"Non più della tristezza può, o sete, o fame;"
ché per etterna legge è stabilito,Per la legge eterna è stato stabilito
"quantunque vedi, sì che giustamente","Qualunque cosa tu veda, in modo che da vicino"
ci si risponde da l'anello al dito;,L'anello è attaccato al dito qui.
e però questa festinata gente,"E quindi sono queste persone, festinate"
a vera vita non è,"A vita vera, non a causa del seno qui."
intra sé qui più e meno eccellente.,Sempre meno eccellenti tra loro.
Lo rege per cui questo regno pausa,"Il Re, per mezzo del quale questo regno riposa"
"in tanto amore e in tanto diletto,",In così grande amore e in così grande delizia
"che nulla volontà è di più ausa,","Che no si avventurerà a chiedere di più,"
le menti tutte nel suo lieto aspetto,Nel suo aspetto gioioso ogni mente
"creando, a suo piacer di grazia dota","La creazione, a suo piacere, dona con grazia"
diversamente; e qui basti l'effetto.,Diversamente; e lasciare qui l'effetto sufficiente.
E ciò espresso e chiaro vi si nota,E questo è chiaramente ed espressamente notato
ne la Scrittura santa in quei gemelli,"Per voi nella Sacra Scrittura, in quei gemelli"
che ne la madre ebber l'ira commota.,Che nella loro madre si è scatenata la loro ira.
"Però, secondo il color d'i capelli,","Secondo il colore dei capelli,"
di cotal grazia l'altissimo lume,"Pertanto, con tale grazia la luce suprema"
degnamente convien che s'incappelli.,Accetta che siano incoronati degnamente.
"Dunque, sanza mercé di lor costume,","Senza, dunque, alcun merito delle loro opere,"
"locati son per gradi differenti,","Di stanza sono in diverse gradazioni,"
sol differendo nel primiero acume.,Differente solo nella loro prima acutezza.
Bastavasi ne' secoli recenti,"E' vero che nei primi secoli,"
"con l'innocenza, per aver salute,","Con innocenza, per elaborare la loro salvezza"
solamente la fede d'i parenti;,Bastava solo la fede dei genitori.
"poi che le prime etadi fuor compiute,","Dopo che le età precedenti sono state completate,"
convenne ai maschi a l'innocenti penne,Concepita che i maschi per circoncisione
per circuncidere acquistar virtute;,Alle loro ali innocenti deve aggiungere la virtù;
"ma poi che 'l tempo de la grazia venne,",Ma dopo di che il tempo della grazia era venuto
sanza battesmo perfetto di Cristo,"Senza il battesimo assoluto di Cristo,"
tale innocenza là giù si ritenne.,Tale innocenza qui sotto è stata mantenuta.
Riguarda omai ne la faccia che a Cristo,Guardate ora in faccia che a Cristo
"più si somiglia, ché la sua chiarezza",Ha la più somiglianza; per la sua luminosità solo
sola ti può disporre a veder Cristo”.,"È in grado di prepararti a vedere Cristo."""
Io vidi sopra lei tanta allegrezza,Su di lei ho visto così grande gioia
"piover, portata ne le menti sante","Pioggia giù, portata avanti nelle menti sante"
"create a trasvolar per quella altezza,","Creato attraverso quell'altitudine per volare,"
"che quantunque io avea visto davante,",Che tutto quello che avevo visto prima
"di tanta ammirazion non mi sospese,","Non mi ha sospeso con tanta ammirazione,"
né mi mostrò di Dio tanto sembiante;,E non mostrarmi una simile somiglianza di Dio.
"e quello amor che primo lì discese,","E lo stesso Amore che vi discese per la prima volta,"
"cantando 'Ave, Maria, gratïa plena',","""Ave Maria, gratia plena,"" cantando,"
dinanzi a lei le sue ali distese.,Davanti a lei le sue ali si sono allargate.
Rispuose a la divina cantilena,Al cantico risposto divino
"da tutte parti la beata corte,","Da ogni parte la corte beatificata,"
sì ch'ogne vista sen fé più serena.,In modo che ogni vista diventasse sereno per esso.
"“O santo padre, che per me comporte","""Padre santo, che per me dura"
"l'esser qua giù, lasciando il dolce loco","Per essere qui sotto, lasciando il posto dolce"
"nel qual tu siedi per etterna sorte,","in cui ti siedi per sorte eterna,"
qual è quell'angel che con tanto gioco,Chi è l'Angelo che con tanta gioia
"guarda ne li occhi la nostra regina,","negli occhi sta guardando la nostra Regina,"
innamorato sì che par di foco?”.,"Innamorato in modo che sembra fatto di fuoco?"""
Così ricorsi ancora a la dottrina,Così ho fatto di nuovo ricorso all'insegnamento
"di colui ch'abbelliva di Maria,",Di colui che lo ha deliziato in Maria
come del sole stella mattutina.,Come la stella del mattino al sole.
Ed elli a me: “Baldezza e leggiadria,"Ed egli a me: ""Tale galanteria e grazia"
"quant'esser puote in angelo e in alma,","Come può esserci nell'Angelo e nell'anima,"
"tutta è in lui; e sì volem che sia,","Tutto è in lui, e così noi lo vorremmo."
perch'elli è quelli che portò la palma,Perche' e' lui che ha portato la palma.
"giuso a Maria, quando 'l Figliuol di Dio","fino a Maria, quando il Figlio di Dio"
carcar si volse de la nostra salma.,Prendere il nostro fardello su se stesso decretato.
Ma vieni omai con li occhi sì com'io,"Ma ora vieni avanti con i tuoi occhi, come io"
"andrò parlando, e nota i gran patrici",Parlare andrà e noterà i grandi patrizi
di questo imperio giustissimo e pio.,Di questo più giusto e misericordioso degli imperi.
Quei due che seggon là sù più felici,Quei due che si siedono lassù la maggior parte dell'ira
"per esser propinquissimi ad Agusta,","Come molto vicino ad Augusta,"
son d'esta rosa quasi due radici:,Sono come le due radici di questa Rose.
colui che da sinistra le s'aggiusta,Colui che a sinistra si trova vicino a lei
è 'l padre per lo cui ardito gusto,"Il padre è, dal cui gusto audace"
l'umana specie tanto amaro gusta;,La specie umana ha tanto sapore amaro.
dal destro vedi quel padre vetusto,A destra vedi quell'antico padre
di Santa Chiesa a cui Cristo le chiavi,"Della Santa Chiesa, nel cui mantenimento Cristo"
raccomandò di questo fior venusto.,Le chiavi impegnate di questo bel fiore.
"E quei che vide tutti i tempi gravi,","Colui che tutti i giorni malvagi vedevano,"
"pria che morisse, de la bella sposa","Prima della sua morte, di lei la bella sposa"
"che s'acquistò con la lancia e coi clavi,","Chi con la lancia e con i chiodi è stato vinto,"
"siede lungh'esso, e lungo l'altro posa","accanto a lui siede, e accanto all'altro riposa"
quel duca sotto cui visse di manna,Quel leader sotto il quale su manna viveva
"la gente ingrata, mobile e retrosa.","La gente ingrata, volubile e dal collo rigido."
"Di contr'a Pietro vedi sedere Anna,","Di fronte a Pietro vedi Anna seduta,"
"tanto contenta di mirar sua figlia,","Così ben contento di guardare sua figlia,"
che non move occhio per cantare osanna;,I suoi occhi non si muove mentre canta Hosanna.
e contro al maggior padre di famiglia,E di fronte al padre di famiglia più anziano
"siede Lucia, che mosse la tua donna","Lucia siede, colei che la tua Signora ha mosso"
"quando chinavi, a rovinar, le ciglia.",Quando a correre verso il basso hai piegato le tue sopracciglia.
"Ma perché 'l tempo fugge che t'assonna,","Ma dal momento che i momenti della tua visione volano,"
"qui farem punto, come buon sartore","Qui faremo la fermata completa, come un buon sarto"
che com'elli ha del panno fa la gonna;,"che fa l'abito secondo il suo panno,"
"e drizzeremo li occhi al primo amore,","E al primo Amore volgeranno i nostri occhi,"
