Original,Translate_IT
"Al tornar de la mente, che si chiuse","Al ritorno della coscienza, che ha chiuso"
"dinanzi a la pietà d'i due cognati,","Prima della pietà di quei due rapporti,"
"che di trestizia tutto mi confuse,","che con tristezza mi aveva confuso,"
novi tormenti e novi tormentati,Nuovi tormenti vedo e nuovi tormenti
"mi veggio intorno, come ch'io mi mova","Attorno a me, in qualunque modo mi muovo,"
"e ch'io mi volga, e come che io guati.","E in qualunque modo io mi volgo, e guardo."
"Io sono al terzo cerchio, de la piova",Nel terzo cerchio sono io della pioggia
"etterna, maladetta, fredda e greve;","eterno, maledetto, freddo e pesante;"
regola e qualità mai non l'è nova.,La sua legge e la sua qualità non sono mai nuove.
"Grandine grossa, acqua tinta e neve","grandine enormi, acque sombre e neve,"
per l'aere tenebroso si riversa;,Athwart l'aria tenebrous versa giù amain;
pute la terra che questo riceve.,"Noioso è la terra, che riceve questo."
"Cerbero, fiera crudele e diversa,","Cerbero, mostro crudele e sdolcinato,"
con tre gole caninamente latra,Con i suoi tre triglie come un cane sta abbaiando
sovra la gente che quivi è sommersa.,Sopra la gente che è lì sommersa.
"Li occhi ha vermigli, la barba unta e atra,","Occhi rossi che ha, e barba untuous e nero,"
"e 'l ventre largo, e unghiate le mani;","e pancia grande, e armato di artigli le sue mani;"
graffia li spirti ed iscoia ed isquatra.,"Lui strappa gli spiriti, scroscia e li accovaccia."
Urlar li fa la pioggia come cani;,Urla la pioggia li rende simili ai cani;
de l'un de' lati fanno a l'altro schermo;,Da un lato fanno un rifugio per l'altro;
volgonsi spesso i miseri profani.,Spesso si trasformano in miserabili reprobi.
"Quando ci scorse Cerbero, il gran vermo,","Quando Cerbero ci ha percepiti, il grande verme!"
le bocche aperse e mostrocci le sanne;,Aprì le sue bocche e mostrò le sue zanne
non avea membro che tenesse fermo.,Nemmeno un arto aveva lui che era immobile.
"E 'l duca mio distese le sue spanne,","E il mio direttore d'orchestra, con le sue spalancate,"
"prese la terra, e con piene le pugna","prese della terra, e con i suoi pugni ben riempiti,"
la gittò dentro a le bramose canne.,L'ha buttato in quei graffi rapaci.
"Qual è quel cane ch'abbaiando agogna,","Come quel cane, che abbaiando brama,"
"e si racqueta poi che 'l pasto morde,","E la quiete cresce non appena il suo cibo si struscia,"
"ché solo a divorarlo intende e pugna,","perché per divorarla non pensa e lotta,"
cotai si fecer quelle facce lorde,Quelle come quelle museruole sono state beccate.
"de lo demonio Cerbero, che 'ntrona","Di Cerbero il demone, che così tuona"
"l'anime sì, ch'esser vorrebber sorde.",Per le anime che sarebbero sordi.
Noi passavam su per l'ombre che adona,"Siamo passati attraverso le ombre, che sottomette"
"la greve pioggia, e ponavam le piante","La forte tempesta di pioggia, e abbiamo messo i nostri piedi"
sovra lor vanità che par persona.,Sulla loro vanità quella persona sembra.
"Elle giacean per terra tutte quante,","Tutti erano inclini a mentire sulla terra,"
"fuor d'una ch'a seder si levò, ratto","Tranne uno, che sedeva in piedi appena"
ch'ella ci vide passarsi davante.,Mentre ci vedeva passare davanti a lui.
"“O tu che se' per questo 'nferno tratto”,","""O tu che sei condotto attraverso questo Inferno,"""
"mi disse, “riconoscimi, se sai:","Mi disse: ""Chiamami, se puoi,"
"tu fosti, prima ch'io disfatto, fatto”.","Tu sei stato fatto prima che io non fossi fatto."""
E io a lui: “L'angoscia che tu hai,"E io a lui: ""L'angoscia che hai"
"forse ti tira fuor de la mia mente,","Forse ti attirerà dal mio ricordo,"
sì che non par ch'i' ti vedessi mai.,Cosi' che non ti abbia mai visto.
Ma dimmi chi tu se' che 'n sì dolente,"Ma dimmi chi sei, che in così dolente"
"loco se' messo, e hai sì fatta pena,","Un luogo di arte messo, e in tale punizione,"
"che, s'altra è maggio, nulla è sì spiacente”.","Se alcuni sono più grandi, nessuno è così fastidioso."""
"Ed elli a me: “La tua città, ch'è piena","Ed egli a me: ""La tua città, che è piena"
"d'invidia sì che già trabocca il sacco,","Di invidia in modo che ora il sacco scorre,"
seco mi tenne in la vita serena.,Mi ha tenuto dentro nella vita serena.
Voi cittadini mi chiamaste Ciacco:,Voi cittadini non eravate soliti chiamarmi Ciacco;
"per la dannosa colpa de la gola,",Per il peccato pernicioso della gola
