Original,Translate_IT
Già eran li occhi miei rifissi al volto,Ora i miei occhi sono stati riparati di nuovo
"de la mia donna, e l'animo con essi,","sulla faccia della mia signora. E con i miei occhi,"
e da ogne altro intento s'era tolto.,la mia mente si ritirò da ogni altro pensiero.
"E quella non ridea; ma “S'io ridessi”,",Non stava sorridendo.
"mi cominciò, “tu ti faresti quale","Disse: ""Diventeresti quello che Semele è diventato."
fu Semelè quando di cener fessi:,"quando fu trasformata in cenere,"
"ché la bellezza mia, che per le scale","'per la mia bellezza, che hai visto"
"de l'etterno palazzo più s'accende,","Fuoco più brillantemente, più saliamo in alto"
"com'hai veduto, quanto più si sale,","le scale di questo eterno palazzo,"
"se non si temperasse, tanto splende,","E' cosi' risplendente che, se non fosse temperato..."
"che 'l tuo mortal podere, al suo fulgore,","nel suo ardente, i vostri poteri mortali sarebbero"
sarebbe fronda che trono scoscende.,come gli arti degli alberi in affitto e bruciati da un fulmine.
"Noi sem levati al settimo splendore,","""Siamo saliti al settimo splendore,"
che sotto 'l petto del Leone ardente,"che, sotto il seno del leone ardente,"
raggia mo misto giù del suo valore.,"manda giù i suoi raggi, ora mescolato con il suo potere."
"Ficca di retro a li occhi tuoi la mente,",'Metti la tua mente dietro gli occhi
e fa di quelli specchi a la figura,perché diventino specchi per la forma
che 'n questo specchio ti sarà parvente”.,"che in questo specchio del cielo vi apparirà."""
Qual savesse qual era la pastura,"Quando mi e' stato detto di pensare ad altre cose,"
del viso mio ne l'aspetto beato,solo uno che sapeva quanto i miei occhi potessero banchettare
"quand'io mi trasmutai ad altra cura,",su quel volto benedetto
conoscerebbe quanto m'era a grato,avrebbe capito che gioia era per me
"ubidire a la mia celeste scorta,","ma per obbedire alla mia guida celeste,"
contrapesando l'un con l'altro lato.,peso di un lato della scala rispetto all'altro.
"Dentro al cristallo che 'l vocabol porta,","All'interno del cristallo, circondando la nostra terra,"
"cerchiando il mondo, del suo caro duce","che porta il nome del re Belovèd del mondo,"
"sotto cui giacque ogne malizia morta,","sotto il cui dominio ogni malvagità giace morta,"
di color d'oro in che raggio traluce,"il colore dell'oro in un raggio di luce solare,"
vid'io uno scaleo eretto in suso,Vidi una scala che saliva fino a un'altezza così grande.
"tanto, che nol seguiva la mia luce.",la mia vista non poteva alzarsi con esso.
Vidi anche per li gradi scender giuso,"Ho anche visto, scendendo sui suoi pioli,"
"tanti splendor, ch'io pensai ch'ogne lume",tanti splendori che ho pensato che ogni luce
"che par nel ciel, quindi fosse diffuso.",e risplendeva nei cieli.
"E come, per lo natural costume,","E come, seguendo il loro istinto nativo,"
"le pole insieme, al cominciar del giorno,","le reclute si alzano insieme all'alba,"
si movono a scaldar le fredde piume;,"riscaldando le loro piume, irrigidite dal freddo,"
"poi altre vanno via sanza ritorno,","e alcuni di loro volano via, per non tornare,"
"altre rivolgon sé onde son mosse,","mentre alcuni tornarono dove erano partiti,"
e altre roteando fan soggiorno;,"e alcuni continuano a girare in alto,"
tal modo parve me che quivi fosse,solo così varie mozioni ho osservato
"in quello sfavillar che 'nsieme venne,","in quella folla scintillante che è venuta come un tutt'uno,"
sì come in certo grado si percosse.,non appena ha raggiunto un certo squillo.
"E quel che presso più ci si ritenne,",E quello che è rimasto il più vicino a noi
"si fé sì chiaro, ch'io dicea pensando:","così splendente ho detto, ma non ad alta voce,"
'Io veggio ben l'amor che tu m'accenne.,Questo segno rende chiaro il tuo amore per me.
Ma quella ond'io aspetto il come e 'l quando,"'Ma lei, sulla cui parola aspetto di sapere"
"del dire e del tacer, si sta; ond'io,","quando e come parlare o tacere, lei resta ferma"
"contra 'l disio, fo ben ch'io non dimando'.","e io faccio bene, contro la mia volontà, per non porre alcuna domanda."""
"Per ch'ella, che vedëa il tacer mio","Lei, quindi, che poteva vedere il mio silenzio chiaro"
"nel veder di colui che tutto vede,","agli occhi di Colui il cui sguardo vede ogni cosa,"
mi disse: “Solvi il tuo caldo disio”.,"Disse: ""Soddisfate il desiderio ardente che arde dentro di voi."""
E io incominciai: “La mia mercede,E io: 'Il mio merito non mi rende degno
non mi fa degno de la tua risposta;,"della tua risposta, ma per il bene di lei"
"ma per colei che 'l chieder mi concede,","che mi dà il permesso di chiedere,"
vita beata che ti stai nascosta,"'Blessèd anima viva, ancora nascosta"
"dentro a la tua letizia, fammi nota","nella radiosità della tua gioia, fammi conoscere"
la cagion che sì presso mi t'ha posta;,la causa che ti ha fatto avvicinare
e dì perché si tace in questa rota,"E dimmi perche', all'interno di questa ruota,"
"la dolce sinfonia di paradiso,","la dolce sinfonia del Paradiso tace,"
che giù per l'altre suona sì divota”.,"che risuonano in basso con tanta devozione."""
"“Tu hai l'udir mortal sì come il viso”,","Il tuo udito è mortale come il tuo sguardo,"
rispuose a me; “onde qui non si canta,"rispose: ""Quindi qui non c'è canzone"
per quel che Bëatrice non ha riso.,per la stessa ragione per cui Beatrice non ha sorriso.
Giù per li gradi de la scala santa,"""Sono sceso dalla scala sacra fino a qui."
discesi tanto sol per farti festa,solo per darvi il benvenuto con le mie parole
col dire e con la luce che mi ammanta;,e con la luce che mi avvolge nel suo bagliore.
"né più amor mi fece esser più presta,","'Non è stato l'amore più grande che mi ha fatto venire più rapidamente,"
"ché più e tanto amor quinci sù ferve,","perché tanto e più amore arde sopra,"
sì come il fiammeggiar ti manifesta.,"come mostra quella fiammeggiante luminescenza,"
"Ma l'alta carità, che ci fa serve",'ma il profondo affetto che ci spinge
"pronte al consiglio che 'l mondo governa,",per servire la Sapienza che governa il mondo
sorteggia qui sì come tu osserve”.,"ha dato il risultato che percepisci."""
"“Io veggio ben”, diss'io, “sacra lucerna,","'Vedo, o luce sacra,' Ho detto,"
come libero amore in questa corte,"'come gli atti d'amore, senza limiti, servire questa corte"
basta a seguir la provedenza etterna;,"in accordo con quella conoscenza che prevede,"
"ma questo è quel ch'a cerner mi par forte,",Ma per me e' difficile capire.
perché predestinata fosti sola,perché tu solo tra i tuoi coetanei
a questo officio tra le tue consorte”.,"sono stati preordinati di agire su questa accusa."""
"Né venni prima a l'ultima parola,",Non avevo ancora finito con le mie parole.
"che del suo mezzo fece il lume centro,","quando la luce cominciò a girare intorno al suo nucleo,"
girando sé come veloce mola;,roteando come una macina che gira velocemente.
poi rispuose l'amor che v'era dentro:,Allora l'amore che c'era dentro disse:
"“Luce divina sopra me s'appunta,","'La luce divina si concentra su di me, piercing"
"penetrando per questa in ch'io m'inventro,",la radiosità che mi tiene nel suo grembo.
"la cui virtù, col mio veder congiunta,","Il suo potere, unito alla mia vista,"
"mi leva sopra me tanto, ch'i' veggio",mi solleva così sopra di me che posso vedere
la somma essenza de la quale è munta.,"la più alta Essenza, la fonte dalla quale sgorga."
