Original,Translate_IT
"Io dico, seguitando, ch'assai prima","Per continuare, vorrei dire che molto tempo prima"
"che noi fossimo al piè de l'alta torre,",siamo arrivati ai piedi di quell'alta torre
li occhi nostri n'andar suso a la cima,i nostri occhi avevano notato in cima
"per due fiammette che i vedemmo porre,",due luci fiammeggianti visualizzate lassù
"e un'altra da lungi render cenno,","a cui un altro, così lontano dall'occhio"
tanto ch'a pena il potea l'occhio tòrre.,"Riusciva a malapena a capire, mandava indietro un segnale."
E io mi volsi al mar di tutto 'l senno;,"E rivolgendomi a quel mare di saggezza, chiesi:"
dissi: “Questo che dice? e che risponde,E quell'altro fuoco...
quell'altro foco? e chi son quei che 'l fenno?”.,"che cosa risponde? E chi l'ha fatto?"""
Ed elli a me: “Su per le sucide onde,E lui a me: 'Sulle onde sporche
"già scorgere puoi quello che s'aspetta,","puoi già intravedere ciò che verrà,"
se 'l fummo del pantan nol ti nasconde”.,"se i profumi delle paludi non te lo nascondono."""
Corda non pinse mai da sé saetta,Un arco non ha mai perso una freccia
"che sì corresse via per l'aere snella,",che frustava via più rapidamente attraverso l'aria
com'io vidi una nave piccioletta,"che, anche mentre guardavo, uno skiff è venuto a scheggiarsi"
"venir per l'acqua verso noi in quella,","verso di noi sull'acqua,"
"sotto 'l governo d'un sol galeoto,","sotto la guida di un solo timoniere,"
"che gridava: “Or se' giunta, anima fella!”.","pianto: 'Ora siete catturati, dannato spirito!'"
"“Flegïàs, Flegïàs, tu gridi a vòto”,","Phlegyas, Phlegyas, questa volta gridate invano,"
"disse lo mio segnore, “a questa volta:",rispose il mio signore. 'Non ci avrete più
più non ci avrai che sol passando il loto”.,"che ci vuole per attraversare questa palude."""
Qual è colui che grande inganno ascolta,Come uno che sa di un complotto ingannevole
"che li sia fatto, e poi se ne rammarca,","si schiuse contro di lui e comincia a agitarsi,"
fecesi Flegïàs ne l'ira accolta.,Phlegyas è diventato nella sua ira soffocata.
"Lo duca mio discese ne la barca,",Il mio capo e' salito sulla barca.
e poi mi fece intrare appresso lui;,e mi ha fatto seguire.
e sol quand'io fui dentro parve carca.,E solo allora sembrava carico.
"Tosto che 'l duca e io nel legno fui,",Non appena io e lui eravamo nella corteccia
segando se ne va l'antica prora,"l'antica prua si muove, tagliando più a fondo"
de l'acqua più che non suol con altrui.,attraverso l'acqua che quando portava le anime.
