Original,Translate_IT_1
"Poi che dimostrata sufficientemente pare la diffinizione di nobilitade, e quella per le sue parti, come possibile [è] stato, è dichiarata, sì che vedere si puote omai che è lo nobile uomo, da procedere pare alla parte del testo che comincia: L'anima cui adorna esta bontate, nella quale si mostrano li segni per li quali conoscere si puote il nobile uomo che detto è.","Ora che ho stabilito in modo sicuro la definizione di nobiltà, e, per quanto possibile, ho spiegato il significato di ciascuno dei suoi elementi, è chiaro che cosa significa essere una persona nobile. Sembra quindi tempo di passare alla parte del testo che inizia: L'anima che questa bontà adorna. Qui il testo specifica i segni per cui si può riconoscere la persona nobile appena parlato."
"E dividesi questa parte in due: ché nella prima s'afferma che questa nobilitade luce e risplende per tutta la vita del nobile, manifestamente; nella seconda si dimostra specificamente nelli suoi splendori; e comincia questa seconda parte: Ubidente, soave e vergognosa.","Questa parte ha due sezioni. Nel primo il testo afferma che questa nobiltà brilla e si riflette in tutta la vita della nobile persona. Nel secondo descrive la nobiltà specificamente in ciascuno dei suoi vari splendori; questa seconda sezione inizia: È obbediente, gentile e viscido."
"Intorno della prima parte è da sapere che questo seme divino di cui parlato è di sopra, nella nostra anima incontanente germoglia, mettendo e [di]versificando per ciascuna potenza dell'anima secondo la essigenza di quella. Germoglia dunque per la vegetativa, per la sensitiva e per la razionale; e dibrancasi per le vertuti di quelle tutte, dirizzando quelle tutte alle loro perfezioni, e in quelle sostenendosi sempre infino al punto che, con quella parte della nostra anima che mai non muore, all'altissimo e gloriosissimo seminadore al cielo ritorna. E questo dice per quella prima [parte] che detta è.","Con riferimento alla prima sezione, va spiegato che questo seme divino, di cui abbiamo appena parlato, diffonde immediatamente germogli nell'anima, spaziando e diversificandosi attraverso tutti i poteri dell'anima, secondo i bisogni di ciascuno. Si diffonde germogli attraverso i poteri vegetativi, sensibili e razionali; si dirama attraverso le varie capacità di tutti, orientandoli tutti verso la loro perfezione, e sostenendosi incessantemente in essi fino a quando, insieme a quella parte della nostra anima che non muore, ritorna al cielo e al seminatore più esaltato e glorioso."
"Poi quando comincia: Ubidente, soave e vergognosa, mostra quello per che potemo conoscere l'uomo nobile alli segni apparenti, che sono, di questa bontade divina, operazione; e partesi questa parte in quattro, secondo che per quattro etadi diversamente adopera, sì come per l'adolescenza, per la gioventute, per la senettute e per lo senio.","Questo è l'oggetto della prima sezione del testo. La sezione che inizia È obbediente, gentile e viscido si preoccupa di mostrare come possiamo riconoscere la persona nobile nei segni esteriori che sono l'attività di questa eccellenza divina. Questa sezione ha quattro sottosezioni, una che si occupa di ciascuno dei quattro stadi della vita, in cui questa eccellenza si realizza in modi diversi: la gioventù, la maturità, la vecchiaia e l'estrema vecchiaia."
"E comincia la seconda parte: in giovinezza, temperata e forte; la terza comincia: è nella sua senetta; la quarta comincia: poi nella quarta parte della vita. E questa è la sentenza di questa parte in generale.","La seconda, la terza e la quarta sottosezione iniziano rispettivamente: Nella maturità è temperata e forte; Nella vecchiaia; Infine, nella quarta fase della vita. Tale in termini generali è il significato di questa sezione, riguardo alla quale si dovrebbe spiegare che ogni effetto nella misura in cui è un effetto è reso simile alla sua causa al più alto grado di cui è capace."
"Intorno alla quale si vuole sapere che ciascuno effetto, in quanto effetto è, riceve la similitudine della sua cagione quanto è più possibile di ritenere. Onde, con ciò sia cosa che la nostra vita, sì come detto è, ed ancora d'ogni vivente qua giù, sia causata dal cielo e lo cielo a tutti questi cotali effetti, non per cerchio compiuto ma per parte di quello a loro si scuopra; e così conviene che 'l suo movimento sia sopra essi come uno arco quasi, [e] tutte le terrene vite (e dico terrene, sì delli [uomini] come delli altri viventi), montando e volgendo, convengono essere quasi a imagine d'arco asimiglianti. Tornando dunque alla nostra, sola della quale al presente s'intende, sì dico ch'ella procede a imagine di questo arco, montando e discendendo.","Poiché, quindi, la nostra vita, e in effetti quella di ogni essere vivente qui sotto, è causata dai cieli, e i cieli si mostrano a tutti i loro effetti sulla terra non come un cerchio completo, ma solo come parte di uno, ne consegue che il movimento dei cieli al di sopra di questi effetti deve essere più o meno come un arco. Di conseguenza, la vita di tutte le cose sulla terra deve riflettere questo da soli avendo più o meno la forma di un arco. Tuttavia, al momento, mi preoccupo solo per la vita umana, e il mio punto è che il corso della nostra vita riflette questo arco prendendo la stessa forma, salendo a un culmine e poi declinando."
"Ed è da sapere che questo arco [di giù, come l'arco] di su sarebbe equale, se la materia della nostra seminale complessione non impedisse la regola della umana natura. Ma però che l'umido radicale [è] meno e più, e di migliore qualitade [e men buona], e più ha durare [in uno] che in uno altro effetto - lo quale [è] subietto e nutrimento del calore che è nostra vita -, aviene che l'arco della vita d'un uomo è di minore e di maggiore tesa che quello dell'altro.","Va spiegato che l'arco qui sotto, come la sua controparte celestiale, traccerebbe un percorso perfettamente uniforme se la materia che comprende gli elementi costitutivi seminati in noi non ostacolasse il funzionamento della legge che governa la nostra natura. Ma in realtà l'umidità fondamentale che è dove risiede il calore che costituisce la nostra vita e si nutre di essa varia in quantità e qualità ed è di diversa durata in effetti diversi, con il risultato che l'arco di vita ha una portata maggiore o minore in persone diverse."
"[E] alcuna morte [è] violenta, o vero per accidentale infertade affrettata; ma solamente quella che naturale è chiamata dal vulgo, e che è, [è] quel termine del quale si dice per lo Salmista: «Ponesti termine, lo quale passare non si può». E però che lo maestro della nostra vita Aristotile s'accorse di questo arco di che ora si dice, parve volere che la nostra vita non fosse altro che uno salire e uno scendere: però dice in quello dove tratta di Giovinezza e di Vecchiezza, che giovinezza non è altro se non acrescimento di quella.","Inoltre, una persona può subire una morte violenta, o prematuramente causata dalla malattia. Tuttavia, il discorso popolare si riferisce giustamente a una morte come naturale solo quando il termine della vita esemplifica le parole del salmista: ""Hai messo un termine alla nostra vita oltre il quale non può andare."" Aristotele, anche, il maestro supremo in questioni relative alla nostra vita, capovolto all'arco di cui stiamo parlando, ed era il suo punto di vista, apparentemente, che la nostra vita è semplicemente un aumento e una caduta. Egli dice, per esempio, nel suo trattato sulla maturità e l'età vecchia che la maturità non è altro che un movimento verso l'alto della nostra vita."
"Là dove sia lo punto sommo di questo arco, per quella disaguaglianza che detta è di sopra, è forte da sapere; ma nelli più, io credo, tra il trentesimo e 'l quarantesimo anno; e io credo che nelli perfettamente naturati esso ne sia nel trentacinquesimo anno.","Non è facile determinare dove si trova il punto più alto di questo arco, a patto che la disuguaglianza appena parlato. La mia opinione è che nella maggior parte delle persone si verifica da qualche parte tra i trenta e quaranta anni. Credo anche che in coloro dotati di una natura perfetta si verifica nel trentacinquesimo anno."
"E muovemi questa ragione: che ottimamente naturato fue lo nostro salvatore Cristo, lo quale volle morire nel trentaquattresimo anno della sua etade; ché non era convenevole la divinitade stare in cosa [in] discrescere; né da credere è ch'elli non volesse dimorare in questa nostra vita al sommo, poi che stato c'era nel basso stato della puerizia.","La mia ragione per adottare questo punto di vista è che Cristo nostro Salvatore è stato dotato di una natura supremamente perfetta, e ha scelto di morire nel suo trentaquattresimo anno, perché da una parte non era appropriato che la sua divinità dovrebbe essere presente in qualcosa che era in declino, e dall'altra è davvero impensabile che egli non avrebbe voluto vivere qui sotto al suo culmine dopo aver sperimentato la condizione umile dell'infanzia."
"E ciò manifesta l'ora del giorno della sua morte, cioè di Cristo, che volle quella consimigliare colla vita sua: onde dice Luca che era quasi ora sesta quando morìo, che è a dire lo colmo del die. Onde si può comprendere per quello 'quasi' che al trentacinquesimo anno di Cristo era lo colmo della sua etade.","La prova di questo punto di vista si trova nel momento in cui è morto, perché egli ha voluto fare questo riflettere il corso della sua vita, e sappiamo da Luca che era quasi la sesta ora, cioè, il culmine del giorno, quando è morto. Possiamo capire da questo, tenendo conto della parola ""quasi,"" che il culmine della vita terrena di Cristo sarebbe avvenuto durante il suo trentacinquesimo anno."
